item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,risk_pass
AK-47 | Aphrodite (Minimal Wear),ok,,best_deal,2026-04-17T00:32:36.971279+00:00,45.92,,50,True,8,-0.0098842031510376,-0.0050087108013937,46.38375,45.93,1/1,52.8045,50.6015,48.418,49.3863,53.018,58.0782,45.086,150.505,212,6.877633535020694,18.29427416223997,4.135064246418397,0.956849105263678,4.24,-0.036848219875547,0.0106022472800777,-0.0275640475577548,-0.0033892932228039,,0.1174601929563103,0.0190995372186054,7,3,2026-05-21T01:09:28.561376+00:00,True,True,True,True,True,True
AK-47 | Breakthrough (Minimal Wear),ok,,best_deal,2026-04-17T00:36:43.798314+00:00,10.04,,50,True,8,0.0126992031872509,0.0149402390438246,9.9125,10.04,1/1,8.2379,8.111,7.766,7.853,8.612,8.802,6.964,9.837,1138,9.213513152623852,12.57602058777115,4.187960523919939,0.9574651707557637,22.76,-0.0016634733257653,0.0256745512896705,-0.0102655273269485,0.0057055632029806,-0.046133353457614,0.2573878780855255,0.0898134198632517,7,3,2026-05-20T23:12:57.239863+00:00,True,True,True,True,True,True
AK-47 | Cartel (Battle-Scarred),ok,,best_deal,2026-04-17T00:36:57.912708+00:00,18.15,,50,True,8,-0.0446506328370792,-0.0568993952721275,18.91125,18.1075,1/1,19.7085,19.6995,18.829,19.3167,20.0942,20.5675,17.112,21.582,90,3.944998350965319,8.821067052287075,4.416875967222263,0.9558110611944466,1.8,-0.0798762318824574,0.0199290744718045,0.029337634842222,0.0044405461612399,0.0039883103960385,0.0628795298726738,0.0533300685602351,7,3,2026-05-21T03:55:46.653214+00:00,True,True,True,True,True,True
AK-47 | Cartel (Field-Tested),ok,,best_deal,2026-04-17T00:37:05.427440+00:00,17.4,,50,True,8,-0.0334593691589971,-0.0314101691549617,18.67125,18.06625,1/1,20.0235,19.937,19.16,19.449,20.3582,20.883,16.111,27.786,436,4.54066471895522,8.604889255125224,3.8804404824331455,0.9610272357927472,8.72,-0.052510448684803,0.0296378158436729,0.0356727805568186,0.0076469001899664,0.0114116406425313,0.061423622969215,0.0523491242620871,7,3,2026-05-21T03:06:47.487117+00:00,True,True,True,True,True,True
AK-47 | Cartel (Minimal Wear),ok,,best_deal,2026-04-17T00:37:10.993314+00:00,22.77,,50,True,8,-0.0132284473449111,-0.0200347207937762,23.1375,22.83375,1/1,25.3429,24.897,23.549,24.205,25.879,27.7315,19.381,36.985,222,6.605400329086265,16.503636126883666,5.319043992597528,0.945856930553882,4.44,-0.0517069092769227,-0.0026740134510979,-0.0112467866323907,0.0010144730845609,-0.0261655675894939,0.1452307442313941,0.01564023399415,7,3,2026-05-21T01:28:44.099246+00:00,True,True,True,True,True,True
AK-47 | Crane Flight (Field-Tested),ok,,best_deal,2026-04-17T00:37:56.413607+00:00,33.55,,50,True,8,-0.0043602559570261,-0.0044709388971684,34.3575,34.2175,1/1,26.9784,26.851,25.301,25.855,28.0185,28.493,24.162,34.291,1655,8.019378465735548,11.831687572280046,5.745337010349023,0.9422740307623552,33.1,-0.0311585384806663,0.0503996697564452,0.067872267368662,0.007501591249554,-0.0032918632096502,0.1088960342979635,0.0655591282600928,7,3,2026-05-21T00:41:44.762374+00:00,True,True,True,True,True,True
AK-47 | Crane Flight (Minimal Wear),ok,,best_deal,2026-04-17T00:38:01.406089+00:00,59.08,,50,True,8,-0.0462720040622884,-0.0455314827352741,61.81375,59.08,1/1,47.7059,47.682,45.672,46.616,48.818,49.592,43.7,56.523,868,4.6157812765297335,8.217012990007529,4.213315334162033,0.9578457279476532,17.36,-0.0631277038666042,0.0079371889480006,-0.0089432609154186,-0.0038591071743983,-0.0102436235112337,0.0638062401566423,0.0078746860767036,7,3,2026-05-21T04:00:17.871358+00:00,True,True,True,True,True,True
AK-47 | Crossfade (Factory New),ok,,best_deal,2026-04-17T00:38:27.816367+00:00,8.54,,50,True,8,0.0104529167924365,0.0100748562895874,12.77875,12.91375,1/1,8.904,8.874,8.362,8.608,9.199,9.284,6.916,13.981,326,6.63746630727762,10.3548966756514,5.750224618149152,0.9423033581248592,6.52,-0.0295249725772221,0.0477349090487775,-0.0253812577464032,-0.0063130642540408,-0.0296973245613255,0.1415459471414355,0.0556231339157359,7,3,2026-05-20T23:20:43.002473+00:00,True,True,True,True,True,True
AK-47 | Crossfade (Minimal Wear),ok,,best_deal,2026-04-17T00:38:35.614822+00:00,3.67,,50,True,8,0.0078046178574242,0.0066773618538324,3.79,3.82,1/1,4.069,4.041,3.785,3.916,4.214,4.4122,3.31,5.004,925,7.323666748586888,15.414106660113056,6.291472106168597,0.9366493442217272,18.5,-0.0293094109770114,-0.0039870421131322,-0.0654664484451719,-0.0035448312936222,-0.0237965162257466,0.107330497873405,0.0150112584438328,7,3,2026-05-20T23:32:58.318380+00:00,True,True,True,True,True,True
AK-47 | Elite Build (Factory New),ok,,best_deal,2026-04-17T00:38:57.729482+00:00,13.33,,50,True,8,0.0097945394050006,0.0041286059819479,14.3225,14.47125,1/1,12.4174,11.934,11.341,11.602,12.097,13.4124,9.926,30.853,205,3.9863417462592743,16.68143089535652,4.775556879862129,0.9503100385453328,4.1,-0.0238096258716619,0.0490213060800277,-0.0133995845721499,0.0045711546779479,-0.0270941431914467,0.1845277410832232,0.0474735799207397,7,3,2026-05-20T23:23:48.490076+00:00,True,True,True,True,True,True
AK-47 | Elite Build (Minimal Wear),ok,,best_deal,2026-04-17T00:39:04.740626+00:00,3.29,,50,True,8,-0.0179721860171708,-0.0223855455867229,3.33125,3.2725,1/1,3.6851,3.65,3.497,3.57,3.771,3.97,3.434,4.14,1863,5.454397438332748,12.835472578763136,4.15185476649209,0.958082191780822,37.26,-0.0278358343682661,0.0797413793103447,0.0885388375882672,0.0086329373691907,0.0145206387241925,0.1092814371257485,0.1092814371257485,7,3,2026-05-21T01:55:53.443300+00:00,True,True,True,True,True,True
AK-47 | Emerald Pinstripe (Battle-Scarred),ok,,best_deal,2026-04-17T00:39:12.096859+00:00,3.15,,50,True,8,-0.0088720425403899,-0.0205142946741232,3.6275,3.60375,1/1,3.1843,3.209,2.974,3.06,3.317,3.376,2.599,3.551,459,8.070847596017968,12.624438652137036,7.379957918537823,0.9267684636958554,9.18,-0.0625166661657533,0.0978512907713713,0.1646441456215153,0.0267871231207173,0.0586394225780151,0.1470008448324416,0.1470008448324416,7,3,2026-05-21T01:04:38.676906+00:00,True,True,True,True,True,True
AK-47 | Emerald Pinstripe (Field-Tested),ok,,best_deal,2026-04-17T00:39:19.796292+00:00,3.08,,50,True,8,0.0096706573248716,0.008851170176763,3.4825,3.515,1/1,3.4356,3.4,3.16,3.261,3.483,3.581,2.993,23.687,1262,6.461753405518686,12.254045872627776,6.985679357317492,0.9294117647058824,25.24,-0.0318068596342308,0.1134950248756219,0.1086687306501548,0.0144150873290352,0.0393899518861085,0.1061156101647584,0.1061156101647584,7,3,2026-05-20T23:24:31.582574+00:00,True,True,True,True,True,True
AK-47 | Emerald Pinstripe (Minimal Wear),ok,,best_deal,2026-04-17T00:39:24.963692+00:00,4.77,,50,True,8,0.0290824412696262,0.0268986935653601,5.18625,5.34,1/1,5.0155,4.94,4.6452,4.776,5.141,5.4334,4.063,11.795,283,7.277439936197791,15.715282623866011,5.877778885455097,0.940323886639676,5.66,-0.0132258630015187,0.0467231755220178,0.0205603708929649,-9.518334873984522e-05,-0.0068925185511664,0.1560339719533873,0.0570807821449732,7,3,2026-05-20T22:27:58.700743+00:00,True,True,True,True,True,True
AK-47 | Frontside Misty (Battle-Scarred),ok,,best_deal,2026-04-17T00:41:06.709373+00:00,16.81,,50,True,8,-0.041335988692387,-0.0467864751266696,17.43375,16.7425,1/1,20.8112,20.604,19.905,20.203,21.451,21.8949,18.553,25.823,302,5.996770969477979,9.561678327054658,3.358768355500875,0.9660745486313338,6.04,-0.0579722190645534,0.0311245454116091,0.0820240868315409,0.0168020519858455,0.0335564297551227,0.0865243679003297,0.0836386954928545,7,3,2026-05-21T03:43:12.970845+00:00,True,True,True,True,True,True
AK-47 | Frontside Misty (Field-Tested),ok,,best_deal,2026-04-17T00:41:16.957145+00:00,17.95,,50,True,8,-0.0023843218392521,-0.0038859678527142,19.74375,19.70625,1/1,21.4371,21.314,20.613,21.049,21.728,22.1582,20.374,35.337,897,3.167406039063129,7.208064523652926,3.270031860652796,0.9671108191798816,17.94,-0.0095370409524349,0.0721784776902889,0.0747979703063335,0.0109531372051812,0.0163494055408868,0.0824007693652737,0.0824007693652737,7,3,2026-05-21T00:31:31.885434+00:00,True,True,True,True,True,True
AK-47 | Frontside Misty (Minimal Wear),ok,,best_deal,2026-04-17T00:41:19.676705+00:00,32.33,,50,True,8,-0.0238515191220873,-0.0239380097239649,33.0825,32.3075,1/1,37.1471,36.637,35.13,35.5995,37.849,40.158,30.219,57.963,251,6.055654411784493,13.535376920405623,4.056844275865405,0.9588667194366352,5.02,-0.0488280320555848,0.0243383024034073,0.0200220324979343,-0.0022017167868031,-0.0176034878772513,0.108108108108108,0.0377460377460376,7,3,2026-05-21T02:21:34.958198+00:00,True,True,True,True,True,True
AK-47 | Frontside Misty (Well-Worn),ok,,best_deal,2026-04-17T00:41:23.201728+00:00,17.67,,50,True,8,-0.0201283625862718,-0.01419886812098,17.73375,17.3875,1/1,21.0845,21.181,19.8692,20.78,21.584,22.041,17.828,23.076,153,3.81322772652896,10.3004576821836,6.221632004553116,0.9380671356404324,3.06,-0.070174161960259,0.0239026919994342,0.0465497301464918,0.0083958184369031,0.0188105556954214,0.0630352702827147,0.0618381066396537,7,3,2026-05-21T02:07:12.100072+00:00,True,True,True,True,True,True
AK-47 | Head Shot (Battle-Scarred),ok,,best_deal,2026-04-17T00:42:53.838513+00:00,30.57,,50,True,8,0.015888646186341,0.0119442334447933,31.52,32.045,1/1,33.6954,33.748,31.799,32.619,34.627,35.45,26.908,38.098,408,5.959270404862393,10.835306896490332,5.784172320257359,0.9422484295365652,8.16,-0.0227151675428755,0.0329650148449693,-0.0303970579785094,-0.0024226053272285,-0.0086502754892269,0.129252103828375,0.0334538343012918,7,3,2026-05-20T23:00:48.974485+00:00,True,True,True,True,True,True
AK-47 | Head Shot (Field-Tested),ok,,best_deal,2026-04-17T00:43:04.173804+00:00,38.2,,50,True,8,0.1045992493315871,0.1054232105248981,44.43,49.61375,1/1,39.5023,39.304,37.451,38.018,40.6405,41.812,25.801,48.893,730,6.638853940150326,11.039863501618887,4.690866101467513,0.9528546712802768,14.6,0.0815530802840012,0.02061802397685,-0.0249308846761452,-0.0003257427628428,-0.0309774393715084,0.1602197357095843,0.0272391271328034,7,3,2026-05-20T21:33:41.492857+00:00,True,True,True,True,True,True
AK-47 | Head Shot (Minimal Wear),ok,,best_deal,2026-04-17T00:43:08.161862+00:00,61.5,,50,True,8,0.0009317828764237,0.0006405124099279,62.58875,62.6475,1/1,65.606,63.481,60.383,61.24,68.3363,72.77,6.915,129.428,272,10.816541170014926,18.88089504008779,4.722129073560344,0.9511979962508468,5.44,-0.0301117905119835,-0.0262248424476519,-0.0560717912959115,-0.0052639453370493,,0.1234141641239761,0.0,7,3,2026-05-21T00:07:31.565804+00:00,True,True,True,True,True,True
AK-47 | Head Shot (Well-Worn),ok,,best_deal,2026-04-17T00:43:11.435001+00:00,35.26,,50,True,8,0.0031646574643399,0.0004230472552442,34.96875,35.08,1/1,34.8678,34.789,33.511,34.016,35.581,36.687,29.329,39.332,413,4.4883818308009245,9.108690539695637,3.665272830519845,0.9632642501940268,8.26,-0.0141558511072198,0.0194925563343566,-0.0163755763588094,0.0020821992855845,-0.0265302449516825,0.1603454643597829,0.0325861530157106,7,3,2026-05-20T23:57:04.857074+00:00,True,True,True,True,True,True
AK-47 | Ice Coaled (Battle-Scarred),ok,,best_deal,2026-04-17T00:44:09.512204+00:00,4.41,,50,True,8,0.0141060214206922,0.0033860045146726,4.48,4.5425,1/1,4.9774,4.922,4.717,4.79,5.142,5.3,4.315,5.825,1573,7.071965283079526,11.712942500100455,4.118616144975289,0.9583502641202762,31.46,0.0031468302807435,-0.01864990877762,-0.0459203783996845,-0.0061115390042408,-0.0066808089233537,0.0851063829787233,0.0342904358603595,7,3,2026-05-20T23:06:31.129855+00:00,True,True,True,True,True,True
AK-47 | Ice Coaled (Factory New),ok,,best_deal,2026-04-17T00:44:16.243740+00:00,21.59,,50,True,8,0.0190018903542292,0.0163524877842249,21.6125,22.03125,1/1,21.7874,21.34,20.5822,20.939,21.656,22.2382,19.646,42.197,477,3.2908929014017216,7.600723353865072,3.4781570999752125,0.964489222118088,9.54,0.0046771315720076,-0.0028818443804035,-0.0384072167296916,-0.0061342419805105,-0.0365093829349878,0.1289680659528096,0.010802615370037,7,3,2026-05-20T22:51:37.279953+00:00,True,True,True,True,True,True
AK-47 | Ice Coaled (Field-Tested),ok,,best_deal,2026-04-17T00:44:20.954256+00:00,4.81,,50,True,8,0.0022761518077925,0.0,5.0425,5.05375,1/1,5.2871,5.245,5.121,5.178,5.39,5.472,5.007,5.868,6247,4.009759603563386,6.638800098352594,2.345331088876694,0.9763584366062916,124.94,0.0208261146983464,-0.0093708165997323,-0.0472687143645393,-0.0058115871800871,,0.1285714285714286,0.0,7,3,2026-05-21T00:01:50.167078+00:00,True,True,True,True,True,True
AK-47 | Inheritance (Battle-Scarred),ok,,best_deal,2026-04-17T00:44:41.463132+00:00,42.75,,50,True,8,0.0042440428190542,0.0,42.935,43.1175,1/1,45.1461,44.961,44.009,44.365,45.801,46.8825,42.843,49.829,466,3.180784165188134,6.364890876509821,2.1087092794283406,0.9788260937256734,9.32,0.0034305439705946,-0.0132252083193709,-0.009707649538158,-0.0027171525044307,-0.0061469585789621,0.0369020397998687,0.0,7,3,2026-05-20T23:49:22.521782+00:00,True,True,True,True,True,True
AK-47 | Inheritance (Factory New),ok,,best_deal,2026-04-17T00:44:46.153117+00:00,165.58,,50,True,8,0.0070651826723993,0.0,174.61875,176.3925,1/1,168.9968,164.551,158.8532,161.367,171.7555,180.917,152.243,251.18,83,6.147157816005996,13.055750168050528,3.3715431298107426,0.9653736531531256,1.66,-0.0181526158930867,-0.0023495810422377,-0.0528188191668116,0.003243955538051,-0.0224699441407622,0.1651822308134626,0.0263130528402068,7,3,2026-05-20T23:35:32.271334+00:00,True,True,True,True,True,True
AK-47 | Inheritance (Field-Tested),ok,,best_deal,2026-04-17T00:44:49.931467+00:00,50.33,,50,True,8,0.0096589429144261,0.0083638601370869,50.2475,50.7375,1/1,50.8261,50.578,49.609,50.084,51.445,52.25,48.324,54.58,1547,2.6777580809859445,5.196149222545107,1.90650079388346,0.9808414725770096,30.94,0.0206806332116407,-0.0202216605094303,-0.0079927553350657,7.161515008494554e-05,-0.0195270666676925,0.0924985116094462,0.0027981742409207,7,3,2026-05-20T23:24:48.696090+00:00,True,True,True,True,True,True
AK-47 | Inheritance (Minimal Wear),ok,,best_deal,2026-04-17T00:44:52.875211+00:00,79.86,,50,True,8,-0.0220255976749108,-0.0269435881081464,84.91375,83.07875,1/1,76.4973,76.72,73.1995,74.227,77.6755,79.9097,69.327,87.328,444,4.5080022432164215,8.771812861368964,4.602123212191802,0.9541123566214808,8.88,-0.0481516909050762,0.0238972974376283,0.0440497147622136,0.0081007582008605,0.0061047000399212,0.0733401792619074,0.0528023935394719,7,3,2026-05-21T02:14:57.877870+00:00,True,True,True,True,True,True
AK-47 | Legion of Anubis (Battle-Scarred),ok,,best_deal,2026-04-17T00:48:04.672936+00:00,34.55,,34,False,8,-0.0177639706175999,-0.0140660430778151,34.93125,34.32,1/1->1/1,39.984,39.893,37.884,38.843,41.56,42.672,31.201,43.859,117,6.795218087234891,11.974789915966378,5.024509803921569,0.9496402877697842,3.4411764705882355,-0.0550591080517973,0.0198584398369308,-0.042658590411795,-0.0039113180836083,,0.1123672658606565,0.0413713613066188,7,3,2026-05-21T01:53:58.594271+00:00,True,True,True,True,True,True
AK-47 | Legion of Anubis (Factory New),ok,,best_deal,2026-04-17T00:48:07.757038+00:00,69.41,,50,True,8,-0.0308564758088577,-0.0355982742177146,71.46125,69.3325,1/1,70.1202,69.383,66.112,67.712,71.571,77.0256,54.183,86.292,123,5.503407006825415,15.564131305957488,4.664846934264308,0.9528558868887193,2.46,-0.0667234231756452,0.1258720048528967,0.1078549806005997,0.0106487316197421,0.0159097207253824,0.123742816091954,0.1202791461412151,7,3,2026-05-21T02:56:11.042583+00:00,True,True,True,True,True,True
AK-47 | Legion of Anubis (Field-Tested),ok,,best_deal,2026-04-17T00:48:11.409507+00:00,37.61,,50,True,8,0.019111787336813,0.0170875381552053,39.05875,39.83125,1/1,41.0465,40.637,39.108,39.863,42.283,43.228,37.176,48.333,807,5.895752378400111,10.037396611160524,3.725043548170985,0.9623741910081944,16.14,0.0065415682068467,-0.0220755355674838,-0.040405238682737,-0.0060180504468511,-0.0345695227641227,0.1279515391272097,0.0061812337742613,7,3,2026-05-20T22:50:46.137969+00:00,True,True,True,True,True,True
AK-47 | Legion of Anubis (Minimal Wear),ok,,best_deal,2026-04-17T00:48:14.492066+00:00,42.34,,50,True,8,0.0060105873796876,0.0049492998551424,43.47875,43.7775,1/1,45.7943,45.682,42.56,43.929,47.459,49.456,38.832,55.108,567,7.708382921018557,15.05864266950254,6.817442345444738,0.9316579834508122,11.34,-0.0403375328808153,-0.0410452544763044,-0.0600443997654351,-0.0083076942487319,-0.0375246065898022,0.1390566163855529,0.016153829014505,7,3,2026-05-20T23:39:48.891108+00:00,True,True,True,True,True,True
AK-47 | Midnight Laminate (Battle-Scarred),ok,,best_deal,2026-04-17T00:48:28.790541+00:00,3.34,,50,True,8,-0.0042854874585897,-0.0023990895469466,3.75375,3.73875,1/1,3.544,3.547,3.278,3.426,3.66,3.766,3.118,4.242,1175,6.602708803611737,13.769751693002258,7.590293453724609,0.924161263039188,23.5,-0.0524051003085451,0.0668735891647855,0.0717120181405897,0.017982798288573,0.0408886863572448,0.1198095741867231,0.1198095741867231,7,3,2026-05-21T00:40:57.548300+00:00,True,True,True,True,True,True
AK-47 | Midnight Laminate (Field-Tested),ok,,best_deal,2026-04-17T00:48:38.092301+00:00,5.02,,50,True,8,0.0932705741501139,0.0954106280193235,7.69375,8.48375,1/1,4.8824,4.875,4.591,4.687,5.043,5.159,4.345,5.657,3969,7.291495985580859,11.63362280845485,5.816811404227425,0.9417435897435896,79.38,0.0732054201449599,-0.0050409577819785,-0.0277093596059112,0.0004280784561034,-0.0388573455515045,0.1629723453662656,0.0,7,3,2026-05-20T21:37:36.605392+00:00,True,True,True,True,True,True
AK-47 | Midnight Laminate (Minimal Wear),ok,,best_deal,2026-04-17T00:48:42.761738+00:00,12.32,,50,True,8,0.0099097389718679,0.0079233524547849,16.48375,16.64375,1/1,13.2768,13.324,12.603,12.939,13.647,13.905,12.202,14.947,1874,5.3326102675343465,9.806579898770783,5.430525427813932,0.9458871209846892,37.48,-0.0126908140389559,-0.0309997796224196,-0.0267099535158267,-0.0021966339942333,-0.0409512499982429,0.148131301645061,0.0178151770146312,7,3,2026-05-20T23:23:00.792705+00:00,True,True,True,True,True,True
AK-47 | Neon Revolution (Field-Tested),ok,,best_deal,2026-04-17T00:49:13.490078+00:00,114.72,,50,True,8,0.0131968473368416,0.0132918035646088,119.71875,121.33125,1/1,124.8041,124.837,119.975,122.1312,128.3995,129.6955,106.654,132.774,152,5.022511279677496,7.788606303799327,3.895705349423624,0.9610532133902608,3.04,-0.0136325788551825,0.0107616218461705,0.0105081691023782,0.0039494533155431,-0.0072612374293324,0.0888365023729024,0.0448292440832531,7,3,2026-05-20T23:10:23.660936+00:00,True,True,True,True,True,True
