item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace
MP9 | Goo (Battle-Scarred),ok,,best_deal,2026-04-18T07:29:25.953155+00:00,0.96,,13,False,8,-0.0286458333333333,0.0052083333333333,0.9875,0.96,1/1->1/1
MP9 | Goo (Factory New),ok,,best_deal,2026-04-18T07:29:29.162671+00:00,7.97,,50,True,8,-0.0456307338012856,-0.0242503097893432,8.39625,8.03,1/1
MP9 | Goo (Field-Tested),ok,,best_deal,2026-04-18T07:29:33.903441+00:00,1.0,,50,True,8,-0.0003961480565223,0.0,1.20375,1.20375,1/1
MP9 | Goo (Minimal Wear),ok,,best_deal,2026-04-18T07:29:38.200640+00:00,1.32,,50,True,8,0.0098711184652482,0.0110810976732764,1.6475,1.66375,1/1
MP9 | Goo (Well-Worn),ok,,best_deal,2026-04-18T07:29:51.279860+00:00,0.98,,23,False,8,-0.1747557997557997,-0.0833333333333332,1.21375,1.03875,1/1->1/1
MP9 | Green Plaid (Battle-Scarred),ok,,best_deal,2026-04-18T07:30:05.845718+00:00,8.08,,1,False,1,-157.4918389553863,-157.4918389553863,1456.54,9.19,1/1->1/1
MP9 | Green Plaid (Factory New),ok,,best_deal,2026-04-18T07:30:17.723865+00:00,11.61,,19,False,8,-0.1329970868514468,-0.1637178105162294,14.82375,13.02375,1/1->1/1
MP9 | Green Plaid (Field-Tested),ok,,best_deal,2026-04-18T07:30:31.323200+00:00,2.47,,1,False,1,-1.4936170212765956,-1.4936170212765956,5.86,2.35,1/1->1/1
MP9 | Green Plaid (Minimal Wear),ok,,best_deal,2026-04-18T07:30:46.058959+00:00,4.77,,3,False,3,-1.0153195906799677,-1.109704641350211,9.556666666666668,4.743333333333333,1/1->1/1
MP9 | Green Plaid (Well-Worn),ok,,best_deal,2026-04-18T07:30:57.833935+00:00,8.0,,2,False,2,-1.566134622939649,-1.566134622939649,19.35,7.585,1/1->1/1
MP9 | Hot Rod (Factory New),ok,,best_deal,2026-04-18T07:31:01.754627+00:00,289.82,,50,True,8,-0.0308194957419814,-0.0313800871277644,304.6775,295.57,1/1
MP9 | Hot Rod (Minimal Wear),ok,,best_deal,2026-04-18T07:31:17.316056+00:00,310.84,,4,False,4,-0.4788939256338019,-0.3553396009115301,444.3225,301.2725,1/1->1/1
MP9 | Hydra (Battle-Scarred),ok,,best_deal,2026-04-18T07:31:31.929979+00:00,5.16,,23,False,8,-0.115795324858721,-0.1124260355029584,6.2975,5.65125,1/1->1/1
MP9 | Hydra (Factory New),ok,,best_deal,2026-04-18T07:31:35.054243+00:00,64.68,,50,True,8,-0.0182130739566102,-0.0185189826509604,68.48625,67.26875,1/1
MP9 | Hydra (Field-Tested),ok,,best_deal,2026-04-18T07:31:38.583142+00:00,6.16,,50,True,8,-0.0265706523223908,-0.0289981648130541,6.57375,6.4037500000000005,1/1
MP9 | Hydra (Minimal Wear),ok,,best_deal,2026-04-18T07:31:43.848593+00:00,12.85,,50,True,8,0.0213373515046469,0.0185947461265386,13.23125,13.525,1/1
MP9 | Hydra (Well-Worn),ok,,best_deal,2026-04-18T07:31:57.366360+00:00,5.59,,21,False,8,-0.0285922141731671,-0.0394619151496431,5.70875,5.55,1/1->1/1
MP9 | Hypnotic (Factory New),ok,,best_deal,2026-04-18T07:32:01.258389+00:00,30.38,,50,True,8,0.0067864173315412,0.0,31.72,31.93125,1/1
MP9 | Hypnotic (Minimal Wear),ok,,best_deal,2026-04-18T07:32:15.245656+00:00,30.73,,12,False,8,-0.1679569213394537,-0.1546194662909361,34.4625,29.50375,1/1->1/1
MP9 | Latte Rush (Battle-Scarred),ok,,best_deal,2026-04-18T07:32:27.932878+00:00,18.57,,30,False,8,-0.0825231199346375,-0.093454259030856,22.05625,20.37875,1/1->1/1
MP9 | Latte Rush (Factory New),ok,,best_deal,2026-04-18T07:32:33.287714+00:00,153.91,,50,True,8,-0.0878336327114521,-0.1003555842095487,176.0625,161.77625,1/1
MP9 | Latte Rush (Field-Tested),ok,,best_deal,2026-04-18T07:32:36.174920+00:00,23.86,,50,True,8,-0.0197143528862203,-0.0269592902117127,25.24,24.75125,1/1
MP9 | Latte Rush (Minimal Wear),ok,,best_deal,2026-04-18T07:32:39.944764+00:00,72.93,,50,True,8,-0.1074175809185784,-0.101084269141598,82.16125,74.18875,1/1
MP9 | Latte Rush (Well-Worn),ok,,best_deal,2026-04-18T07:32:52.125539+00:00,18.54,,37,False,8,-0.1994301418432403,-0.2048352767419375,22.07625,18.405,1/1->1/1
MP9 | Modest Threat (Battle-Scarred),ok,,best_deal,2026-04-18T07:33:04.567103+00:00,0.11,,13,False,8,-1.6988636363636362,-1.0909090909090908,0.36125,0.12375,1/1->1/1
MP9 | Modest Threat (Factory New),ok,,best_deal,2026-04-18T07:33:07.935320+00:00,1.8,,50,True,8,0.1095711526865935,0.1191300845751107,2.1875,2.45,1/1
MP9 | Modest Threat (Field-Tested),ok,,best_deal,2026-04-18T07:33:12.763723+00:00,0.24,,50,True,8,-0.1041666666666668,-0.1250000000000002,0.265,0.24,1/1
MP9 | Modest Threat (Minimal Wear),ok,,best_deal,2026-04-18T07:33:27.893162+00:00,0.31,,16,False,8,-0.252400153609831,-0.2419354838709678,0.40625,0.32375,1/1->1/1
MP9 | Modest Threat (Well-Worn),ok,,best_deal,2026-04-18T07:33:42.253410+00:00,0.21,,16,False,8,-1.732142857142857,-2.333333333333333,0.57375,0.21,1/1->1/1
MP9 | Mount Fuji (Battle-Scarred),ok,,best_deal,2026-04-18T07:33:56.646293+00:00,5.53,,9,False,8,-0.2377127019207182,-0.1859035951637442,6.66375,5.38375,1/1->1/1
MP9 | Mount Fuji (Factory New),ok,,best_deal,2026-04-18T07:34:02.049235+00:00,18.62,,50,True,8,-0.0607650547756046,-0.0644110155619964,20.48625,19.31,1/1
MP9 | Mount Fuji (Field-Tested),ok,,best_deal,2026-04-18T07:34:06.580457+00:00,5.79,,50,True,8,-0.0029942427693528,-0.0071858800954119,6.4575,6.44125,1/1
MP9 | Mount Fuji (Minimal Wear),ok,,best_deal,2026-04-18T07:34:11.520068+00:00,9.48,,50,True,8,-0.0934198159786004,-0.1068261782517313,11.51625,10.54125,1/1
MP9 | Mount Fuji (Well-Worn),ok,,best_deal,2026-04-18T07:34:22.527776+00:00,5.5,,5,False,5,-0.6858768213261202,-0.8104448742746615,8.687999999999999,5.154,1/1->1/1
MP9 | Multi-Terrain (Battle-Scarred),ok,,best_deal,2026-04-18T07:34:25.730156+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Multi-Terrain (Factory New),ok,,best_deal,2026-04-18T07:34:29.059934+00:00,0.04,,50,True,8,-1.28125,-1.5,0.09125,0.04,1/1
MP9 | Multi-Terrain (Field-Tested),ok,,best_deal,2026-04-18T07:34:32.150723+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Multi-Terrain (Minimal Wear),ok,,best_deal,2026-04-18T07:34:36.433992+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Multi-Terrain (Well-Worn),ok,,best_deal,2026-04-18T07:34:50.446677+00:00,0.01,,40,False,8,-2.0,-2.0,0.03,0.01,1/1->1/1
MP9 | Music Box (Battle-Scarred),ok,,best_deal,2026-04-18T07:35:04.345096+00:00,10.57,,14,False,8,-0.2777442366783535,-0.3569417699852483,12.93375,10.11625,1/1->1/1
MP9 | Music Box (Factory New),ok,,best_deal,2026-04-18T07:35:21.248257+00:00,87.55,,33,False,8,-0.0067245273504294,-0.0132992272376388,87.57249999999999,86.9925,1/1->1/1
MP9 | Music Box (Field-Tested),ok,,best_deal,2026-04-18T07:35:33.105640+00:00,12.12,,25,False,8,-0.0444159633313043,-0.0486861059134515,12.105,11.59,1/1->1/1
MP9 | Music Box (Minimal Wear),ok,,best_deal,2026-04-18T07:35:46.768857+00:00,15.12,,13,False,8,-0.230956946289515,-0.2386223396690385,18.0475,14.655,1/1->1/1
MP9 | Music Box (Well-Worn),ok,,best_deal,2026-04-18T07:36:02.266901+00:00,14.18,,3,False,3,-0.1002085418677863,0.0023023791250958,14.523333333333332,13.186666666666667,1/1->1/1
MP9 | Nexus (Battle-Scarred),ok,,best_deal,2026-04-18T07:36:18.196332+00:00,0.05,,48,False,8,-1.1,-0.5999999999999999,0.105,0.05,1/1->1/1
MP9 | Nexus (Factory New),ok,,best_deal,2026-04-18T07:36:21.132699+00:00,1.4,,50,True,8,-0.090599871951497,-0.11580077286389,1.57625,1.4425,1/1
MP9 | Nexus (Field-Tested),ok,,best_deal,2026-04-18T07:36:26.303621+00:00,0.06,,50,True,8,-0.3958333333333334,-0.3333333333333335,0.08375,0.06,1/1
MP9 | Nexus (Minimal Wear),ok,,best_deal,2026-04-18T07:36:31.622045+00:00,0.2,,50,True,8,-0.0999999999999998,-0.0999999999999998,0.22,0.2,1/1
MP9 | Nexus (Well-Worn),ok,,best_deal,2026-04-18T07:36:46.485204+00:00,0.06,,46,False,8,-0.1875,-0.1666666666666667,0.07125,0.06,1/1->1/1
MP9 | Old Roots (Battle-Scarred),ok,,best_deal,2026-04-18T07:36:57.896745+00:00,3.87,,3,False,3,-4.195688647109665,-0.1764705882352941,22.343333333333334,3.85,1/1->1/1
MP9 | Old Roots (Factory New),ok,,best_deal,2026-04-18T07:37:10.288364+00:00,13.6,,33,False,8,-0.1791134738151861,-0.1813659372570177,19.2975,16.82125,1/1->1/1
MP9 | Old Roots (Field-Tested),ok,,best_deal,2026-04-18T07:37:24.522943+00:00,3.93,,19,False,8,-0.3019798980646559,-0.3272512782854655,4.93375,3.7875,1/1->1/1
MP9 | Old Roots (Minimal Wear),ok,,best_deal,2026-04-18T07:37:40.945144+00:00,4.2,,8,False,8,-0.971097541946446,-0.5006080021727591,8.084999999999999,4.1125,1/1->1/1
MP9 | Old Roots (Well-Worn),ok,,best_deal,2026-04-18T07:37:54.200083+00:00,3.6,,2,False,2,-0.2321358643966659,-0.2321358643966659,4.035,3.275,1/1->1/1
MP9 | Orange Peel (Battle-Scarred),ok,,best_deal,2026-04-18T07:38:08.634052+00:00,0.03,,14,False,8,-24.208333333333336,-26.33333333333333,0.75625,0.03,1/1->1/1
MP9 | Orange Peel (Factory New),ok,,best_deal,2026-04-18T07:38:22.215772+00:00,10.69,,32,False,8,0.051451795289797,0.0688521757422767,12.9875,13.74125,1/1->1/1
MP9 | Orange Peel (Field-Tested),ok,,best_deal,2026-04-18T07:38:25.262936+00:00,0.03,,50,True,8,-1.1666666666666667,-1.1666666666666667,0.065,0.03,1/1
MP9 | Orange Peel (Minimal Wear),ok,,best_deal,2026-04-18T07:38:40.216872+00:00,0.17,,45,False,8,-0.5073529411764706,-0.0882352941176469,0.25625,0.17,1/1->1/1
MP9 | Orange Peel (Well-Worn),ok,,best_deal,2026-04-18T07:38:55.712348+00:00,0.03,,10,False,8,-13.625,-3.166666666666667,0.43875,0.03,1/1->1/1
MP9 | Pandora's Box (Factory New),ok,,best_deal,2026-04-18T07:38:58.670388+00:00,199.53,,50,True,8,-0.0397426782482028,-0.0509163379015662,211.16875,203.03875,1/1
MP9 | Pandora's Box (Field-Tested),ok,,best_deal,2026-04-18T07:39:13.130778+00:00,163.05,,2,False,2,-5.671336845814979,-5.671336845814979,1074.5,155.815,1/1->1/1
MP9 | Pandora's Box (Minimal Wear),ok,,best_deal,2026-04-18T07:39:25.847253+00:00,169.8,,12,False,8,-0.0476899006520964,-0.0481128872385721,176.1825,168.2275,1/1->1/1
MP9 | Pine (Battle-Scarred),ok,,best_deal,2026-04-18T07:39:29.292557+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Pine (Factory New),ok,,best_deal,2026-04-18T07:39:32.400572+00:00,0.07,,50,True,8,-1.4464285714285712,-1.357142857142857,0.17125,0.07,1/1
MP9 | Pine (Field-Tested),ok,,best_deal,2026-04-18T07:39:36.365701+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Pine (Minimal Wear),ok,,best_deal,2026-04-18T07:39:41.499732+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Pine (Well-Worn),ok,,best_deal,2026-04-18T07:39:55.977578+00:00,0.01,,40,False,8,-2.0,-2.0,0.03,0.01,1/1->1/1
MP9 | Rose Iron (Factory New),ok,,best_deal,2026-04-18T07:40:01.742480+00:00,26.58,,50,True,8,0.0195006130963771,0.0197461033667235,27.56125,28.12,1/1
MP9 | Rose Iron (Field-Tested),ok,,best_deal,2026-04-18T07:40:13.508409+00:00,11.55,,11,False,8,-0.1165650623677167,-0.0690879436921327,12.85875,11.51875,1/1->1/1
MP9 | Rose Iron (Minimal Wear),ok,,best_deal,2026-04-18T07:40:27.106416+00:00,9.13,,42,False,8,-0.2724928612265678,-0.3169084595442908,12.15875,9.54375,1/1->1/1
MP9 | Ruby Poison Dart (Battle-Scarred),ok,,best_deal,2026-04-18T07:40:40.945458+00:00,1.57,,2,False,2,-3.730313893868023,-3.730313893868023,7.495,1.55,1/1->1/1
MP9 | Ruby Poison Dart (Factory New),ok,,best_deal,2026-04-18T07:40:46.553121+00:00,8.83,,50,True,8,0.0163629863737953,0.0120452810224901,8.96,9.10875,1/1
MP9 | Ruby Poison Dart (Field-Tested),ok,,best_deal,2026-04-18T07:41:00.442634+00:00,1.3,,29,False,8,-0.213561025611922,-0.1889763779527559,1.625,1.33875,1/1->1/1
MP9 | Ruby Poison Dart (Minimal Wear),ok,,best_deal,2026-04-18T07:41:05.432681+00:00,2.19,,50,True,8,-0.0542182269471133,-0.0471717171717169,2.32625,2.20625,1/1
MP9 | Ruby Poison Dart (Well-Worn),ok,,best_deal,2026-04-18T07:41:21.256745+00:00,1.82,,6,False,6,-0.6703898900600703,-0.088235294117647,2.848333333333333,1.705,1/1->1/1
MP9 | Sand Dashed (Battle-Scarred),ok,,best_deal,2026-04-18T07:41:25.629604+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Sand Dashed (Factory New),ok,,best_deal,2026-04-18T07:41:28.761121+00:00,3.15,,50,True,8,0.0398190176464854,0.0400452295613586,3.6375,3.78875,1/1
MP9 | Sand Dashed (Field-Tested),ok,,best_deal,2026-04-18T07:41:33.591541+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Sand Dashed (Minimal Wear),ok,,best_deal,2026-04-18T07:41:40.473992+00:00,0.02,,50,True,8,-0.5,-0.5,0.03,0.02,1/1
MP9 | Sand Dashed (Well-Worn),ok,,best_deal,2026-04-18T08:21:47.705996+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Sand Scale (Factory New),ok,,best_deal,2026-04-18T08:22:03.381894+00:00,6.4,,25,False,8,-0.1345518167360397,-0.1634553896627464,9.90625,8.96125,1/1->1/1
MP9 | Sand Scale (Field-Tested),ok,,best_deal,2026-04-18T08:22:17.667977+00:00,0.45,,10,False,8,-0.788888888888889,-0.2444444444444444,0.805,0.45,1/1->1/1
MP9 | Sand Scale (Minimal Wear),ok,,best_deal,2026-04-18T08:22:33.110205+00:00,0.54,,11,False,8,-0.3634259259259257,-0.296296296296296,0.73625,0.54,1/1->1/1
MP9 | Sand Scale (Well-Worn),ok,,best_deal,2026-04-18T08:22:48.261719+00:00,0.49,,5,False,5,-1.3673469387755104,-0.2040816326530612,1.16,0.49,1/1->1/1
MP9 | Setting Sun (Battle-Scarred),ok,,best_deal,2026-04-18T08:23:02.465055+00:00,18.18,,3,False,3,-0.0545583006858113,-0.001306051371354,20.25,19.276666666666667,1/1->1/1
MP9 | Setting Sun (Factory New),ok,,best_deal,2026-04-18T08:23:07.525327+00:00,63.27,,50,True,8,-0.0419495132277365,-0.0414961837334064,66.34375,63.665,1/1
MP9 | Setting Sun (Field-Tested),ok,,best_deal,2026-04-18T08:23:22.399088+00:00,30.33,,15,False,8,-0.0067044620707546,0.004963252319544,30.57375,30.3525,1/1->1/1
MP9 | Setting Sun (Minimal Wear),ok,,best_deal,2026-04-18T08:23:39.346313+00:00,36.36,,32,False,8,0.0086808525885423,0.0153620949768518,36.38,36.71,1/1->1/1
MP9 | Setting Sun (Well-Worn),ok,,best_deal,2026-04-18T08:23:54.411243+00:00,17.87,,1,False,1,-0.3738738738738736,-0.3738738738738736,24.4,17.76,1/1->1/1
MP9 | Shredded (Battle-Scarred),ok,,best_deal,2026-04-18T08:24:09.122450+00:00,0.2,,16,False,8,-0.7999999999999999,-0.5999999999999999,0.36,0.2,1/1->1/1
MP9 | Shredded (Factory New),ok,,best_deal,2026-04-18T08:24:11.841975+00:00,1.53,,50,True,8,-0.084365588835421,-0.083815028901734,1.88125,1.735,1/1
MP9 | Shredded (Field-Tested),ok,,best_deal,2026-04-18T08:24:29.297578+00:00,0.24,,46,False,8,-0.84375,-0.8333333333333333,0.4425,0.24,1/1->1/1
MP9 | Shredded (Minimal Wear),ok,,best_deal,2026-04-18T08:24:33.444944+00:00,0.6,,50,True,8,-0.0750000000000001,-0.0833333333333334,0.645,0.6,1/1
MP9 | Shredded (Well-Worn),ok,,best_deal,2026-04-18T08:24:50.385817+00:00,0.28,,2,False,2,-38.55357142857142,-38.55357142857142,11.075,0.28,1/1->1/1
MP9 | Slide (Battle-Scarred),ok,,best_deal,2026-04-18T08:24:54.842445+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Slide (Factory New),ok,,best_deal,2026-04-18T08:24:59.058408+00:00,3.27,,50,True,8,0.0801564093211517,0.0440093708165997,3.85875,4.21875,1/1
MP9 | Slide (Field-Tested),ok,,best_deal,2026-04-18T08:25:03.647973+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Slide (Minimal Wear),ok,,best_deal,2026-04-18T08:25:07.408564+00:00,0.04,,50,True,8,-0.84375,-0.7500000000000002,0.07375,0.04,1/1
MP9 | Slide (Well-Worn),ok,,best_deal,2026-04-18T08:25:11.205476+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
MP9 | Stained Glass (Battle-Scarred),ok,,best_deal,2026-04-18T08:25:14.001856+00:00,,,0,False,0,,,,,1/1
MP9 | Stained Glass (Factory New),ok,,best_deal,2026-04-18T08:25:16.948671+00:00,180.85,,50,True,8,-0.1099178854018266,-0.1070178894307682,207.18125,186.61875,1/1
MP9 | Stained Glass (Field-Tested),ok,,best_deal,2026-04-18T08:25:30.726007+00:00,131.7,,17,False,8,-0.1160669191942624,-0.1344670087797828,139.945,125.395,1/1->1/1
MP9 | Stained Glass (Minimal Wear),ok,,best_deal,2026-04-18T08:25:46.179648+00:00,139.18,,13,False,8,-0.2342945173234296,-0.2268322776681597,167.1,135.3825,1/1->1/1
MP9 | Stained Glass (Well-Worn),ok,,best_deal,2026-04-18T08:25:49.870475+00:00,,,0,False,0,,,,,1/1
MP9 | Starlight Protector (Battle-Scarred),ok,,best_deal,2026-04-18T08:25:53.124744+00:00,69.88,,50,True,8,0.0060516874281092,0.0025361330002083,70.57,70.99625,1/1
MP9 | Starlight Protector (Factory New),ok,,best_deal,2026-04-18T08:25:56.324009+00:00,114.96,,50,True,8,-0.0874307387806654,-0.0988620900279195,121.86875,112.06875,1/1
MP9 | Starlight Protector (Field-Tested),ok,,best_deal,2026-04-18T08:25:59.524122+00:00,70.56,,50,True,8,0.0203304219213292,0.0214901412459995,79.6125,81.26875,1/1
MP9 | Starlight Protector (Minimal Wear),ok,,best_deal,2026-04-18T08:26:03.004395+00:00,77.92,,50,True,8,-0.0147946674258719,-0.0207172867141799,78.86375,77.715,1/1
MP9 | Starlight Protector (Well-Worn),ok,,best_deal,2026-04-18T08:26:17.756081+00:00,69.99,,15,False,8,-0.0923654426751607,-0.0882631678746481,74.77374999999999,68.45125,1/1->1/1
MP9 | Storm (Battle-Scarred),ok,,best_deal,2026-04-18T08:26:32.801776+00:00,0.79,,4,False,4,-0.8670886075949364,-0.2658227848101264,1.475,0.79,1/1->1/1
MP9 | Storm (Factory New),ok,,best_deal,2026-04-18T08:26:47.522627+00:00,49.0,,11,False,8,-0.1731161557742116,-0.1749373199579296,59.53,50.74875,1/1->1/1
MP9 | Storm (Field-Tested),ok,,best_deal,2026-04-18T08:27:02.318169+00:00,1.43,,29,False,8,-0.1273293451485144,-0.122360248447205,1.7075,1.515,1/1->1/1
MP9 | Storm (Minimal Wear),ok,,best_deal,2026-04-18T08:27:15.990613+00:00,5.83,,30,False,8,-0.0605990958780716,-0.0642497992707935,7.21125,6.80875,1/1->1/1
MP9 | Storm (Well-Worn),ok,,best_deal,2026-04-18T08:27:29.150173+00:00,1.12,,8,False,8,-1.7923907151948604,-0.9762311286843997,2.92,1.04125,1/1->1/1
MP9 | Urban Sovereign (Battle-Scarred),ok,,best_deal,2026-04-18T08:27:41.120362+00:00,0.88,,31,False,8,-0.1463068181818182,-0.1363636363636364,1.00875,0.88,1/1->1/1
MP9 | Urban Sovereign (Factory New),ok,,best_deal,2026-04-18T08:27:44.481993+00:00,8.25,,50,True,8,-0.0160606060606059,-0.0145454545454544,8.3825,8.25,1/1
MP9 | Urban Sovereign (Field-Tested),ok,,best_deal,2026-04-18T08:28:00.520155+00:00,1.44,,39,False,8,-0.2560763888888889,-0.2048611111111111,1.80875,1.44,1/1->1/1
MP9 | Urban Sovereign (Minimal Wear),ok,,best_deal,2026-04-18T08:28:04.779970+00:00,2.67,,50,True,8,-0.0285580524344568,-0.0337078651685391,2.74625,2.67,1/1
MP9 | Urban Sovereign (Well-Worn),ok,,best_deal,2026-04-18T08:28:20.643744+00:00,1.14,,48,False,8,-0.0625,-0.0789473684210526,1.21125,1.14,1/1->1/1
MP9 | Wild Lily (Battle-Scarred),ok,,best_deal,2026-04-18T08:28:34.727761+00:00,3999.0,,2,False,2,-0.0034497996795457,-0.0034497996795457,4249.5,4248.685,1/1->1/1
MP9 | Wild Lily (Factory New),ok,,best_deal,2026-04-18T08:28:49.431626+00:00,3182.9,,21,False,8,0.0085414441801615,0.0071296547517668,3135.9375,3162.80875,1/1->1/1
MP9 | Wild Lily (Field-Tested),ok,,best_deal,2026-04-18T08:29:06.078684+00:00,2710.55,,2,False,2,-0.0262134044384486,-0.0262134044384486,2571.815,2506.0150000000003,1/1->1/1
MP9 | Wild Lily (Minimal Wear),ok,,best_deal,2026-04-18T08:29:20.806548+00:00,2642.3,,1,False,1,-0.0471165979961383,-0.0471165979961383,2754.88,2630.92,1/1->1/1
MP9 | Wild Lily (Well-Worn),ok,,best_deal,2026-04-18T08:29:35.140532+00:00,2032.02,,1,False,1,-0.1197615019645228,-0.1197615019645228,2032.02,1814.69,1/1->1/1
Negev | Anodized Navy (Factory New),ok,,best_deal,2026-04-18T08:29:49.518974+00:00,370.85,,11,False,8,-0.0327127363837815,-0.0413351588778714,396.70875,384.2875,1/1->1/1
Negev | Anodized Navy (Minimal Wear),ok,,best_deal,2026-04-18T08:30:04.726482+00:00,664.58,,3,False,3,-0.8070543381467604,-1.0130691399662737,1166.24,642.9833333333332,1/1->1/1
Negev | Army Sheen (Factory New),ok,,best_deal,2026-04-18T08:30:09.214152+00:00,0.09,,50,True,8,-1.777777777777778,-1.722222222222222,0.25,0.09,1/1
Negev | Army Sheen (Field-Tested),ok,,best_deal,2026-04-18T08:30:14.471631+00:00,0.02,,50,True,8,-0.5,-0.5,0.03,0.02,1/1
Negev | Army Sheen (Minimal Wear),ok,,best_deal,2026-04-18T08:30:19.678044+00:00,0.01,,50,True,8,-2.0,-2.0,0.03,0.01,1/1
Negev | Boroque Sand (Battle-Scarred),ok,,best_deal,2026-04-18T08:30:35.366942+00:00,1.83,,19,False,8,-0.6113789655272952,-0.2093951577912123,2.9325,1.82125,1/1->1/1
Negev | Boroque Sand (Factory New),ok,,best_deal,2026-04-18T08:30:51.684718+00:00,12.08,,26,False,8,-0.0057707205305141,-0.0451385949117272,18.46,18.5375,1/1->1/1
Negev | Boroque Sand (Field-Tested),ok,,best_deal,2026-04-18T08:31:04.813525+00:00,3.94,,7,False,7,-0.0767719093605494,-0.096,4.087142857142857,3.795714285714286,1/1->1/1
Negev | Boroque Sand (Minimal Wear),ok,,best_deal,2026-04-18T08:31:18.568966+00:00,5.93,,9,False,8,-0.4426001826724648,-0.4171472937000887,8.76,6.065,1/1->1/1
Negev | Boroque Sand (Well-Worn),ok,,best_deal,2026-04-18T08:31:32.952364+00:00,3.38,,9,False,8,-0.1822131904813615,-0.1734249840627512,3.92125,3.31625,1/1->1/1
Negev | Bratatat (Battle-Scarred),ok,,best_deal,2026-04-18T08:31:47.039706+00:00,2.71,,6,False,6,-41.81148376697419,-0.849815357879874,107.015,2.8866666666666667,1/1->1/1
Negev | Bratatat (Factory New),ok,,best_deal,2026-04-18T08:32:01.434423+00:00,11.57,,21,False,8,-0.1715499462748397,-0.1420330193167761,13.205,11.27,1/1->1/1
Negev | Bratatat (Field-Tested),ok,,best_deal,2026-04-18T08:32:14.562702+00:00,2.65,,9,False,8,-1.1547843387008705,-0.5616260162601626,5.43375,2.4925,1/1->1/1
Negev | Bratatat (Minimal Wear),ok,,best_deal,2026-04-18T08:32:27.770580+00:00,3.32,,9,False,8,-0.4197214076246334,-0.2801098543034026,4.61375,3.2475,1/1->1/1
Negev | Bratatat (Well-Worn),ok,,best_deal,2026-04-18T08:32:42.097528+00:00,2.29,,2,False,2,-41.304122542461286,-41.304122542461286,89.245,2.1,1/1->1/1
Negev | Bulkhead (Battle-Scarred),ok,,best_deal,2026-04-18T08:32:59.367483+00:00,0.03,,3,False,3,-1115.888888888889,-15.333333333333332,33.50666666666667,0.03,1/1->1/1
Negev | Bulkhead (Factory New),ok,,best_deal,2026-04-18T08:33:04.813858+00:00,0.29,,50,True,8,-0.3060344827586208,-0.1206896551724139,0.37875,0.29,1/1
Negev | Bulkhead (Field-Tested),ok,,best_deal,2026-04-18T08:33:09.507004+00:00,0.03,,50,True,8,0.0,0.0,0.03,0.03,1/1
Negev | Bulkhead (Minimal Wear),ok,,best_deal,2026-04-18T08:33:12.485640+00:00,0.05,,50,True,8,-0.275,-0.3,0.06375,0.05,1/1
Negev | Bulkhead (Well-Worn),ok,,best_deal,2026-04-18T08:33:25.031315+00:00,0.03,,12,False,8,-0.875,-0.1666666666666667,0.05625,0.03,1/1->1/1
Negev | CaliCamo (Battle-Scarred),ok,,best_deal,2026-04-18T08:33:30.332608+00:00,,,0,False,0,,,,,1/1
Negev | CaliCamo (Factory New),ok,,best_deal,2026-04-18T08:33:45.448707+00:00,27.96,,10,False,8,-0.8053569540602167,-0.4567074246348959,62.3175,35.8425,1/1->1/1
Negev | CaliCamo (Field-Tested),ok,,best_deal,2026-04-18T08:33:59.512513+00:00,26.09,,7,False,7,-0.6702912206588039,0.0031645569620254,42.06,25.23857142857143,1/1->1/1
Negev | CaliCamo (Minimal Wear),ok,,best_deal,2026-04-18T08:34:12.171310+00:00,26.12,,6,False,6,-1.0939405279096648,-0.8690895319414251,52.545,25.08666666666667,1/1->1/1
Negev | CaliCamo (Well-Worn),ok,,best_deal,2026-04-18T08:34:28.010509+00:00,25.62,,1,False,1,-233.6476426799008,-233.6476426799008,5673.78,24.18,1/1->1/1
Negev | Dazzle (Battle-Scarred),ok,,best_deal,2026-04-18T08:34:41.129370+00:00,0.17,,7,False,7,-4.361344537815126,-0.3529411764705881,0.9114285714285714,0.17,1/1->1/1
Negev | Dazzle (Field-Tested),ok,,best_deal,2026-04-18T08:34:53.616506+00:00,0.26,,34,False,8,-0.1153846153846152,-0.1153846153846152,0.29,0.26,1/1->1/1
