item,listing_id,asset_id,ask,ask_seller_net,float_value,paint_seed,base_eur,predicted_eur,avg_discount,pred_smooth_eur,pred_segmented_eur,pred_hybrid_eur,pred_smooth_eur_disc,pred_segmented_eur_disc,pred_hybrid_eur_disc,spread_smooth,spread_segmented,spread_hybrid,spread_smooth_disc,spread_segmented_disc,spread_hybrid_disc,opportunity_pass,opportunity_fail_count,opportunity_fail_reasons,continuity_ratio,n_fit_clean,n_fit_raw,fit_outlier_n,fit_splits_n,steam_turnover_proxy,scm_total_listings,steam_sales_7d_n,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_daily_downside_14d_pct,asset_properties_json,converted_price,converted_fee,converted_currencyid,base_usd,predicted_usd,quantity,fx_usd_to_eur,fx_source,base_collected_at_utc,status,error,status_risk,error_risk,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc,rel_smooth,rel_segmented,rel_hybrid
MP7 | Abyssal Apparition (Battle-Scarred),502856892586381996,51127290716,6.82,5.94,0.99708902835846,340,4.95726,4.777773,0.0033066201202217,7.002562781002362,6.962418431605935,6.974461736424864,6.979407966017584,6.9393963587345855,6.9513998409194855,-0.026768736217354983,-0.02088246797740978,-0.022648348449393563,-0.023373602055364318,-0.017506797468414215,-0.0192668388444992,True,0,-,1.8068872340862805,72,74,2,1,15.22,237,761,1.9701126612573796,0.9803206997084548,0.0249821556031405,,594,88,2003,5.8,5.59,295,0.8547,Frankfurter 2026-05-04 (ECB),2026-05-05T11:24:52.217641+00:00,ok,,ok,,best_deal,2026-04-18T05:21:32.467828+00:00,6.47,,50,True,8,-0.0021452120926672,7.645,7.67375,1/1,6.8524,6.86,6.725,6.828,6.946,7.005,5.763,7.084,1.722024400210137,4.0861595937189925,0.0078065105051506,0.0223292469352014,0.002145922746781,0.0014338194660526,-0.0192374610440069,0.1103497501784439,7,3,2026-05-05T07:25:55.524088+00:00,0.41258735289300186,0.40448926052011314,0.40691868823197974
