item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
Desert Eagle | Calligraffiti (Factory New),15.26,,279,130,16.13,20.685,64.16,19.086,2.5777,0.1351,15.26,24.08,1.2507,0.1689,0.1351
XM1014 | Entombed (Factory New),8.76,,776,161,8.49,36.61,10204.09,12.0669,2.9718,0.2463,8.45,15.94,1.3775,0.3392,0.2463
PP-Bizon | High Roller (Minimal Wear),11.41,,222,28,11.31,14.105,35.85,11.5339,0.8419,0.073,10.97,14.06,1.0109,0.0738,0.073
AWP | Green Energy (Battle-Scarred),11.17,,121,61,11.0,15.55,500.0,12.3972,1.4767,0.1191,11.19,16.02,1.1099,0.1322,0.1191
AK-47 | Blue Laminate (Field-Tested),17.17,,1662,400,16.77,50.0,9999.0,17.7891,2.2865,0.1285,17.12,49.61,1.0361,0.1332,0.1285
SSG 08 | Rapid Transit (Factory New),12.63,,360,107,12.67,24.0,1033.92,16.1496,5.5148,0.3415,12.67,58.89,1.2787,0.4366,0.3415
MP9 | Food Chain (Field-Tested),4.14,,737,253,4.2,4.73,40.0,4.5253,0.4792,0.1059,4.2,6.3,1.0931,0.1158,0.1059
SG 553 | Integrale (Battle-Scarred),4.25,,310,62,4.15,6.0,188.78,4.9724,1.0074,0.2026,4.25,7.53,1.17,0.237,0.2026
M4A1-S | Flashback (Field-Tested),3.97,,782,214,3.96,5.99,80.0,3.9707,0.1074,0.027,3.9,4.61,1.0002,0.027,0.027
MP7 | Abyssal Apparition (Battle-Scarred),6.6,,248,74,6.46,7.685,90.64,7.0815,1.1913,0.1682,6.35,10.19,1.073,0.1805,0.1682
USP-S | The Traitor (Well-Worn),36.41,,234,89,36.21,40.62,487.32,36.5046,0.273,0.0075,36.06,37.82,1.0026,0.0075,0.0075
Glock-18 | Neo-Noir (Field-Tested),39.58,,440,128,38.12,49.790000000000006,88.0,41.658,2.9862,0.0717,39.23,50.26,1.0525,0.0754,0.0717
MP7 | Fade (Field-Tested),9.09,,368,175,9.63,13.0,98.86,10.8282,1.1666,0.1077,9.44,14.04,1.1912,0.1283,0.1077
MAG-7 | Justice (Field-Tested),5.88,,338,55,5.78,7.25,31.76,6.328,0.7381,0.1166,5.79,8.24,1.0762,0.1255,0.1166
SG 553 | Dragon Tech (Factory New),2.92,,741,158,2.86,7.45,239.99,3.7385,0.8915,0.2385,2.83,5.12,1.2803,0.3053,0.2385
M4A1-S | Nightmare (Battle-Scarred),8.52,,162,85,8.37,10.39,67.74,9.4779,3.9947,0.4215,8.35,34.33,1.1124,0.4689,0.4215
Galil AR | Chromatic Aberration (Minimal Wear),7.93,,504,116,8.1,10.31,80.68,8.3999,0.5478,0.0652,8.06,10.88,1.0593,0.0691,0.0652
SG 553 | Berry Gel Coat (Factory New),7.61,,185,102,7.94,12.75,155.64,10.3217,2.163,0.2096,8.14,13.79,1.3563,0.2842,0.2096
AK-47 | Blue Laminate (Minimal Wear),17.41,,1812,400,17.36,60.0,10000.0,18.031,2.9031,0.161,16.97,62.57,1.0357,0.1667,0.161
M4A1-S | Basilisk (Factory New),67.44,,237,85,66.27,95.99,646.75,70.5618,8.2119,0.1164,65.78,96.79,1.0463,0.1218,0.1164
AK-47 | Point Disarray (Minimal Wear),24.31,,1363,227,22.75,34.45,438.0,24.5118,0.8869,0.0362,23.77,30.29,1.0083,0.0365,0.0362
AK-47 | The Empress (Well-Worn),96.23,,208,75,96.46,109.24,643.85,96.3243,0.9903,0.0103,95.32,101.73,1.001,0.0103,0.0103
Desert Eagle | Code Red (Field-Tested),44.21,,523,134,43.78,53.010000000000005,296.27,45.9578,2.6684,0.0581,43.63,54.66,1.0395,0.0604,0.0581
Tec-9 | Fuel Injector (Well-Worn),11.44,,157,48,11.15,12.97,125.0,11.3583,0.0642,0.0056,11.24,11.54,0.9929,0.0056,0.0056
AUG | Random Access (Factory New),14.93,,218,97,15.4,25.0,399.0,19.3207,4.6504,0.2407,15.62,28.44,1.2941,0.3115,0.2407
Glock-18 | Bullet Queen (Field-Tested),58.87,,365,90,56.98,62.995000000000005,176.79,61.0603,3.351,0.0549,58.62,72.74,1.0372,0.0569,0.0549
M249 | Emerald Poison Dart (Factory New),5.39,,148,29,5.41,15.95,49.99,6.6197,1.4611,0.2207,5.13,8.69,1.2281,0.2711,0.2207
MAC-10 | Stalker (Field-Tested),39.84,,203,71,39.9,44.8,124.52,42.2115,2.746,0.0651,39.74,49.85,1.0595,0.0689,0.0651
Nova | Antique (Factory New),15.46,,178,36,15.06,18.75,62.45,16.8928,3.3402,0.1977,14.92,26.2,1.0927,0.2161,0.1977
AWP | PAW (Factory New),9.3,,2080,378,8.87,22.0,9999.0,10.0442,3.0135,0.3,9.34,63.83,1.08,0.324,0.3
Dual Berettas | Royal Consorts (Minimal Wear),6.16,,312,52,6.07,8.66,100.0,6.4285,0.4028,0.0627,6.2,8.08,1.0436,0.0654,0.0627
Glock-18 | Water Elemental (Minimal Wear),20.19,,1225,377,19.94,28.0,1390.84,20.5858,1.7798,0.0865,19.77,45.89,1.0196,0.0882,0.0865
AWP | Hyper Beast (Well-Worn),34.65,,120,65,34.14,49.88,596.1,34.1169,0.123,0.0036,33.84,34.36,0.9846,0.0035,0.0036
MP9 | Food Chain (Well-Worn),3.63,,211,66,3.54,3.91,30.0,3.5529,0.029,0.0082,3.52,3.71,0.9788,0.008,0.0082
UMP-45 | Exposure (Factory New),5.27,,270,57,4.83,14.93,150.0,6.4695,1.4994,0.2318,5.11,8.83,1.2276,0.2845,0.2318
USP-S | Jawbreaker (Factory New),33.23,,403,148,32.82,48.905,22222.0,37.8826,6.7737,0.1788,32.61,54.6,1.14,0.2038,0.1788
M4A1-S | Flashback (Battle-Scarred),3.6,,329,86,3.33,5.425,10430.67,3.6686,0.3587,0.0978,3.47,5.07,1.0191,0.0996,0.0978
M4A1-S | Atomic Alloy (Field-Tested),32.97,,409,164,32.77,60.645,945.7,33.5431,3.4032,0.1015,32.23,62.6,1.0174,0.1032,0.1015
AK-47 | The Empress (Battle-Scarred),96.23,,172,61,92.56,110.15,1045.19,98.613,6.5646,0.0666,96.01,129.68,1.0248,0.0682,0.0666
Desert Eagle | Mecha Industries (Well-Worn),6.54,,109,37,6.2,6.82,104.58,6.4549,0.2305,0.0357,6.36,7.63,0.987,0.0352,0.0357
AWP | Black Nile (Field-Tested),3.23,,723,165,3.46,5.7,1000.0,3.5467,0.2509,0.0707,3.39,4.76,1.098,0.0777,0.0707
AUG | Stymphalian (Factory New),20.62,,241,78,20.03,35.4,238.0,25.5901,5.6375,0.2203,20.71,37.8,1.241,0.2734,0.2203
Galil AR | Chromatic Aberration (Well-Worn),3.66,,192,78,3.61,4.35,719.8,3.6055,0.0147,0.0041,3.58,3.69,0.9851,0.004,0.0041
SG 553 | Phantom (Factory New),4.91,,293,65,5.12,13.6,444.0,6.1651,1.5278,0.2478,4.72,8.61,1.2556,0.3112,0.2478
Desert Eagle | Printstream (Minimal Wear),45.98,,3193,317,47.88,63.46,10204.09,48.5124,4.0408,0.0833,45.3,75.38,1.0551,0.0879,0.0833
Dual Berettas | Melondrama (Battle-Scarred),6.69,,337,63,6.59,7.65,32.66,7.5029,1.5376,0.2049,6.49,12.13,1.1215,0.2298,0.2049
MP9 | Urban Sovereign (Factory New),7.72,,208,74,7.72,17.0,200.0,7.7228,0.0173,0.0022,7.72,7.84,1.0004,0.0022,0.0022
USP-S | Printstream (Battle-Scarred),34.44,,257,116,34.75,40.34,520.0,34.8744,1.2778,0.0366,34.07,44.8,1.0126,0.0371,0.0366
Glock-18 | Grinder (Minimal Wear),3.44,,624,233,3.41,10.0,462.33,3.5964,0.1823,0.0507,3.45,5.47,1.0455,0.053,0.0507
UMP-45 | Wild Child (Minimal Wear),6.68,,570,132,6.66,9.25,67.75,8.1068,1.7115,0.2111,6.62,10.89,1.2136,0.2562,0.2111
Negev | Lionfish (Factory New),3.05,,330,51,3.04,4.89,50.0,3.7298,0.9771,0.262,2.97,5.65,1.2229,0.3203,0.262
Galil AR | Eco (Well-Worn),12.58,,144,38,12.46,14.54,32.0,12.5495,0.2805,0.0224,12.38,13.89,0.9976,0.0223,0.0224
AWP | Redline (Field-Tested),39.61,,1909,400,38.61,100.335,14000.0,41.5479,6.6273,0.1595,38.61,149.32,1.0489,0.1673,0.1595
MAG-7 | Monster Call (Factory New),6.32,,520,129,6.44,12.45,42.0,7.8501,1.3918,0.1773,6.41,11.0,1.2421,0.2202,0.1773
Desert Eagle | Kumicho Dragon (Field-Tested),20.2,,467,165,20.38,27.89,545.62,20.7144,0.6663,0.0322,20.08,23.13,1.0255,0.033,0.0322
USP-S | Neo-Noir (Field-Tested),97.11,,404,145,97.51,110.19,470.6,99.0411,3.0691,0.031,96.24,110.53,1.0199,0.0316,0.031
Sawed-Off | Kiss♥Love (Minimal Wear),6.82,,590,153,6.73,11.31,225.0,8.071,1.4352,0.1778,6.69,10.3,1.1834,0.2104,0.1778
AWP | POP AWP (Minimal Wear),12.56,,665,136,11.78,21.355,326.55,13.0171,0.4857,0.0373,12.6,14.93,1.0364,0.0387,0.0373
USP-S | Royal Blue (Field-Tested),10.53,,313,140,10.36,19.79,162.6,10.5704,0.1506,0.0142,10.35,11.13,1.0038,0.0143,0.0142
AWP | Atheris (Field-Tested),4.92,,1715,400,4.9,7.455,199.49,5.1582,0.5676,0.11,4.87,9.97,1.0484,0.1154,0.11
AWP | Mortis (Battle-Scarred),4.07,,203,85,4.06,6.76,1000.0,4.2359,0.394,0.093,4.01,6.15,1.0408,0.0968,0.093
M4A4 | Spider Lily (Field-Tested),8.53,,860,163,8.81,12.5,10000.0,9.1282,0.6523,0.0715,8.58,11.72,1.0701,0.0765,0.0715
UMP-45 | K.O. Factory (Battle-Scarred),4.4,,206,69,4.3,5.36,55555.55,4.5567,0.5784,0.1269,4.28,6.53,1.0356,0.1315,0.1269
AWP | Exoskeleton (Field-Tested),5.62,,586,120,5.66,10.115,315.0,5.8479,0.5256,0.0899,5.66,10.85,1.0406,0.0935,0.0899
P250 | Muertos (Minimal Wear),12.75,,431,205,12.86,16.12,429.99,13.3141,0.6051,0.0454,12.81,15.4,1.0442,0.0475,0.0454
USP-S | Printstream (Well-Worn),38.8,,75,20,37.52,41.415,98.01,37.889,0.3067,0.0081,37.49,38.62,0.9765,0.0079,0.0081
AWP | Corticera (Minimal Wear),33.84,,663,227,33.0,63.36,4900.0,34.6014,1.8467,0.0534,33.49,45.73,1.0225,0.0546,0.0534
SSG 08 | Parallax (Minimal Wear),16.32,,99,21,15.88,23.5,39.49,16.0314,0.1982,0.0124,15.81,16.72,0.9823,0.0121,0.0124
M4A1-S | Solitude (Minimal Wear),5.25,,14075,400,5.34,18.83,820.76,5.851,2.8047,0.4794,5.31,60.18,1.1145,0.5342,0.4794
Five-SeveN | Case Hardened (Field-Tested),16.66,,950,400,16.59,68.045,3456.05,16.6996,0.3818,0.0229,16.66,23.67,1.0024,0.0229,0.0229
MP9 | Hydra (Field-Tested),6.15,,389,216,6.35,8.98,175.8,6.9597,0.8979,0.129,6.26,11.27,1.1317,0.146,0.129
AK-47 | The Outsiders (Battle-Scarred),8.56,,175,69,8.42,9.8,142.35,8.7555,0.5157,0.0589,8.47,10.81,1.0228,0.0603,0.0589
FAMAS | Mecha Industries (Field-Tested),35.17,,484,121,36.08,48.99,110.36,35.0771,0.7124,0.0203,33.67,37.44,0.9974,0.0203,0.0203
M4A4 | Desolate Space (Battle-Scarred),12.98,,116,53,12.91,17.0,420.0,13.8162,1.7688,0.128,12.62,18.65,1.0644,0.1363,0.128
Glock-18 | Nuclear Garden (Factory New),30.63,,626,209,30.35,46.94,11982.4,35.059,6.5221,0.186,31.01,72.21,1.1446,0.2129,0.186
FAMAS | Mecha Industries (Factory New),84.33,,467,77,85.69,112.0,600.0,96.291,18.9581,0.1969,81.56,134.9,1.1418,0.2248,0.1969
MP7 | Amberline (Factory New),8.54,,475,226,8.35,35.0,3315.97,8.509,0.0202,0.0024,8.5,8.66,0.9964,0.0024,0.0024
Galil AR | Rainbow Spoon (Minimal Wear),40.77,,813,400,42.97,87.405,8000.0,42.7336,3.3229,0.0778,39.89,73.63,1.0482,0.0815,0.0778
AWP | Fever Dream (Minimal Wear),16.02,,765,176,15.71,23.085,499.99,16.0649,0.4241,0.0264,15.69,17.78,1.0028,0.0265,0.0264
R8 Revolver | Crazy 8 (Factory New),8.53,,319,112,8.27,12.195,49.99,10.3373,1.4899,0.1441,8.12,13.94,1.2119,0.1747,0.1441
SSG 08 | Dark Water (Field-Tested),3.47,,88,34,3.48,3.675,772.93,3.4726,0.0774,0.0223,3.41,3.7,1.0008,0.0223,0.0223
M4A1-S | Blood Tiger (Minimal Wear),5.27,,485,226,5.65,34.5,25685.81,5.4045,0.4061,0.0751,5.17,10.49,1.0255,0.0771,0.0751
P90 | Chopper (Factory New),8.56,,169,58,7.67,14.010000000000002,263.22,10.3933,2.223,0.2139,8.11,14.25,1.2142,0.2597,0.2139
M4A4 | Hellish (Well-Worn),22.12,,148,49,23.21,35.74,251.06,23.1145,0.4197,0.0182,22.68,24.17,1.045,0.019,0.0182
Glock-18 | Water Elemental (Battle-Scarred),19.75,,72,37,19.92,23.57,1600.0,35.5543,98.5052,2.7706,18.8,618.52,1.8002,4.9876,2.7706
MP9 | Hydra (Well-Worn),5.31,,78,22,5.25,6.72,19.0,5.2768,0.16,0.0303,5.18,5.97,0.9938,0.0301,0.0303
AWP | Worm God (Factory New),6.73,,1540,382,6.59,11.0,999.0,7.0646,0.8503,0.1204,6.68,11.81,1.0497,0.1263,0.1204
Dual Berettas | Royal Consorts (Well-Worn),3.83,,124,28,3.66,4.525,13.51,3.72,0.0257,0.0069,3.68,3.82,0.9713,0.0067,0.0069
AWP | Wildfire (Battle-Scarred),44.46,,119,57,44.79,53.57,287.8,44.1637,1.9063,0.0432,42.59,53.29,0.9933,0.0429,0.0432
MP7 | Just Smile (Factory New),7.74,,396,98,8.47,12.87,650.0,10.8139,2.3363,0.216,7.8,15.22,1.3971,0.3019,0.216
AK-47 | Steel Delta (Minimal Wear),4.47,,355,67,4.68,8.19,50.0,4.6234,0.2037,0.0441,4.45,5.31,1.0343,0.0456,0.0441
AK-47 | Frontside Misty (Battle-Scarred),17.24,,153,71,17.16,22.0,80.0,16.9732,0.4702,0.0277,16.62,20.03,0.9845,0.0273,0.0277
MAC-10 | Disco Tech (Minimal Wear),8.39,,661,102,8.49,13.675,267.98,8.9987,0.9409,0.1046,8.3,13.19,1.0726,0.1121,0.1046
Desert Eagle | Midnight Storm (Minimal Wear),33.67,,277,107,33.0,52.25,400.0,34.3267,2.8426,0.0828,32.92,60.3,1.0195,0.0844,0.0828
M4A4 | Tooth Fairy (Battle-Scarred),3.95,,173,73,3.81,4.4,114.75,3.9347,0.2161,0.0549,3.83,4.9,0.9961,0.0547,0.0549
AWP | Sun in Leo (Field-Tested),22.53,,450,167,22.72,35.89,233.0,22.6899,2.1277,0.0938,21.81,48.22,1.0071,0.0944,0.0938
AWP | The End (Minimal Wear),35.59,,171,36,40.16,50.285,319.57,39.4233,19.624,0.4978,35.59,153.88,1.1077,0.5514,0.4978
G3SG1 | Flux (Field-Tested),6.96,,154,59,6.73,11.45,199.49,7.842,0.9418,0.1201,6.8,9.22,1.1267,0.1353,0.1201
Galil AR | Black Sand (Factory New),21.78,,142,64,21.0,24.18,75.0,25.7523,4.0886,0.1588,21.62,33.85,1.1824,0.1877,0.1588
AK-47 | Emerald Pinstripe (Factory New),26.98,,457,195,27.15,39.39,9475.0,32.0039,6.1918,0.1935,27.52,46.95,1.1862,0.2295,0.1935
Galil AR | Akoben (Factory New),8.77,,137,65,7.99,11.19,130.19,10.6006,2.0131,0.1899,8.66,14.29,1.2087,0.2295,0.1899
