item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
Desert Eagle | Mecha Industries (Field-Tested),5.76,,1708,381,5.82,8.37,200.0,6.0052,0.2714,0.0452,5.78,7.89,1.0426,0.0471,0.0452
MP9 | Setting Sun (Minimal Wear),35.48,,86,32,36.0,45.365,120.0,36.8572,1.8766,0.0509,35.0,40.7,1.0388,0.0529,0.0509
AK-47 | The Oligarch (Field-Tested),80.06,,836,214,80.5,104.305,282.18,85.5716,8.0384,0.0939,78.73,105.85,1.0688,0.1004,0.0939
SSG 08 | Big Iron (Factory New),59.16,,113,45,58.5,88.75,1500.0,67.4133,11.0715,0.1642,57.9,92.38,1.1395,0.1871,0.1642
M4A1-S | Decimator (Factory New),72.61,,587,174,69.99,115.0,2913.68,78.832,11.2245,0.1424,70.95,131.77,1.0857,0.1546,0.1424
P90 | Elite Build (Factory New),7.54,,161,57,7.29,11.0,200.0,9.3782,1.5361,0.1638,7.61,12.55,1.2438,0.2037,0.1638
AK-47 | Searing Rage (Factory New),41.01,,804,145,40.4,71.69,586.26,44.9889,8.242,0.1832,39.87,99.29,1.097,0.201,0.1832
P2000 | Wicked Sick (Factory New),24.83,,312,109,26.2,46.52,1999.99,32.7086,7.3671,0.2252,24.74,46.5,1.3173,0.2967,0.2252
Tec-9 | Toxic (Minimal Wear),31.84,,86,35,31.7,41.61,880.0,32.2131,0.8553,0.0266,31.4,34.88,1.0117,0.0269,0.0266
AWP | Fever Dream (Field-Tested),13.25,,566,188,14.06,20.91,400.0,13.3046,0.2432,0.0183,12.97,14.52,1.0041,0.0184,0.0183
USP-S | Jawbreaker (Field-Tested),4.13,,1480,400,4.16,5.1850000000000005,51.03,4.4624,0.5438,0.1219,4.15,8.14,1.0805,0.1317,0.1219
MP7 | Olive Plaid (Factory New),10.72,,37,23,10.56,11.53,69.0,12.1222,2.3853,0.1968,10.86,18.44,1.1308,0.2225,0.1968
MP7 | Armor Core (Factory New),3.79,,156,65,3.55,4.68,22.0,4.0471,0.744,0.1838,3.63,6.07,1.0678,0.1963,0.1838
P250 | Crimson Kimono (Factory New),46.33,,203,106,45.48,80.0,505.0,49.1595,6.1444,0.125,45.34,71.27,1.0611,0.1326,0.125
MP9 | Capillary (Factory New),3.81,,161,64,3.67,5.73,78.82,4.4289,0.9144,0.2065,3.63,6.21,1.1624,0.24,0.2065
Five-SeveN | Copper Galaxy (Factory New),39.58,,335,154,38.75,57.7,1615.0,42.6303,5.1258,0.1202,39.2,61.85,1.0771,0.1295,0.1202
Galil AR | Signal (Factory New),5.29,,711,197,5.18,8.0,229.99,6.031,1.2095,0.2005,5.29,8.99,1.1401,0.2286,0.2005
SSG 08 | Threat Detected (Factory New),47.02,,160,62,45.9,58.875,499.0,54.5402,9.1396,0.1676,45.11,72.15,1.1599,0.1944,0.1676
Glock-18 | Water Elemental (Factory New),38.98,,711,225,39.0,58.55,1449.69,40.1508,4.6153,0.1149,37.65,59.83,1.03,0.1184,0.1149
R8 Revolver | Grip (Factory New),2.64,,135,37,2.8,5.75,55.0,3.3503,0.6215,0.1855,2.66,4.42,1.269,0.2354,0.1855
PP-Bizon | Lumen (Factory New),8.26,,93,39,8.76,14.5,213.73,10.7805,1.9085,0.177,7.97,13.22,1.3051,0.231,0.177
M4A1-S | Golden Coil (Battle-Scarred),52.55,,114,67,52.6,59.26,899.0,53.0669,1.5414,0.029,49.93,60.9,1.0098,0.0293,0.029
MAC-10 | Cat Fight (Factory New),4.32,,555,170,4.55,9.035,898.0,5.0445,0.9462,0.1876,4.25,7.52,1.1677,0.219,0.1876
SG 553 | Barricade (Minimal Wear),11.57,,74,21,10.9,11.29,20.0,11.4433,0.3833,0.0335,11.17,12.56,0.9891,0.0331,0.0335
Glock-18 | Sacrifice (Factory New),20.26,,148,60,21.68,37.575,5157.3,24.0138,2.6932,0.1122,19.86,30.04,1.1853,0.1329,0.1122
FAMAS | Valence (Factory New),39.66,,187,65,38.15,59.66,176.74,41.9642,4.7268,0.1126,37.85,55.19,1.0581,0.1192,0.1126
P250 | Contamination (Factory New),18.47,,41,30,21.68,30.58,500.0,24.886,4.1009,0.1648,18.61,30.85,1.3474,0.222,0.1648
USP-S | Blueprint (Field-Tested),8.02,,548,156,8.32,14.835,155.36,8.6085,0.6341,0.0737,8.19,10.87,1.0734,0.0791,0.0737
AWP | Green Energy (Factory New),87.31,,525,140,85.57,143.74,2750.0,106.5141,21.2341,0.1994,86.11,226.2,1.22,0.2432,0.1994
AK-47 | Ice Coaled (Minimal Wear),8.49,,4586,400,8.0,12.46,814.0,8.6675,0.6207,0.0716,8.21,13.93,1.0209,0.0731,0.0716
FAMAS | Rapid Eye Movement (Factory New),27.9,,360,141,28.19,48.22,10000.0,35.4348,6.6065,0.1864,27.89,50.33,1.2701,0.2368,0.1864
FAMAS | ZX Spectron (Factory New),40.2,,183,80,38.05,60.81,700.0,42.4164,4.3279,0.102,39.51,57.0,1.0551,0.1077,0.102
UMP-45 | Scaffold (Factory New),13.33,,150,81,13.57,24.0,1000.19,14.3965,2.1589,0.15,12.98,20.58,1.08,0.162,0.15
M4A1-S | Control Panel (Minimal Wear),38.97,,396,112,37.49,58.43,233.7,40.0328,2.7349,0.0683,38.2,59.79,1.0273,0.0702,0.0683
AWP | Mortis (Factory New),21.83,,493,141,22.0,41.14,1699.0,25.4591,5.3395,0.2097,21.86,38.71,1.1662,0.2446,0.2097
UMP-45 | Primal Saber (Factory New),29.09,,169,67,29.71,58.41,550.0,34.9054,7.428,0.2128,28.64,48.81,1.1999,0.2553,0.2128
P250 | Whiteout (Minimal Wear),86.81,,340,203,85.72,128.53,100000.0,92.7602,10.3306,0.1114,84.84,134.6,1.0685,0.119,0.1114
Sawed-Off | Kiss♥Love (Field-Tested),3.61,,1078,227,3.78,5.0,18595.42,3.9099,0.6044,0.1546,3.44,5.32,1.0831,0.1674,0.1546
M4A1-S | Glitched Paint (Factory New),13.6,,1078,201,13.41,29.71,500.0,16.5442,3.8243,0.2312,13.96,30.23,1.2165,0.2812,0.2312
FAMAS | Waters of Nephthys (Field-Tested),66.23,,193,80,72.0,114.195,4500.0,78.1531,10.0629,0.1288,67.68,100.59,1.18,0.1519,0.1288
P250 | Black & Tan (Factory New),32.08,,82,30,30.72,41.845,117.62,32.9433,3.5312,0.1072,31.02,42.94,1.0269,0.1101,0.1072
Galil AR | Stone Cold (Factory New),40.14,,279,105,36.33,56.47,584.07,44.5306,6.8455,0.1537,38.94,62.47,1.1094,0.1705,0.1537
Glock-18 | Green Line (Factory New),18.7,,555,400,20.19,32.91,184.95,22.653,3.8915,0.1718,19.04,33.16,1.2114,0.2081,0.1718
Desert Eagle | Mint Fan (Factory New),2.97,,756,185,3.16,6.95,400.0,3.9194,1.0297,0.2627,3.26,11.22,1.3197,0.3467,0.2627
Dual Berettas | Cobra Strike (Minimal Wear),78.72,,55,14,82.05,92.645,185.67,80.1021,3.8474,0.048,76.97,88.11,1.0176,0.0489,0.048
MAC-10 | Surfwood (Field-Tested),5.8,,136,19,5.44,6.08,10.0,5.7168,0.1365,0.0239,5.6,6.01,0.9857,0.0235,0.0239
Glock-18 | Fully Tuned (Well-Worn),61.61,,192,91,59.78,66.5,117.21,61.6709,0.5109,0.0083,61.61,66.44,1.001,0.0083,0.0083
MP5-SD | Desert Strike (Factory New),3.22,,120,47,3.22,4.9,550.0,4.3111,0.9231,0.2141,3.3,5.66,1.3388,0.2867,0.2141
SG 553 | Gator Mesh (Factory New),22.53,,5,29,25.47,35.78,1000.0,26.4262,5.657,0.2141,22.42,39.59,1.1729,0.2511,0.2141
AK-47 | Midnight Laminate (Battle-Scarred),2.95,,237,65,3.17,4.85,400.0,3.4402,0.3266,0.0949,3.07,4.27,1.1662,0.1107,0.0949
AK-47 | Crane Flight (Field-Tested),26.31,,649,186,27.1,44.295,225.0,26.3732,0.4953,0.0188,26.31,31.54,1.0024,0.0188,0.0188
AUG | Lil' Pig (Field-Tested),59.68,,161,56,57.55,80.08,652.0,65.9495,7.8659,0.1193,59.04,85.99,1.1051,0.1318,0.1193
P90 | Glacier Mesh (Minimal Wear),8.56,,55,31,9.17,25.0,900.0,10.9371,1.2288,0.1123,8.4,12.9,1.2777,0.1435,0.1123
M4A4 | Griffin (Field-Tested),3.7,,325,124,3.83,7.65,529.9,3.9005,0.2683,0.0688,3.71,4.62,1.0542,0.0725,0.0688
Negev | Boroque Sand (Factory New),11.08,,31,26,14.0,24.995,250.0,17.5177,3.6031,0.2057,11.87,21.73,1.581,0.3252,0.2057
AWP | Fever Dream (Factory New),31.22,,765,189,30.1,49.52,657.95,33.1996,4.6634,0.1405,30.34,47.95,1.0634,0.1494,0.1405
Tec-9 | Blue Titanium (Factory New),18.66,,136,69,18.84,25.54,250.0,20.5803,2.6581,0.1292,18.63,31.06,1.1029,0.1424,0.1292
AWP | Crakow! (Well-Worn),24.6,,340,133,26.72,37.09,375.0,24.9582,0.7127,0.0286,24.66,31.65,1.0146,0.029,0.0286
M249 | Humidor (Minimal Wear),12.13,,48,21,12.5,12.5,19.0,11.6343,0.2322,0.02,11.45,12.51,0.9591,0.0191,0.02
AWP | Pink DDPAT (Field-Tested),39.22,,208,114,38.35,78.245,99826.84,39.7257,2.1175,0.0533,38.38,58.71,1.0129,0.054,0.0533
MP9 | Setting Sun (Field-Tested),27.2,,51,11,28.47,33.88,42.0,27.95,0.9668,0.0346,27.08,29.9,1.0276,0.0355,0.0346
MP9 | Music Box (Factory New),68.36,,56,29,65.09,113.74,3000.0,79.7186,32.1301,0.403,67.45,238.54,1.1662,0.47,0.403
Five-SeveN | Withered Vine (Field-Tested),3.86,,107,16,3.66,4.9,12.0,3.6788,0.0231,0.0063,3.66,3.73,0.953,0.006,0.0063
SSG 08 | Turbo Peek (Factory New),71.33,,235,81,73.0,115.26,1765.07,77.7106,13.7978,0.1776,69.88,112.12,1.0895,0.1934,0.1776
P250 | Mehndi (Well-Worn),16.75,,32,15,16.35,17.21,499.0,15.9927,0.0322,0.002,15.95,16.06,0.9548,0.0019,0.002
FAMAS | Commemoration (Factory New),75.3,,362,98,74.74,110.0,9999.99,81.3838,13.1756,0.1619,73.72,130.18,1.0808,0.175,0.1619
CZ75-Auto | Victoria (Minimal Wear),90.11,,79,33,85.0,121.9,2500.0,90.6215,2.3755,0.0262,88.36,97.69,1.0057,0.0264,0.0262
CZ75-Auto | Syndicate (Field-Tested),9.92,,170,54,9.85,11.58,29.26,9.9457,0.358,0.036,9.74,11.56,1.0026,0.0361,0.036
USP-S | Kill Confirmed (Battle-Scarred),57.79,,98,64,58.0,69.10499999999999,430.24,58.8648,3.7063,0.063,56.71,74.02,1.0186,0.0641,0.063
USP-S | Whiteout (Field-Tested),72.16,,607,251,71.0,116.59,1109.9,80.9845,7.8369,0.0968,70.25,99.2,1.1223,0.1086,0.0968
SSG 08 | Death's Head (Factory New),46.42,,90,34,44.38,69.995,365.0,50.1935,6.9411,0.1383,44.19,65.52,1.0813,0.1495,0.1383
P250 | Epicenter (Factory New),39.67,,122,56,40.0,68.555,577.2,49.0889,9.0747,0.1849,39.52,66.58,1.2374,0.2288,0.1849
AK-47 | Emerald Pinstripe (Battle-Scarred),2.73,,424,180,2.78,10.625,1843.0,3.4161,3.7757,1.1053,2.55,53.15,1.2513,1.3831,1.1053
P250 | Undertow (Factory New),67.85,,206,106,65.0,145.5,4499.0,65.4666,7.0787,0.1081,58.5,85.27,0.9649,0.1043,0.1081
Tec-9 | Avalanche (Factory New),22.39,,223,57,22.29,33.91,340.9,25.5098,3.4559,0.1355,22.19,34.07,1.1393,0.1544,0.1355
Glock-18 | Fully Tuned (Battle-Scarred),50.49,,133,56,50.14,63.55,1000.0,50.3163,0.2472,0.0049,50.14,51.61,0.9966,0.0049,0.0049
AWP | Electric Hive (Minimal Wear),36.31,,603,293,35.2,103.0,28136.25,36.7882,7.1785,0.1951,34.9,155.45,1.0132,0.1977,0.1951
P250 | Mehndi (Minimal Wear),21.96,,135,64,21.93,51.945,9999.0,24.5803,13.9873,0.569,21.18,132.63,1.1193,0.6369,0.569
M4A4 | Cyber Security (Minimal Wear),62.38,,237,57,57.43,90.0,420.0,63.604,3.5584,0.0559,60.38,74.14,1.0196,0.057,0.0559
PP-Bizon | Urban Dashed (Factory New),2.85,,75,37,2.82,5.0,250.0,3.8522,0.8062,0.2093,2.71,4.87,1.3516,0.2829,0.2093
CZ75-Auto | Yellow Jacket (Factory New),43.71,,72,29,47.11,56.06,649.9,49.2979,9.0634,0.1838,42.21,68.19,1.1278,0.2074,0.1838
USP-S | Stainless (Factory New),76.56,,310,125,74.9,130.0,19000.0,84.6226,54.4726,0.6437,71.04,677.23,1.1053,0.7115,0.6437
M4A4 | Bullet Rain (Field-Tested),81.84,,148,60,79.0,110.53,700.0,82.2755,1.8693,0.0227,79.99,86.78,1.0053,0.0228,0.0227
Glock-18 | Reactor (Minimal Wear),37.77,,197,87,38.11,57.7,800.0,37.9564,1.61,0.0424,36.36,44.33,1.0049,0.0426,0.0424
Desert Eagle | Ocean Drive (Battle-Scarred),70.86,,51,9,70.41,111.0,399.0,76.5111,11.424,0.1493,68.99,97.17,1.0798,0.1612,0.1493
FAMAS | Spitfire (Field-Tested),26.05,,78,39,25.57,39.99,705.0,28.8623,3.8406,0.1331,25.53,35.3,1.108,0.1474,0.1331
AK-47 | First Class (Field-Tested),91.62,,46,30,93.7,157.20499999999998,5000.0,91.79,4.6297,0.0504,89.62,115.7,1.0019,0.0505,0.0504
Five-SeveN | Orange Peel (Factory New),8.61,,152,85,8.0,14.56,812.91,9.3952,1.1766,0.1252,8.19,12.04,1.0912,0.1367,0.1252
AWP | Printstream (Minimal Wear),90.03,,1530,328,87.8,120.0,4500.0,90.3197,9.4715,0.1049,86.47,206.93,1.0032,0.1052,0.1049
P250 | Digital Architect (Factory New),88.16,,53,25,84.49,112.82,599.0,96.366,11.729,0.1217,86.7,117.89,1.0931,0.133,0.1217
P90 | Desert Warfare (Factory New),8.22,,58,38,8.32,11.815,195.24,8.8466,1.9318,0.2184,7.36,13.56,1.0762,0.235,0.2184
SSG 08 | Necropos (Factory New),12.13,,66,31,12.17,17.58,75.0,14.1197,2.1468,0.152,11.7,18.51,1.164,0.177,0.152
AWP | Pink DDPAT (Minimal Wear),95.51,,239,124,93.5,145.63,4999.0,96.228,5.2633,0.0547,92.24,121.04,1.0075,0.0551,0.0547
Tec-9 | Fuel Injector (Factory New),65.41,,193,50,61.99,98.32,423.22,70.5936,9.4689,0.1341,61.43,97.15,1.0792,0.1448,0.1341
PP-Bizon | Fuel Rod (Factory New),13.75,,163,39,14.84,22.8,110.0,15.8344,3.0269,0.1912,13.13,21.55,1.1516,0.2201,0.1912
Glock-18 | Brass (Battle-Scarred),50.89,,36,36,50.89,66.35,275.0,51.0328,2.927,0.0574,49.12,61.78,1.0028,0.0575,0.0574
P2000 | Fire Elemental (Minimal Wear),82.94,,144,47,81.18,119.9,545.0,82.9187,1.9004,0.0229,81.04,88.38,0.9997,0.0229,0.0229
CZ75-Auto | Tread Plate (Factory New),18.41,,109,48,18.58,26.39,1337.37,20.5342,3.3705,0.1641,18.09,30.29,1.1154,0.1831,0.1641
M4A4 | Radiation Hazard (Field-Tested),36.36,,249,118,34.44,129.25,9999.0,39.5642,7.2545,0.1834,35.68,95.3,1.0881,0.1995,0.1834
Desert Eagle | Naga (Factory New),56.08,,113,31,55.0,75.0,211.84,59.4968,5.859,0.0985,54.58,76.29,1.0609,0.1045,0.0985
MAG-7 | SWAG-7 (Factory New),8.79,,192,73,8.96,13.0,249.0,11.5462,2.0089,0.174,8.87,15.52,1.3136,0.2285,0.174
P2000 | Imperial Dragon (Factory New),58.54,,235,86,55.6,117.995,549.0,72.9472,15.1417,0.2076,56.3,102.89,1.2461,0.2587,0.2076
M4A4 | Poly Mag (Factory New),3.59,,562,171,3.89,6.15,700.0,4.5408,0.8228,0.1812,3.67,5.97,1.2648,0.2292,0.1812
Galil AR | Sugar Rush (Field-Tested),59.18,,64,16,57.57,73.275,474.03,58.6556,0.9346,0.0159,57.27,60.28,0.9911,0.0158,0.0159
SG 553 | Desert Blossom (Factory New),21.56,,72,24,22.27,34.75,105.88,23.8383,4.1424,0.1738,21.03,33.54,1.1057,0.1921,0.1738
MAC-10 | Propaganda (Field-Tested),41.99,,215,65,39.37,59.34,142.0,41.8125,0.9234,0.0221,41.11,44.06,0.9958,0.022,0.0221
AUG | Syd Mead (Factory New),35.91,,153,51,35.9,63.95,124.99,43.64,7.4822,0.1715,35.07,56.47,1.2153,0.2084,0.1715
USP-S | Purple DDPAT (Minimal Wear),24.1,,133,43,23.47,35.0,150.0,23.9586,0.4126,0.0172,23.43,24.94,0.9941,0.0171,0.0172
R8 Revolver | Memento (Factory New),10.68,,48,15,12.61,18.0,467.75,13.394,2.517,0.1879,10.28,17.4,1.2541,0.2357,0.1879
Tec-9 | Remote Control (Factory New),60.49,,181,75,57.43,84.99,2250.0,70.5737,12.5227,0.1774,59.66,99.83,1.1667,0.207,0.1774
Glock-18 | Trace Lock (Factory New),9.72,,356,151,12.0,21.52,949.99,9.6115,0.215,0.0224,9.2,9.97,0.9888,0.0221,0.0224
P90 | Deathgaze (Field-Tested),6.4,,303,97,6.65,10.5,58.83,6.4392,0.0773,0.012,6.4,6.59,1.0061,0.0121,0.012
MP7 | Nemesis (Field-Tested),7.46,,65,31,7.45,9.8,39.99,7.7077,0.5077,0.0659,7.09,8.59,1.0332,0.0681,0.0659
P250 | Cartel (Factory New),55.87,,88,35,65.82,86.0,184.82,64.0871,10.1593,0.1585,54.61,83.83,1.1471,0.1818,0.1585
M4A1-S | Leaded Glass (Factory New),47.97,,475,148,47.0,80.025,1599.99,52.5251,8.1783,0.1557,47.11,72.45,1.095,0.1705,0.1557
MP9 | Hydra (Factory New),59.72,,92,67,59.0,108.0,850.0,67.1309,10.4718,0.156,56.54,94.31,1.1241,0.1753,0.156
P2000 | Fire Elemental (Battle-Scarred),84.61,,27,13,80.0,90.0,500.0,82.3685,4.5542,0.0553,80.21,97.24,0.9735,0.0538,0.0553
P2000 | Panther Camo (Minimal Wear),7.9,,70,16,7.42,8.135,10.53,7.9112,0.2886,0.0365,7.58,8.5,1.0014,0.0365,0.0365
CZ75-Auto | Distressed (Factory New),4.3,,101,50,4.57,6.325,89.0,5.6066,1.0693,0.1907,4.35,7.44,1.3039,0.2487,0.1907
AK-47 | Searing Rage (Minimal Wear),8.55,,1094,355,7.8,11.16,146.79,9.1317,1.3619,0.1491,7.85,15.04,1.068,0.1593,0.1491
M4A4 | Desert Storm (Minimal Wear),22.61,,101,37,23.89,36.67,1500.0,23.3759,2.079,0.0889,21.96,29.69,1.0339,0.092,0.0889
AWP | Crakow! (Minimal Wear),73.43,,733,224,75.06,137.64,999.99,75.3093,4.2497,0.0564,72.18,106.78,1.0256,0.0579,0.0564
CZ75-Auto | Emerald (Factory New),56.76,,402,161,54.32,95.0,649.0,58.402,4.4364,0.076,52.64,79.01,1.0289,0.0782,0.076
M4A1-S | Party Animal (Factory New),81.62,,229,105,81.41,115.0,1180.0,82.102,3.9576,0.0482,75.69,113.03,1.0059,0.0485,0.0482
FAMAS | Djinn (Battle-Scarred),11.97,,54,13,11.94,20.0,80.0,13.6046,2.8042,0.2061,11.67,18.17,1.1366,0.2343,0.2061
MP9 | Latte Rush (Field-Tested),32.7,,293,132,34.9,59.575,242.91,39.983,6.7669,0.1692,33.36,54.99,1.2227,0.2069,0.1692
R8 Revolver | Nitro (Factory New),7.44,,106,40,7.72,10.325,125.0,8.2328,0.9451,0.1148,7.17,10.08,1.1066,0.127,0.1148
M4A4 | Royal Paladin (Minimal Wear),87.07,,307,62,95.84,129.775,490.05,88.9556,3.6521,0.0411,85.36,100.75,1.0217,0.0419,0.0411
UMP-45 | Continuum (Factory New),4.23,,392,112,4.45,9.435,123.0,5.0449,1.0222,0.2026,4.22,7.06,1.1927,0.2417,0.2026
MP7 | Whiteout (Field-Tested),39.95,,142,83,40.13,69.0,2000.0,50.6475,45.6307,0.9009,40.1,458.39,1.2678,1.1422,0.9009
M4A4 | Turbine (Factory New),33.67,,251,78,35.36,54.315,249.0,38.6083,5.0414,0.1306,32.99,47.2,1.1467,0.1497,0.1306
Five-SeveN | Retrobution (Factory New),25.76,,149,26,24.97,35.355000000000004,75.66,28.4804,3.9812,0.1398,24.9,36.25,1.1056,0.1546,0.1398
P250 | Bengal Tiger (Minimal Wear),26.39,,122,61,24.81,35.59,650.0,27.948,2.2686,0.0812,25.92,34.14,1.059,0.086,0.0812
M4A4 | Griffin (Minimal Wear),8.11,,360,95,7.61,16.0,300.0,8.3785,0.3722,0.0444,8.09,9.33,1.0331,0.0459,0.0444
P2000 | Panther Camo (Field-Tested),6.81,,52,16,6.7,6.84,8.03,6.5319,0.0343,0.0053,6.5,6.62,0.9592,0.005,0.0053
FAMAS | Dark Water (Minimal Wear),67.8,,89,33,68.0,75.99,999.0,68.4312,4.7752,0.0698,65.46,82.62,1.0093,0.0704,0.0698
SG 553 | Danger Close (Factory New),2.95,,96,36,3.65,4.255000000000001,50.0,3.2269,0.3631,0.1125,2.91,4.34,1.0939,0.1231,0.1125
Dual Berettas | Emerald (Factory New),60.89,,163,78,59.1,79.865,1337.69,65.5432,7.7762,0.1186,60.33,94.36,1.0764,0.1277,0.1186
Five-SeveN | Fowl Play (Minimal Wear),22.0,,115,29,21.87,30.0,119.0,22.8452,1.635,0.0716,21.49,26.38,1.0384,0.0743,0.0716
Five-SeveN | Case Hardened (Factory New),86.84,,373,152,88.2,190.0,7000.0,87.0091,1.2321,0.0142,86.84,100.47,1.0019,0.0142,0.0142
MP9 | Airlock (Factory New),50.62,,143,36,50.97,85.66499999999999,2501.35,58.4533,10.2989,0.1762,50.11,78.99,1.1547,0.2035,0.1762
MP7 | Bloodsport (Battle-Scarred),31.72,,104,17,32.35,36.85,61.52,31.5447,0.2634,0.0083,31.3,32.17,0.9945,0.0083,0.0083
Sawed-Off | Kiss♥Love (Factory New),26.39,,327,114,27.5,50.94499999999999,4000.0,34.7043,7.4196,0.2138,26.15,45.68,1.3151,0.2812,0.2138
P90 | Ancient Earth (Well-Worn),7.53,,272,189,7.95,9.79,46.25,7.2756,0.0977,0.0134,6.87,7.56,0.9662,0.013,0.0134
M4A4 | Urban DDPAT (Factory New),47.81,,189,65,48.29,67.17,2672.32,48.01,4.4977,0.0937,45.01,67.88,1.0042,0.0941,0.0937
MAC-10 | Derailment (Factory New),32.19,,452,259,33.53,51.19,71496.8,35.6846,5.9424,0.1665,32.85,58.76,1.1086,0.1846,0.1665
Galil AR | Urban Rubble (Minimal Wear),10.26,,82,34,11.1,14.865,49.99,10.4394,0.6226,0.0596,9.91,11.59,1.0175,0.0607,0.0596
Dual Berettas | Sweet Little Angels (Minimal Wear),7.19,,586,218,7.77,13.1,193.6,8.2238,1.0878,0.1323,7.26,10.18,1.1438,0.1513,0.1323
M4A4 | Tornado (Minimal Wear),56.66,,133,54,56.18,79.81,6969.69,58.5365,5.9482,0.1016,55.13,81.75,1.0331,0.105,0.1016
XM1014 | Banana Leaf (Factory New),26.39,,61,30,27.38,44.53,2348.06,31.695,6.4397,0.2032,26.23,44.92,1.201,0.244,0.2032
SG 553 | Barricade (Field-Tested),9.18,,109,26,8.61,10.0,39.99,8.9685,0.1135,0.0127,8.86,9.28,0.977,0.0124,0.0127
Nova | Red Quartz (Factory New),21.28,,142,60,21.1,33.665,528.27,26.649,5.605,0.2103,21.64,38.01,1.2523,0.2634,0.2103
Tec-9 | Toxic (Factory New),73.63,,135,50,74.86,106.085,666.0,78.3918,12.7504,0.1626,71.02,118.61,1.0647,0.1732,0.1626
AUG | Death by Puppy (Factory New),26.53,,188,67,24.76,36.37,371.23,31.4694,6.5273,0.2074,26.19,43.91,1.1862,0.246,0.2074
M4A1-S | Stratosphere (Field-Tested),6.5,,1197,319,6.47,11.18,1000.0,8.045,1.2193,0.1516,6.55,9.95,1.2377,0.1876,0.1516
Glock-18 | Glockingbird (Minimal Wear),2.5,,1366,400,2.9,5.295,25.52,3.1296,0.3517,0.1124,2.54,3.63,1.2518,0.1407,0.1124
FAMAS | Bad Trip (Minimal Wear),50.3,,181,53,55.97,68.0,500.0,51.4258,1.9055,0.0371,50.02,55.71,1.0224,0.0379,0.0371
AK-47 | Breakthrough (Field-Tested),3.82,,913,205,4.1,6.96,27.54,3.8311,0.0983,0.0257,3.82,4.99,1.0029,0.0257,0.0257
P2000 | Handgun (Factory New),37.09,,100,31,35.72,55.51,13493.78,40.6371,4.173,0.1027,35.68,48.99,1.0956,0.1125,0.1027
AK-47 | Predator (Minimal Wear),25.16,,185,105,25.49,77.0,3936.88,27.007,3.9424,0.146,24.86,54.12,1.0734,0.1567,0.146
SG 553 | Ultraviolet (Minimal Wear),21.33,,123,42,20.75,43.705,999.99,21.2583,1.6645,0.0783,20.24,25.17,0.9966,0.078,0.0783
AK-47 | Red Laminate (Field-Tested),66.42,,713,366,65.61,260.0,20000.0,66.9209,5.9605,0.0891,64.92,173.24,1.0075,0.0897,0.0891
MAC-10 | Amber Fade (Factory New),56.91,,64,26,55.5,79.995,1600.0,58.8204,6.5533,0.1114,53.96,80.03,1.0336,0.1152,0.1114
G3SG1 | Stinger (Factory New),14.31,,251,35,14.31,26.99,133.7,20.0243,3.7175,0.1856,14.04,23.91,1.3993,0.2598,0.1856
P2000 | Acid Etched (Factory New),25.53,,243,81,24.99,44.99,329.42,29.7706,5.5025,0.1848,25.15,39.87,1.1661,0.2155,0.1848
UMP-45 | Houndstooth (Field-Tested),5.1,,65,15,5.4,6.0,20.0,4.9073,0.0557,0.0114,4.86,5.1,0.9622,0.0109,0.0114
USP-S | Blueprint (Well-Worn),5.41,,18,13,5.5,11.0,29.99,5.3254,0.148,0.0278,5.2,5.66,0.9844,0.0274,0.0278
Negev | Nuclear Waste (Minimal Wear),6.08,,40,11,5.97,8.2,20.0,5.8936,0.0482,0.0082,5.84,5.98,0.9693,0.0079,0.0082
MAC-10 | Surfwood (Minimal Wear),6.58,,166,23,5.98,7.2,15.54,6.5683,0.0749,0.0114,6.47,6.77,0.9982,0.0114,0.0114
SG 553 | Desert Blossom (Minimal Wear),12.63,,98,33,12.51,12.51,29.53,12.2,0.1382,0.0113,12.08,12.92,0.966,0.0109,0.0113
P250 | Mehndi (Field-Tested),20.56,,62,37,20.0,28.91,2800.0,22.2189,1.8819,0.0847,19.86,26.33,1.0807,0.0915,0.0847
AUG | Anodized Navy (Factory New),47.07,,103,39,47.99,120.0,1917.13,48.3372,3.3939,0.0702,46.06,61.0,1.0269,0.0721,0.0702
P250 | Bengal Tiger (Field-Tested),21.85,,59,21,20.17,24.95,108.23,22.0748,0.894,0.0405,21.0,23.19,1.0103,0.0409,0.0405
AUG | Wings (Minimal Wear),20.19,,59,29,19.98,27.0,229.0,19.4617,0.4734,0.0243,19.03,21.23,0.9639,0.0234,0.0243
G3SG1 | Keeping Tabs (Factory New),5.83,,66,19,6.0,9.6,213.73,7.5858,1.385,0.1826,5.44,9.38,1.3012,0.2376,0.1826
M4A4 | X-Ray (Minimal Wear),82.65,,358,114,82.45,211.585,9998.0,82.6582,1.1173,0.0135,80.9,89.69,1.0001,0.0135,0.0135
Tec-9 | Bamboo Forest (Factory New),33.7,,706,174,34.65,50.335,682.34,38.9559,7.4349,0.1909,33.39,60.19,1.156,0.2206,0.1909
Tec-9 | Orange Murano (Factory New),25.53,,43,22,25.43,43.79,400.0,32.7314,8.117,0.248,25.61,46.91,1.2821,0.3179,0.248
