item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
AK-47 | Legion of Anubis (Battle-Scarred),34.51,,92,33,34.26,42.06,390.0,35.107,2.3395,0.0666,34.01,42.21,1.0173,0.0678,0.0666
M4A1-S | Golden Coil (Well-Worn),55.9,,120,50,58.63,68.655,129.0,56.4972,1.0419,0.0184,55.75,63.01,1.0107,0.0186,0.0184
M4A1-S | Flashback (Factory New),60.32,,129,44,56.04,73.3,1006.38,65.572,6.6181,0.1009,58.6,77.85,1.0871,0.1097,0.1009
SSG 08 | Bloodshot (Field-Tested),19.21,,310,107,19.3,28.0,172.89,22.6851,4.1893,0.1847,19.0,33.62,1.1809,0.2181,0.1847
M4A4 | Evil Daimyo (Field-Tested),3.47,,920,275,3.44,7.4,5000.0,3.6381,0.9293,0.2554,3.47,18.67,1.0484,0.2678,0.2554
AWP | Neo-Noir (Minimal Wear),45.81,,1019,164,43.91,55.0,1098.01,46.5923,2.9491,0.0633,45.1,77.14,1.0171,0.0644,0.0633
MP9 | Airlock (Minimal Wear),12.72,,417,97,12.71,16.47,50.0,13.1957,0.9509,0.0721,12.65,16.37,1.0374,0.0748,0.0721
Nova | Rising Sun (Factory New),7.17,,372,97,7.21,15.25,387.02,8.8051,1.5883,0.1804,7.06,11.7,1.228,0.2215,0.1804
AK-47 | The Oligarch (Battle-Scarred),45.19,,210,71,44.48,51.2,499.0,48.1741,4.7464,0.0985,44.15,64.0,1.066,0.105,0.0985
R8 Revolver | Skull Crusher (Field-Tested),10.42,,279,131,9.46,15.5,258.82,10.4282,0.7696,0.0738,9.58,13.09,1.0008,0.0739,0.0738
FAMAS | Pulse (Field-Tested),10.83,,56,28,11.5,48.025,1599.0,10.7093,0.1493,0.0139,10.43,10.91,0.9889,0.0138,0.0139
AWP | Chrome Cannon (Minimal Wear),41.74,,1071,140,40.02,60.0,599.99,41.6596,3.3389,0.0801,39.99,73.63,0.9981,0.08,0.0801
Dual Berettas | Sweet Little Angels (Field-Tested),3.77,,869,287,3.44,6.67,30.0,4.1998,0.6551,0.156,3.74,5.85,1.114,0.1738,0.156
SG 553 | Colony IV (Field-Tested),10.25,,199,24,9.98,12.925,1000.47,10.3729,0.699,0.0674,10.02,13.26,1.012,0.0682,0.0674
AK-47 | Cartel (Minimal Wear),22.62,,1252,244,22.09,40.545,1500.0,23.0828,3.023,0.131,22.38,66.59,1.0205,0.1336,0.131
MP9 | Arctic Tri-Tone (Battle-Scarred),4.62,,129,86,4.68,6.265000000000001,35.17,4.545,0.1756,0.0386,4.39,5.47,0.9838,0.038,0.0386
M4A4 | 龍王 (Dragon King) (Minimal Wear),27.28,,659,186,27.75,36.495000000000005,739.61,28.3181,1.3842,0.0489,27.26,33.29,1.0381,0.0507,0.0489
UMP-45 | Crimson Foil (Battle-Scarred),4.6,,159,127,4.54,6.6,30.0,4.5041,0.0944,0.021,4.27,5.32,0.9792,0.0205,0.021
MP7 | Powercore (Minimal Wear),4.09,,228,49,4.01,9.65,34.74,5.0271,0.8914,0.1773,4.01,6.1,1.2291,0.2179,0.1773
AK-47 | Inheritance (Well-Worn),46.12,,156,64,44.12,53.615,125.0,46.285,0.9281,0.0201,45.3,50.28,1.0036,0.0201,0.0201
Five-SeveN | Heat Treated (Battle-Scarred),4.43,,1427,400,4.44,7.995,500.0,4.5691,0.4557,0.0997,4.14,6.57,1.0314,0.1029,0.0997
AWP | Elite Build (Battle-Scarred),13.84,,181,69,14.9,24.0,689.71,15.36,2.6449,0.1722,13.78,24.06,1.1098,0.1911,0.1722
Five-SeveN | Boost Protocol (Minimal Wear),4.93,,470,79,5.03,6.6,25.39,5.3367,0.5021,0.0941,4.91,6.28,1.0825,0.1019,0.0941
M4A4 | Polysoup (Factory New),54.24,,417,164,55.59,81.685,12500.0,61.7951,11.815,0.1912,54.77,106.8,1.1393,0.2178,0.1912
Glock-18 | AXIA (Minimal Wear),51.13,,651,329,59.86,101.9,1563.02,53.1852,3.5653,0.067,50.3,85.34,1.0402,0.0697,0.067
M4A1-S | Glitched Paint (Well-Worn),3.63,,64,28,3.64,4.5600000000000005,10.15,3.6668,0.05,0.0136,3.6,3.8,1.0101,0.0138,0.0136
Glock-18 | Bullet Queen (Well-Worn),57.34,,106,29,55.54,62.67,450.15,57.4852,0.4794,0.0083,56.84,58.39,1.0025,0.0084,0.0083
CZ75-Auto | Tuxedo (Factory New),3.57,,509,128,3.59,5.73,863.28,4.326,0.9073,0.2097,3.68,6.47,1.2118,0.2541,0.2097
Glock-18 | Snack Attack (Minimal Wear),35.6,,301,43,34.25,46.16,98.89,36.177,1.3032,0.036,35.32,42.0,1.0162,0.0366,0.036
M4A4 | In Living Color (Minimal Wear),55.18,,644,153,52.67,88.34,811.64,57.1263,3.0409,0.0532,54.66,65.27,1.0353,0.0551,0.0532
USP-S | Monster Mashup (Field-Tested),24.83,,284,61,25.0,31.01,128.42,25.7428,3.4289,0.1332,24.41,50.62,1.0368,0.1381,0.1332
MAC-10 | Heat (Field-Tested),2.89,,169,80,3.2,4.945,799.0,3.6586,0.6395,0.1748,2.9,4.54,1.266,0.2213,0.1748
Five-SeveN | Monkey Business (Well-Worn),12.73,,108,42,12.2,16.335,1061.7,12.5517,0.3524,0.0281,12.34,13.91,0.986,0.0277,0.0281
USP-S | The Traitor (Battle-Scarred),33.06,,166,59,32.46,38.35,150.0,33.8319,2.8743,0.085,32.29,47.7,1.0233,0.0869,0.085
M4A4 | The Emperor (Minimal Wear),75.79,,711,128,76.3,100.515,350.0,79.29,4.7905,0.0604,75.0,108.4,1.0462,0.0632,0.0604
FAMAS | Eye of Athena (Minimal Wear),10.6,,173,74,10.2,16.055,32.0,12.355,1.6708,0.1352,10.38,14.73,1.1656,0.1576,0.1352
MAG-7 | Praetorian (Factory New),12.81,,146,40,12.0,17.88,115.0,14.058,2.6774,0.1905,12.02,19.37,1.0974,0.209,0.1905
Glock-18 | AXIA (Battle-Scarred),38.55,,104,45,42.48,55.19,420.69,38.1256,0.5693,0.0149,37.78,41.29,0.989,0.0148,0.0149
Tec-9 | Phoenix Chalk (Factory New),25.08,,135,93,23.42,27.0,68.34,31.0365,7.1211,0.2294,25.1,46.95,1.2375,0.2839,0.2294
Five-SeveN | Scumbria (Factory New),13.45,,104,33,12.0,15.57,35.37,16.1615,2.7567,0.1706,13.44,21.32,1.2016,0.205,0.1706
P2000 | Urban Hazard (Factory New),6.8,,115,63,6.87,8.54,839.48,8.7424,1.167,0.1335,6.99,11.11,1.2856,0.1716,0.1335
AUG | Luxe Trim (Factory New),6.3,,143,92,6.35,8.165,61.4,8.0887,1.3402,0.1657,6.35,10.45,1.2839,0.2127,0.1657
Glock-18 | Ironwork (Factory New),25.35,,216,112,25.45,32.325,275.0,29.3679,4.2745,0.1456,25.26,39.5,1.1585,0.1686,0.1456
M4A1-S | Player Two (Field-Tested),57.97,,926,278,56.75,65.095,585.49,63.2409,5.5858,0.0883,57.76,77.27,1.0909,0.0964,0.0883
Glock-18 | Weasel (Factory New),57.75,,108,45,58.44,69.0,500.0,65.9209,7.0823,0.1074,57.33,78.27,1.1415,0.1226,0.1074
MAC-10 | Pipe Down (Factory New),16.25,,77,46,15.5,20.29,85.0,20.9085,3.9369,0.1883,16.25,27.11,1.2867,0.2423,0.1883
M4A1-S | Mud-Spec (Factory New),5.6,,763,154,6.0,9.735,20000.0,7.6423,1.8296,0.2394,5.64,15.37,1.3647,0.3267,0.2394
Glock-18 | Off World (Factory New),12.12,,285,105,11.95,18.0,385.32,13.9469,1.9167,0.1374,11.93,18.51,1.1507,0.1581,0.1374
M4A1-S | Blood Tiger (Factory New),31.64,,422,215,31.29,75.0,15999.0,32.8246,3.4065,0.1038,30.54,51.9,1.0374,0.1077,0.1038
Dual Berettas | Melondrama (Field-Tested),6.71,,1395,400,6.49,7.74,20.0,7.253,0.6815,0.094,6.52,9.49,1.0809,0.1016,0.094
CZ75-Auto | Red Astor (Factory New),17.55,,88,48,16.3,22.045,234.68,20.4496,4.0126,0.1962,16.73,28.52,1.1652,0.2286,0.1962
FAMAS | Rapid Eye Movement (Field-Tested),6.23,,1576,400,6.63,7.64,54.95,7.1108,0.6454,0.0908,6.18,8.94,1.1414,0.1036,0.0908
P250 | Visions (Field-Tested),3.77,,1634,400,3.57,4.8,10204.09,4.2694,0.6142,0.1439,3.5,5.33,1.1325,0.1629,0.1439
CZ75-Auto | Eco (Factory New),36.07,,163,62,35.79,49.4,124.32,41.8548,6.0237,0.1439,35.4,53.1,1.1604,0.167,0.1439
Dual Berettas | Hydro Strike (Factory New),11.63,,264,73,11.33,18.92,1783.76,15.0145,3.4662,0.2309,11.17,21.9,1.291,0.298,0.2309
MP5-SD | Agent (Factory New),13.42,,159,50,13.7,18.75,69.99,16.1354,3.1313,0.1941,13.08,22.23,1.2023,0.2333,0.1941
Five-SeveN | Angry Mob (Field-Tested),57.66,,301,79,58.54,63.9,94.76,60.7385,2.3238,0.0383,57.24,69.77,1.0534,0.0403,0.0383
XM1014 | Watchdog (Factory New),10.51,,138,40,10.59,18.99,180.05,13.2282,2.0951,0.1584,10.96,17.6,1.2586,0.1993,0.1584
R8 Revolver | Reboot (Factory New),16.81,,129,33,16.12,23.54,195.96,19.8618,4.103,0.2066,15.6,27.06,1.1815,0.2441,0.2066
Five-SeveN | Withered Vine (Factory New),17.9,,102,33,15.93,23.02,200.0,20.6524,4.5284,0.2193,14.75,29.18,1.1538,0.253,0.2193
Desert Eagle | Serpent Strike (Factory New),3.26,,2001,400,3.37,10.89,9999.99,4.2338,1.0782,0.2547,3.15,7.69,1.2987,0.3307,0.2547
P2000 | Pulse (Factory New),16.06,,143,71,15.37,21.09,329.9,17.5583,3.2871,0.1872,14.91,26.18,1.0933,0.2047,0.1872
P90 | Nostalgia (Field-Tested),4.23,,190,60,4.05,5.02,11.52,4.4665,0.3543,0.0793,4.12,5.22,1.0559,0.0838,0.0793
UMP-45 | Wild Child (Battle-Scarred),3.09,,268,54,3.14,4.035,30.0,3.275,0.4527,0.1382,2.95,4.65,1.0599,0.1465,0.1382
MP7 | Abyssal Apparition (Field-Tested),6.52,,1339,400,6.65,7.85,55.3,7.1173,0.6662,0.0936,6.36,8.88,1.0916,0.1022,0.0936
AK-47 | Nightwish (Field-Tested),70.65,,1181,400,69.62,80.03,800.0,72.9768,4.574,0.0627,68.7,91.77,1.0329,0.0647,0.0627
P250 | Vino Primo (Minimal Wear),3.53,,283,68,3.64,4.29,44.99,4.021,0.2821,0.0702,3.72,4.93,1.1391,0.0799,0.0702
FAMAS | Night Borre (Minimal Wear),11.11,,87,21,10.22,12.3,18.0,11.1605,0.3836,0.0344,10.72,11.85,1.0045,0.0345,0.0344
USP-S | Cortex (Minimal Wear),7.63,,1239,351,7.81,9.5,950.0,7.9677,0.4902,0.0615,7.79,15.59,1.0443,0.0642,0.0615
USP-S | Jawbreaker (Well-Worn),3.66,,426,164,3.44,3.91,41.35,3.614,0.1764,0.0488,3.55,5.48,0.9874,0.0482,0.0488
MAC-10 | Disco Tech (Field-Tested),5.9,,1233,363,5.85,6.95,18595.65,6.234,0.5953,0.0955,5.84,11.51,1.0566,0.1009,0.0955
MAC-10 | Last Dive (Factory New),11.8,,211,61,10.64,14.75,800.0,12.7316,2.1794,0.1712,11.02,17.84,1.079,0.1847,0.1712
P90 | Deathgaze (Well-Worn),6.71,,128,60,6.5,7.324999999999999,25.0,6.61,0.0713,0.0108,6.56,6.71,0.9851,0.0106,0.0108
AWP | Ice Coaled (Well-Worn),6.48,,321,90,6.4,7.24,55.0,6.6168,0.0776,0.0117,6.51,6.9,1.0211,0.012,0.0117
Glock-18 | Shinobu (Field-Tested),5.44,,1915,400,5.27,6.0,200.0,5.6246,0.6268,0.1114,5.3,10.82,1.0339,0.1152,0.1114
SSG 08 | Parallax (Factory New),30.73,,144,54,29.0,46.74,188.0,33.3211,4.872,0.1462,29.84,44.05,1.0843,0.1585,0.1462
AK-47 | Midnight Laminate (Minimal Wear),11.26,,1810,400,12.41,18.880000000000003,5881.98,14.1247,2.5708,0.182,11.73,40.27,1.2544,0.2283,0.182
AK-47 | Slate (Field-Tested),4.67,,10481,400,4.87,8.120000000000001,11584.51,4.9843,0.5082,0.102,4.65,9.99,1.0673,0.1088,0.102
USP-S | Printstream (Field-Tested),38.08,,2962,400,38.3,46.69,5000.0,42.9025,5.2245,0.1218,37.86,54.72,1.1266,0.1372,0.1218
AUG | Death by Puppy (Minimal Wear),5.32,,166,45,5.21,6.85,14.99,5.8073,0.8226,0.1417,5.2,9.29,1.0916,0.1546,0.1417
Nova | Graphite (Factory New),17.57,,178,65,16.4,21.61,1111.0,19.5932,3.1336,0.1599,17.61,29.36,1.1152,0.1784,0.1599
M4A4 | Tooth Fairy (Field-Tested),3.88,,1742,400,3.74,4.575,100.0,4.1594,0.3919,0.0942,3.79,5.41,1.072,0.101,0.0942
M4A4 | Faded Zebra (Minimal Wear),20.54,,103,48,18.96,31.885,811.54,20.2502,1.8198,0.0899,18.21,27.02,0.9859,0.0886,0.0899
Glock-18 | AXIA (Field-Tested),40.57,,950,400,42.0,63.74,500.0,39.8105,1.3636,0.0343,38.05,55.23,0.9813,0.0336,0.0343
USP-S | Overgrowth (Field-Tested),22.33,,165,81,21.73,64.35,1148.0,22.3662,0.6199,0.0277,21.61,24.25,1.0016,0.0278,0.0277
SG 553 | Triarch (Factory New),12.24,,184,52,12.17,20.495,89.99,15.5977,2.8201,0.1808,12.06,20.1,1.2743,0.2304,0.1808
AK-47 | Slate (Minimal Wear),7.22,,6608,400,7.31,12.68,144.99,7.6176,1.264,0.1659,7.2,29.12,1.0551,0.1751,0.1659
AK-47 | Ice Coaled (Battle-Scarred),4.46,,573,154,4.28,5.55,200.0,4.636,0.5382,0.1161,4.31,9.33,1.0395,0.1207,0.1161
AK-47 | Phantom Disruptor (Battle-Scarred),6.04,,138,41,5.9,7.1,30.0,6.0759,0.3397,0.0559,5.91,7.45,1.0059,0.0562,0.0559
Glock-18 | Gold Toof (Minimal Wear),47.19,,336,135,46.7,55.97,220.0,50.7506,4.6077,0.0908,46.06,83.37,1.0755,0.0976,0.0908
M4A1-S | Vaporwave (Field-Tested),55.68,,850,400,56.85,71.235,660.0,60.8379,4.2426,0.0697,56.42,75.62,1.0926,0.0762,0.0697
Galil AR | Rainbow Spoon (Factory New),87.13,,758,400,90.75,169.495,26590.0,91.3868,15.7931,0.1728,76.95,140.03,1.0489,0.1813,0.1728
MAC-10 | Stalker (Minimal Wear),52.33,,216,68,53.0,68.995,165.0,54.0479,2.2027,0.0408,52.15,62.62,1.0328,0.0421,0.0408
Desert Eagle | Mecha Industries (Minimal Wear),8.31,,1243,264,8.16,10.495,233.62,8.7657,0.5857,0.0668,8.34,11.21,1.0548,0.0705,0.0668
SCAR-20 | Bloodsport (Field-Tested),12.04,,176,38,11.89,12.725,24.0,12.1826,0.4056,0.0333,11.51,12.84,1.0118,0.0337,0.0333
P250 | Forest Night (Factory New),13.27,,50,31,12.91,15.31,628.0,14.0223,1.8013,0.1285,12.77,18.67,1.0567,0.1357,0.1285
P250 | Kintsugi (Well-Worn),6.54,,121,52,6.64,7.375,24.32,6.5246,0.0233,0.0036,6.49,6.54,0.9976,0.0036,0.0036
M4A1-S | Nitro (Factory New),20.44,,967,290,20.29,44.400000000000006,17500.0,20.8976,1.9397,0.0928,19.93,46.79,1.0224,0.0949,0.0928
AK-47 | Ice Coaled (Field-Tested),4.81,,8495,400,4.78,6.89,999.0,5.0839,0.8037,0.1581,4.72,18.68,1.0569,0.1671,0.1581
AK-47 | Slate (Well-Worn),4.1,,3505,400,4.1,8.0,155.0,4.2942,1.8742,0.4365,4.06,39.41,1.0474,0.4571,0.4365
FAMAS | Rapid Eye Movement (Well-Worn),6.63,,509,166,6.56,7.155,29.53,6.6092,0.054,0.0082,6.53,6.82,0.9969,0.0081,0.0082
MP7 | Abyssal Apparition (Well-Worn),6.75,,428,118,6.61,7.25,20.0,6.3349,0.2059,0.0325,6.08,6.64,0.9385,0.0305,0.0325
Glock-18 | Shinobu (Minimal Wear),9.65,,1330,295,9.49,12.5,68.0,10.0594,1.2287,0.1221,9.37,20.84,1.0424,0.1273,0.1221
FAMAS | Bad Trip (Field-Tested),49.63,,491,203,48.59,55.63,500.0,50.088,1.784,0.0356,48.82,61.31,1.0092,0.0359,0.0356
M4A1-S | Black Lotus (Factory New),18.75,,1712,400,19.45,34.75,1180.23,22.9206,5.8842,0.2567,18.75,53.55,1.2224,0.3138,0.2567
M4A1-S | Basilisk (Minimal Wear),10.24,,630,228,10.95,21.775,820.0,11.6879,13.427,1.1488,10.45,213.41,1.1414,1.3112,1.1488
Tec-9 | Isaac (Factory New),30.62,,192,69,31.31,45.0,935.0,32.5445,3.7039,0.1138,29.51,44.12,1.0629,0.121,0.1138
P90 | Attack Vector (Minimal Wear),15.87,,287,110,15.95,25.0,233.0,16.947,1.6107,0.095,15.85,20.75,1.0679,0.1015,0.095
PP-Bizon | Antique (Factory New),20.83,,75,29,19.99,23.42,99.9,21.9069,3.6656,0.1673,19.7,30.8,1.0517,0.176,0.1673
Desert Eagle | Kumicho Dragon (Battle-Scarred),20.55,,108,43,20.25,32.99,500.0,20.94,1.4781,0.0706,19.54,25.04,1.019,0.0719,0.0706
USP-S | Printstream (Minimal Wear),64.06,,1445,369,67.6,91.0,10204.09,72.6273,10.064,0.1386,63.79,178.08,1.1337,0.1571,0.1386
AK-47 | Wasteland Rebel (Field-Tested),83.75,,319,130,85.99,114.915,1700.0,85.5817,3.4113,0.0399,82.07,98.61,1.0219,0.0407,0.0399
P250 | Wingshot (Factory New),20.55,,172,63,20.04,27.55,165.0,23.8921,3.9056,0.1635,20.55,32.51,1.1626,0.1901,0.1635
AK-47 | Rat Rod (Minimal Wear),10.01,,601,191,9.77,14.0,115.26,10.147,0.236,0.0233,9.91,10.97,1.0137,0.0236,0.0233
SG 553 | Tiger Moth (Factory New),13.38,,146,49,13.49,18.0,190.22,15.6537,3.1729,0.2027,13.22,23.59,1.1699,0.2371,0.2027
AK-47 | Frontside Misty (Field-Tested),17.56,,1687,400,17.58,26.035,324.11,18.996,1.9056,0.1003,17.33,27.22,1.0818,0.1085,0.1003
XM1014 | XOXO (Minimal Wear),6.68,,490,132,6.49,13.385,350.0,7.4387,0.937,0.126,6.72,9.76,1.1136,0.1403,0.126
Dual Berettas | Melondrama (Factory New),26.1,,346,111,24.5,43.5,10000.0,33.8758,7.9753,0.2354,25.74,47.87,1.2979,0.3056,0.2354
MAC-10 | Heat (Factory New),25.92,,142,56,25.0,35.0,2800.0,28.4193,3.6318,0.1278,25.59,38.99,1.0964,0.1401,0.1278
Dual Berettas | Melondrama (Well-Worn),6.53,,475,122,6.61,7.385,69.39,6.4451,0.0482,0.0075,6.37,6.62,0.987,0.0074,0.0075
MAG-7 | Bulldozer (Field-Tested),15.1,,153,61,15.44,21.0,2093.25,18.1797,2.9377,0.1616,15.37,23.54,1.204,0.1945,0.1616
AK-47 | Neon Rider (Field-Tested),45.9,,1023,353,46.78,59.81,100000.0,48.5702,4.0038,0.0824,45.44,63.25,1.0582,0.0872,0.0824
M4A1-S | Decimator (Battle-Scarred),13.85,,173,70,13.74,18.995,100.0,13.9813,0.744,0.0532,13.67,17.83,1.0095,0.0537,0.0532
MP9 | Arctic Tri-Tone (Factory New),15.95,,1428,400,16.97,29.485,3333.33,19.3854,4.5499,0.2347,16.07,31.55,1.2154,0.2853,0.2347
Glock-18 | Coral Bloom (Factory New),3.96,,666,174,4.52,7.01,5000.0,5.4598,1.1898,0.2179,4.32,8.6,1.3787,0.3005,0.2179
AWP | Green Energy (Minimal Wear),26.61,,760,148,29.0,40.0,172.64,27.9753,2.0059,0.0717,26.33,35.97,1.0513,0.0754,0.0717
AK-47 | Wintergreen (Minimal Wear),2.69,,1724,400,3.02,5.305,797.0,2.9564,0.341,0.1153,2.7,7.57,1.099,0.1268,0.1153
M4A4 | Desert-Strike (Minimal Wear),38.61,,314,88,38.31,70.0,500.0,39.527,1.4947,0.0378,38.19,44.46,1.0238,0.0387,0.0378
UMP-45 | K.O. Factory (Well-Worn),4.52,,347,130,4.47,5.13,5871.79,4.4903,0.0298,0.0066,4.44,4.56,0.9934,0.0066,0.0066
UMP-45 | Neo-Noir (Well-Worn),4.6,,108,36,4.28,4.865,37.8,4.4458,0.0492,0.0111,4.39,4.7,0.9665,0.0107,0.0111
Glock-18 | Neo-Noir (Well-Worn),38.34,,89,26,38.13,42.2,201.95,37.8458,0.2192,0.0058,37.6,38.72,0.9871,0.0057,0.0058
P250 | Asiimov (Well-Worn),12.08,,102,46,12.13,14.07,48.0,11.967,0.077,0.0064,11.85,12.14,0.9906,0.0064,0.0064
AWP | Containment Breach (Well-Worn),57.7,,113,43,58.38,74.82,171.01,56.9391,0.4205,0.0074,56.39,59.06,0.9868,0.0073,0.0074
Galil AR | Tornado (Field-Tested),9.15,,94,20,8.89,11.5,70.0,8.9325,0.1865,0.0209,8.82,9.54,0.9762,0.0204,0.0209
P2000 | Fire Elemental (Field-Tested),83.35,,125,51,81.99,112.19,1196.99,82.2729,1.3855,0.0168,79.74,85.34,0.9871,0.0166,0.0168
M4A4 | Asiimov (Battle-Scarred),94.06,,236,127,91.05,200.0,2500.0,101.4677,52.9972,0.5223,88.62,683.4,1.0788,0.5634,0.5223
FAMAS | Bad Trip (Battle-Scarred),46.98,,103,25,47.11,57.62,250.0,49.0164,3.3942,0.0692,46.23,58.62,1.0433,0.0722,0.0692
Desert Eagle | Directive (Minimal Wear),6.84,,370,110,6.96,10.31,275.0,7.1179,0.5813,0.0817,6.79,9.76,1.0406,0.085,0.0817
AK-47 | Ice Coaled (Well-Worn),5.42,,146,49,5.61,7.0,49.99,5.3322,0.4184,0.0785,5.22,7.96,0.9838,0.0772,0.0785
AK-47 | The Outsiders (Field-Tested),8.66,,1805,246,8.55,11.38,520.06,8.801,0.627,0.0712,8.35,11.53,1.0163,0.0724,0.0712
Glock-18 | Snack Attack (Battle-Scarred),15.34,,114,36,15.7,21.22,1999.99,17.3081,9.2848,0.5364,15.09,70.53,1.1283,0.6053,0.5364
USP-S | Alpine Camo (Factory New),3.93,,3036,400,4.38,12.0,555.0,4.8737,1.2149,0.2493,3.98,11.16,1.2401,0.3091,0.2493
USP-S | Cyrex (Factory New),15.46,,719,250,15.42,25.0,696.9,17.5784,3.0962,0.1761,15.57,25.25,1.137,0.2003,0.1761
P250 | Crimson Kimono (Field-Tested),17.5,,78,28,17.03,20.775,65.95,16.8568,0.2107,0.0125,16.64,17.4,0.9632,0.012,0.0125
P90 | Trigon (Field-Tested),9.89,,196,79,9.37,16.22,3000.0,9.9389,0.5126,0.0516,9.63,11.19,1.0049,0.0518,0.0516
MP9 | Starlight Protector (Minimal Wear),76.33,,630,98,77.84,89.68,220.39,77.3183,2.3232,0.03,75.34,84.94,1.0129,0.0304,0.03
Five-SeveN | Case Hardened (Battle-Scarred),15.22,,202,127,14.9,46.19,1499.0,15.335,1.2759,0.0832,15.22,29.6,1.0076,0.0838,0.0832
Glock-18 | Vogue (Factory New),14.98,,793,267,15.23,29.35,10204.09,17.5219,3.9322,0.2244,14.95,35.44,1.1697,0.2625,0.2244
AWP | Containment Breach (Battle-Scarred),52.77,,116,59,53.65,70.2,10000.0,53.2998,3.5356,0.0663,51.06,73.04,1.01,0.067,0.0663
SG 553 | Cyrex (Field-Tested),5.01,,250,69,4.8,7.62,67.0,5.2683,0.5188,0.0985,4.87,6.56,1.0515,0.1036,0.0985
AK-47 | Elite Build (Minimal Wear),3.17,,3688,400,3.15,7.0,10204.09,3.1745,0.264,0.0832,3.09,8.18,1.0014,0.0833,0.0832
Dual Berettas | Panther (Minimal Wear),4.62,,102,61,4.8,6.22,14000.0,5.2707,0.3533,0.067,4.66,5.68,1.1408,0.0765,0.067
AK-47 | Frontside Misty (Minimal Wear),31.01,,1093,285,31.12,55.0,1700.0,31.8267,4.2681,0.1341,30.4,92.09,1.0263,0.1376,0.1341
MP9 | Goo (Factory New),6.96,,298,85,6.8,10.23,50.0,8.2127,1.8268,0.2224,6.94,11.96,1.18,0.2625,0.2224
AWP | Hyper Beast (Minimal Wear),55.49,,502,181,53.06,70.83,4499.99,56.1144,4.9298,0.0879,53.9,113.62,1.0113,0.0888,0.0879
AUG | Chameleon (Field-Tested),80.23,,139,73,79.17,92.0,1299.0,79.1333,0.6023,0.0076,77.9,81.0,0.9863,0.0075,0.0076
MP5-SD | Phosphor (Factory New),23.62,,182,69,23.96,41.15,149.0,27.483,6.1754,0.2247,23.02,42.98,1.1635,0.2614,0.2247
USP-S | Kill Confirmed (Well-Worn),59.51,,125,63,58.49,68.42,300.0,59.4395,0.6643,0.0112,58.62,63.23,0.9988,0.0112,0.0112
AK-47 | Inheritance (Minimal Wear),75.48,,2287,400,75.0,100.37,10204.09,77.1028,3.6582,0.0474,72.96,90.59,1.0215,0.0485,0.0474
M4A1-S | Control Panel (Well-Worn),5.63,,304,108,5.66,8.0,23.22,5.6801,0.0946,0.0167,5.63,6.49,1.0089,0.0168,0.0167
Glock-18 | Water Elemental (Well-Worn),20.25,,49,22,19.45,23.5,194.92,19.42,0.3132,0.0161,19.0,20.65,0.959,0.0155,0.0161
USP-S | The Traitor (Minimal Wear),67.86,,483,139,64.47,91.9,333.33,69.0547,2.9341,0.0425,67.04,83.2,1.0176,0.0432,0.0425
AWP | LongDog (Well-Worn),110.04,,141,55,116.66,176.17,691.6,112.0715,2.0043,0.0179,110.25,120.65,1.0185,0.0182,0.0179
M4A1-S | Black Lotus (Battle-Scarred),5.71,,1172,206,5.48,11.705,469.69,6.5608,2.0206,0.308,5.55,29.9,1.149,0.3539,0.308
MP7 | Smoking Kills (Well-Worn),6.68,,240,50,6.46,8.865,90.2,6.526,0.1142,0.0175,6.35,7.05,0.9769,0.0171,0.0175
Tec-9 | Whiteout (Well-Worn),3.82,,74,26,4.09,6.0,22.07,3.8731,0.022,0.0057,3.8,3.92,1.0139,0.0058,0.0057
AK-47 | Redline (Battle-Scarred),29.7,,287,167,29.33,55.0,12000.0,30.1431,3.6236,0.1202,28.96,74.35,1.0149,0.122,0.1202
AK-47 | Aquamarine Revenge (Well-Worn),37.59,,105,55,37.27,50.26,673.41,36.9875,0.4278,0.0116,36.49,39.33,0.984,0.0114,0.0116
FAMAS | Pulse (Minimal Wear),12.22,,147,50,11.84,42.56,1830.49,12.469,0.6231,0.05,11.8,13.86,1.0204,0.051,0.05
UMP-45 | Wild Child (Well-Worn),3.41,,288,64,3.34,3.695,15.0,3.3581,0.5491,0.1635,3.26,7.68,0.9848,0.161,0.1635
Glock-18 | Snack Attack (Well-Worn),15.93,,129,36,15.52,21.695,129.53,15.8581,0.0487,0.0031,15.73,15.99,0.9955,0.0031,0.0031
M4A1-S | Guardian (Field-Tested),28.26,,430,230,27.84,100.9,15000.0,28.6777,2.2906,0.0799,27.68,57.93,1.0148,0.0811,0.0799
P2000 | Imperial Dragon (Minimal Wear),12.75,,256,103,12.37,16.57,84.02,13.6958,1.4496,0.1058,12.69,17.27,1.0742,0.1137,0.1058
AUG | Fleet Flock (Battle-Scarred),12.08,,51,18,12.18,15.255,1400.0,14.0689,2.4276,0.1725,11.49,17.55,1.1646,0.201,0.1725
Glock-18 | Mirror Mosaic (Field-Tested),7.17,,602,181,7.15,10.63,48.0,7.8302,1.0859,0.1387,7.13,15.6,1.0921,0.1514,0.1387
AWP | Crakow! (Field-Tested),33.46,,1207,400,35.68,63.7,7830.56,35.91,2.9432,0.082,33.36,46.66,1.0732,0.088,0.082
