market_hash_name,listing_id,asset_id,ask,ask_seller_net,float_value,paint_seed,asset_properties_json,converted_price,converted_fee,converted_currencyid,scm_total_listings
Glock-18 | Block-18 (Factory New),505115754151871977,52770563444,2.79,2.43,0.06449446082115,617,,243,36,2003,991
Glock-18 | Block-18 (Factory New),505115754151873237,52770563443,2.79,2.43,0.06863625347614,598,,243,36,2003,991
Glock-18 | Block-18 (Factory New),505115754151874353,52770563442,2.79,2.43,0.06377644091845,392,,243,36,2003,991
Glock-18 | Block-18 (Factory New),505115754151875577,52770563441,2.79,2.43,0.06618356704712,7,,243,36,2003,991
Glock-18 | Block-18 (Factory New),505115754148173121,52769887338,2.79,2.43,0.0666116476059,774,,243,36,2003,991
Glock-18 | Block-18 (Factory New),729169836330868169,52572589561,2.79,2.43,0.06568302959204,592,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962213591,52770565210,2.79,2.43,0.06906653940678,277,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962214239,52770565211,2.79,2.43,0.06306595355272,335,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962212151,52770565208,2.79,2.43,0.06549918651581,499,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962213051,52770565209,2.79,2.43,0.06426498293877,208,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962216219,52770565214,2.79,2.43,0.06576838344336,425,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962209559,52770565204,2.79,2.43,0.06462806463242,27,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962211107,52770565207,2.79,2.43,0.06477421522141,190,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962210639,52770565206,2.79,2.43,0.06569663435221,452,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962214779,52770565212,2.79,2.43,0.06863785535097,920,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962215355,52770565213,2.79,2.43,0.06796856224537,690,,243,36,2003,991
Glock-18 | Block-18 (Factory New),594061847509375628,52747831296,2.79,2.43,0.06486296653748,492,,243,36,2003,991
Glock-18 | Block-18 (Factory New),594061847509378004,52747841771,2.79,2.43,0.06743083894253,523,,243,36,2003,991
Glock-18 | Block-18 (Factory New),524256052564519985,52752626086,2.79,2.43,0.06612078845501,865,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962209019,52770565203,2.79,2.43,0.06529776006937,952,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962201639,52770565217,2.79,2.43,0.06414876133204,974,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962203403,52770565216,2.79,2.43,0.06469447165728,817,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962206751,52770273091,2.79,2.43,0.06819248944521,735,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962207975,52770565201,2.79,2.43,0.06417991220951,424,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962207435,52770565200,2.79,2.43,0.06876948475838,754,,243,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962204303,52770565215,2.79,2.43,0.06127460673451,799,,243,36,2003,991
Glock-18 | Block-18 (Factory New),507367553960432402,52728436971,2.79,2.43,0.06237058714032,903,,243,36,2003,991
Glock-18 | Block-18 (Factory New),723540336074828154,52766684775,2.79,2.43,0.06485334783792,318,,243,36,2003,991
Glock-18 | Block-18 (Factory New),729169836334378529,51620788629,2.79,2.43,0.06259773671627,242,,243,36,2003,991
Glock-18 | Block-18 (Factory New),505115754151954561,52775553745,2.79,2.43,0.06168891116977,384,,243,36,2003,991
Glock-18 | Block-18 (Factory New),724666235979146959,52784383866,2.8,2.44,0.06718080490828,252,,244,36,2003,991
Glock-18 | Block-18 (Factory New),723540336069482262,52015076072,2.8,2.44,0.06571591645479,461,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842252945,52759130780,2.8,2.44,0.06211673468351,154,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842255141,52759124784,2.8,2.44,0.06589467078447,507,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842253917,52759130779,2.8,2.44,0.06950674206018,798,,244,36,2003,991
Glock-18 | Block-18 (Factory New),589558247145583156,52694397318,2.8,2.44,0.06713633239269,279,,244,36,2003,991
Glock-18 | Block-18 (Factory New),508493365425960804,52749633640,2.8,2.44,0.05919137224555,799,,244,36,2003,991
Glock-18 | Block-18 (Factory New),508493365425963540,52749622705,2.8,2.44,0.06893479824066,527,,244,36,2003,991
Glock-18 | Block-18 (Factory New),508493365425962244,52749622924,2.8,2.44,0.06775593757629,721,,244,36,2003,991
Glock-18 | Block-18 (Factory New),508493365425959184,52749637005,2.8,2.44,0.06912963837385,268,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842232785,52759130787,2.8,2.44,0.06774439662695,488,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842238185,52759130783,2.8,2.44,0.06951544433832,518,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052559973113,52751649313,2.8,2.44,0.0609471835196,432,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052560003965,52751649315,2.8,2.44,0.06252375245094,924,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052560025421,52751652755,2.8,2.44,0.05835628136992,635,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052559983013,52751649314,2.8,2.44,0.06573814898729,934,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052559972249,52751649312,2.8,2.44,0.06250993162394,253,,244,36,2003,991
Glock-18 | Block-18 (Factory New),527633663842251649,52759130781,2.8,2.44,0.06445313245058,468,,244,36,2003,991
Glock-18 | Block-18 (Factory New),523130153379473281,52768458351,2.8,2.44,0.06681782007217,200,,244,36,2003,991
Glock-18 | Block-18 (Factory New),503989854962206211,52770273090,2.8,2.44,0.06298783421516,362,,244,36,2003,991
Glock-18 | Block-18 (Factory New),728043935699919179,52731399714,2.8,2.44,0.06688044965267,873,,244,36,2003,991
Glock-18 | Block-18 (Factory New),524256052568247281,52772781792,2.81,2.45,0.06145790591836,931,,245,36,2003,991
Glock-18 | Block-18 (Factory New),523130153383019317,52246845701,2.81,2.45,0.06682891398668,222,,245,36,2003,991
Glock-18 | Block-18 (Factory New),588432347237113947,51957841150,2.81,2.45,0.06488898396492,919,,245,36,2003,991
Glock-18 | Block-18 (Factory New),516374212532006005,52693949386,2.81,2.45,0.06606181710958,306,,245,36,2003,991
Glock-18 | Block-18 (Factory New),500611613838025357,52609440452,2.81,2.45,0.06317642331123,188,,245,36,2003,991
Glock-18 | Block-18 (Factory New),500611613838025537,52607379128,2.81,2.45,0.06281138211489,49,,245,36,2003,991
Glock-18 | Block-18 (Factory New),500611613838025285,52608278401,2.81,2.45,0.06593937426805,543,,245,36,2003,991
Glock-18 | Block-18 (Factory New),503989854967572731,52764050628,2.81,2.45,0.06422963738441,275,,245,36,2003,991
Glock-18 | Block-18 (Factory New),524255964109326403,52123141532,2.81,2.45,0.06493937969208,937,,245,36,2003,991
Glock-18 | Block-18 (Factory New),517500653834845884,52674275851,2.81,2.45,0.06781549751759,657,,245,36,2003,991
Glock-18 | Block-18 (Factory New),515248764857746683,52614677056,2.81,2.45,0.06927119195461,516,,245,36,2003,991
Glock-18 | Block-18 (Factory New),507367553951779766,52732298837,2.81,2.45,0.06472144275904,882,,245,36,2003,991
Glock-18 | Block-18 (Factory New),494982654983599377,52712996497,2.81,2.45,0.06442945450544,197,,245,36,2003,991
Glock-18 | Block-18 (Factory New),493856214388674408,52011756759,2.81,2.45,0.06506059318781,607,,245,36,2003,991
Glock-18 | Block-18 (Factory New),666119441543258596,52750489868,2.81,2.45,0.0634562894702,997,,245,36,2003,991
Glock-18 | Block-18 (Factory New),666119441543261080,52750489702,2.81,2.45,0.06629451364279,558,,245,36,2003,991
Glock-18 | Block-18 (Factory New),666119441543263600,52750485710,2.81,2.45,0.06824743002653,706,,245,36,2003,991
Glock-18 | Block-18 (Factory New),666119441543262340,52750485568,2.81,2.45,0.068722397089,986,,245,36,2003,991
Glock-18 | Block-18 (Factory New),509619265326439270,52729960293,2.81,2.45,0.06193244457245,171,,245,36,2003,991
Glock-18 | Block-18 (Factory New),523130064205049973,52718593174,2.81,2.45,0.06925112009048,12,,245,36,2003,991
Glock-18 | Block-18 (Factory New),500612066068838897,51785652698,2.81,2.45,0.06106137484312,938,,245,36,2003,991
Glock-18 | Block-18 (Factory New),523130153375280829,51572689936,2.81,2.45,0.06443993747234,652,,245,36,2003,991
Glock-18 | Block-18 (Factory New),512996965045433625,52717368083,2.82,2.46,0.06162610277534,95,,246,36,2003,991
Glock-18 | Block-18 (Factory New),535513062050611289,51403437840,2.82,2.46,0.06309631466866,706,,246,36,2003,991
Glock-18 | Block-18 (Factory New),550149760822032256,52378281833,2.82,2.46,0.06778962165117,615,,246,36,2003,991
Glock-18 | Block-18 (Factory New),536638961925216486,52024475921,2.82,2.46,0.06360527127981,242,,246,36,2003,991
Glock-18 | Block-18 (Factory New),536638961925217314,52024475919,2.82,2.46,0.06222672015429,194,,246,36,2003,991
Glock-18 | Block-18 (Factory New),536638961925213534,52024461171,2.82,2.46,0.06623442471027,80,,246,36,2003,991
Glock-18 | Block-18 (Factory New),508493365417096128,47387809713,2.83,2.47,0.06900013238192,378,,247,36,2003,991
Glock-18 | Block-18 (Factory New),531009462413214530,52389410474,2.83,2.47,0.06799483299255,485,,247,36,2003,991
Glock-18 | Block-18 (Factory New),522003712055648161,52684965869,2.84,2.48,0.06567411124706,449,,248,36,2003,991
Zeus x27 | Olympus (Minimal Wear),594061847514467504,52765406958,6.0,5.22,0.14187562465668,820,,522,78,2003,384
Zeus x27 | Olympus (Minimal Wear),534387162184759272,51042832547,6.02,5.24,0.13983589410782,759,,524,78,2003,384
Zeus x27 | Olympus (Minimal Wear),728043935705909687,52670147225,6.13,5.34,0.14970754086971,683,,534,79,2003,384
Zeus x27 | Olympus (Minimal Wear),508493365434301284,52553424178,6.16,5.37,0.12783500552177,718,,537,79,2003,384
Zeus x27 | Olympus (Minimal Wear),498360355431822214,41456787198,6.16,5.37,0.14612318575382,141,,537,79,2003,384
Zeus x27 | Olympus (Minimal Wear),660489942016406997,51664815284,6.17,5.38,0.12640973925591,699,,538,79,2003,384
Zeus x27 | Olympus (Minimal Wear),493856755082094224,52742523270,6.34,5.52,0.1133540943265,167,,552,82,2003,384
Zeus x27 | Olympus (Minimal Wear),660489942017796021,52855704978,6.5,5.66,0.10002046823502,752,,566,84,2003,384
Zeus x27 | Olympus (Minimal Wear),657112241570660842,52630652096,6.52,5.68,0.09130869805813,297,,568,84,2003,384
Zeus x27 | Olympus (Minimal Wear),666119441550349660,41505875389,6.56,5.71,0.12517823278904,198,,571,85,2003,384
Zeus x27 | Olympus (Minimal Wear),592935946867014764,52743850009,6.81,5.93,0.13654600083828,786,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),592935946867015556,52743850008,6.81,5.93,0.14129848778248,121,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),592935946867008176,52743845494,6.81,5.93,0.13365194201469,965,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),592935946867009508,52743823319,6.81,5.93,0.14570072293282,653,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),592935946867008968,52743823320,6.81,5.93,0.14634522795677,941,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),489353155447219350,52756423948,6.81,5.93,0.13185396790504,989,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),489353155447220502,52756424747,6.81,5.93,0.13217447698116,271,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),519752452931579054,52750001001,6.81,5.93,0.12475112080574,329,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),519752452931580602,52768269859,6.81,5.93,0.13531155884266,405,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),511871153590334643,52743847414,6.81,5.93,0.14334250986576,656,,593,88,2003,384
Zeus x27 | Olympus (Minimal Wear),520878352837085211,52765770988,6.85,5.97,0.11513910442591,514,,597,88,2003,384
Zeus x27 | Olympus (Minimal Wear),659364041383666584,52770640361,6.9,6.0,0.12013720721006,308,,600,90,2003,384
Zeus x27 | Olympus (Minimal Wear),723540336075202518,52620641972,6.9,6.0,0.12634487450123,675,,600,90,2003,384
Zeus x27 | Olympus (Minimal Wear),500605978637532899,50574338862,7.01,6.1,0.14715686440468,609,,610,91,2003,384
Zeus x27 | Olympus (Minimal Wear),523129611975760346,51551867904,7.02,6.11,0.13486331701279,861,,611,91,2003,384
Zeus x27 | Olympus (Minimal Wear),552401560702047345,51608838768,7.02,6.11,0.14934527873993,368,,611,91,2003,384
Zeus x27 | Olympus (Minimal Wear),536638961936942694,52063731194,7.03,6.12,0.1253352612257,409,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),558031060236614200,52515434676,7.03,6.12,0.1498240083456,468,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),492725693706266051,51477626185,7.03,6.12,0.1393925100565,841,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),509618813074503523,51980261891,7.03,6.12,0.14152759313583,506,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),500611613805476821,50913355120,7.03,6.12,0.13432051241398,695,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),534385258682641438,52032490407,7.03,6.12,0.12097644805908,76,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),542266558010091226,50298212556,7.03,6.12,0.14275689423084,491,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),529879860450185473,39988461135,7.03,6.12,0.13618543744087,522,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),524249876750641287,50167115564,7.03,6.12,0.12814471125603,297,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),494982566537013088,52717733620,7.03,6.12,0.1415623575449,181,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),508492913164936892,52659801912,7.03,6.12,0.12439592182636,280,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),509613178090792611,50914492063,7.03,6.12,0.14722113311291,39,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),541142561666371443,52037214704,7.03,6.12,0.11680004000664,335,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),657112241563542310,44916525729,7.03,6.12,0.14165019989014,628,,612,91,2003,384
Zeus x27 | Olympus (Minimal Wear),526507311694933495,52703046794,7.04,6.13,0.11506854742765,887,,613,91,2003,384
Zeus x27 | Olympus (Minimal Wear),527633663833346401,52707397128,7.05,6.14,0.14168974757195,821,,614,91,2003,384
Zeus x27 | Olympus (Minimal Wear),527633663833346833,52702737862,7.05,6.14,0.14570699632168,652,,614,91,2003,384
Zeus x27 | Olympus (Minimal Wear),527633663833346653,52705208209,7.05,6.14,0.14360138773918,759,,614,91,2003,384
Zeus x27 | Olympus (Minimal Wear),501737965975851219,51859019766,7.05,6.14,0.1295031607151,430,,614,91,2003,384
Zeus x27 | Olympus (Minimal Wear),510745253680140350,52718336671,7.05,6.14,0.09384096413851,693,,614,91,2003,384
Zeus x27 | Olympus (Minimal Wear),541142561589085635,52292353477,7.06,6.15,0.13663399219513,179,,615,91,2003,384
Zeus x27 | Olympus (Minimal Wear),550149760948152460,52594795976,7.06,6.15,0.13807259500027,737,,615,91,2003,384
Zeus x27 | Olympus (Minimal Wear),502863413616619806,44412255530,7.06,6.15,0.11758603155613,389,,615,91,2003,384
Zeus x27 | Olympus (Minimal Wear),497233914117590969,52670136814,7.07,6.16,0.14040207862854,207,,616,91,2003,384
Zeus x27 | Olympus (Minimal Wear),657112241565130378,51015178905,7.07,6.16,0.13487394154072,127,,616,91,2003,384
Zeus x27 | Olympus (Minimal Wear),543394361451418693,49420914621,7.07,6.16,0.12083903700113,776,,616,91,2003,384
Zeus x27 | Olympus (Minimal Wear),527633211594872277,52663463913,7.08,6.17,0.13352434337139,606,,617,91,2003,384
Zeus x27 | Olympus (Minimal Wear),544520261384794931,52389933063,7.08,6.17,0.14536456763744,217,,617,91,2003,384
Zeus x27 | Olympus (Minimal Wear),494982114301731180,52653843405,7.09,6.18,0.11808207631111,407,,618,91,2003,384
Zeus x27 | Olympus (Minimal Wear),521998560411994362,51444940726,7.09,6.18,0.12957809865475,912,,618,91,2003,384
Zeus x27 | Olympus (Minimal Wear),515248312609142878,52678678353,7.1,6.19,0.14125753939152,123,,619,91,2003,384
Zeus x27 | Olympus (Minimal Wear),515248312609144606,52678678354,7.1,6.19,0.14784474670887,834,,619,91,2003,384
Zeus x27 | Olympus (Minimal Wear),515248312618086430,52691635456,7.1,6.19,0.11513212323189,997,,619,91,2003,384
Zeus x27 | Olympus (Minimal Wear),532135362441047134,52624487069,7.1,6.19,0.13261468708515,164,,619,91,2003,384
Zeus x27 | Olympus (Minimal Wear),532135362418382038,52580717974,7.1,6.19,0.14894995093346,704,,619,91,2003,384
Zeus x27 | Olympus (Minimal Wear),510738823410614350,50510343175,7.13,6.2,0.13663884997368,680,,620,93,2003,384
Zeus x27 | Olympus (Minimal Wear),510738823410614422,50510342511,7.13,6.2,0.14877440035343,895,,620,93,2003,384
Zeus x27 | Olympus (Minimal Wear),543394361409917965,47725312122,7.16,6.23,0.11984866857529,216,,623,93,2003,384
Zeus x27 | Olympus (Minimal Wear),526507852371663522,52734606484,7.16,6.23,0.09432639926672,976,,623,93,2003,384
Zeus x27 | Olympus (Minimal Wear),559156960113576745,50589576167,7.16,6.23,0.13502952456474,176,,623,93,2003,384
Zeus x27 | Olympus (Minimal Wear),714524901202343571,51001835377,7.16,6.23,0.14599980413914,437,,623,93,2003,384
Zeus x27 | Olympus (Minimal Wear),498360355433212030,52504257328,7.17,6.24,0.14827692508698,155,,624,93,2003,384
Zeus x27 | Olympus (Minimal Wear),510744712967936787,52497660933,7.17,6.24,0.14672899246216,647,,624,93,2003,384
Zeus x27 | Olympus (Minimal Wear),519752364487285278,52603592354,7.17,6.24,0.13929769396782,373,,624,93,2003,384
Zeus x27 | Olympus (Minimal Wear),490472843634387567,51322165906,7.24,6.3,0.1477744281292,432,,630,94,2003,384
Zeus x27 | Olympus (Minimal Wear),651475115902958190,51073921208,7.25,6.31,0.14784736931324,655,,631,94,2003,384
Zeus x27 | Olympus (Minimal Wear),503982792712006951,40633121133,7.29,6.35,0.14027717709541,552,,635,94,2003,384
Zeus x27 | Olympus (Minimal Wear),510745253680142654,52718327703,7.32,6.38,0.09981172531843,748,,638,94,2003,384
Zeus x27 | Olympus (Minimal Wear),652601015917270524,38585269455,7.32,6.38,0.11715357750654,735,,638,94,2003,384
Zeus x27 | Olympus (Minimal Wear),490472843633618967,51402756900,7.39,6.43,0.12283930182457,159,,643,96,2003,384
Zeus x27 | Olympus (Minimal Wear),512990841907753667,51411303901,7.39,6.43,0.14067040383816,29,,643,96,2003,384
Zeus x27 | Olympus (Minimal Wear),528753857002432923,47442747770,7.39,6.43,0.14974783360958,261,,643,96,2003,384
Zeus x27 | Olympus (Minimal Wear),555778625399294031,49319684311,7.39,6.43,0.14936278760433,571,,643,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741570279082,51247236534,7.39,6.43,0.12164108455181,289,,643,96,2003,384
Zeus x27 | Olympus (Minimal Wear),529878490343727096,51058101498,7.4,6.44,0.132792532444,631,,644,96,2003,384
Zeus x27 | Olympus (Minimal Wear),521997191199365442,51171909246,7.41,6.45,0.13046962022781,81,,645,96,2003,384
Zeus x27 | Olympus (Minimal Wear),661606874261380623,50633979056,7.42,6.46,0.13993760943413,528,,646,96,2003,384
Zeus x27 | Olympus (Minimal Wear),506234592359643780,50962686217,7.45,6.49,0.13284674286842,883,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580444366,51271219109,7.45,6.49,0.1289836615324,677,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580453186,51270408317,7.45,6.49,0.11462634056807,832,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580486270,51270049875,7.45,6.49,0.12495394051075,946,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580488970,51270018868,7.45,6.49,0.12409695237875,65,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580507510,51268184725,7.45,6.49,0.12403195351362,513,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580512802,51266929077,7.45,6.49,0.11564400047064,339,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580426582,51272700743,7.45,6.49,0.14258974790573,80,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580428238,51272767538,7.45,6.49,0.13128256797791,79,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580523530,51263386164,7.45,6.49,0.14013454318047,397,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580528966,51261789787,7.45,6.49,0.11543127894402,99,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),494975741580521478,51264110066,7.45,6.49,0.14274869859219,33,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),503989854964683335,52661265007,7.45,6.49,0.13512542843819,257,,649,96,2003,384
Zeus x27 | Olympus (Minimal Wear),491604955255550095,52275911924,7.48,6.51,0.14339739084244,26,,651,97,2003,384
Zeus x27 | Olympus (Minimal Wear),537764861916112735,52421249064,7.49,6.52,0.12999883294106,592,,652,97,2003,384
Zeus x27 | Olympus (Minimal Wear),553527460642891748,47794928254,7.5,6.53,0.11282323300838,44,,653,97,2003,384
Zeus x27 | Olympus (Minimal Wear),522002263273868456,52568612623,7.52,6.55,0.1373842805624,433,,655,97,2003,384
AK-47 | Searing Rage (Minimal Wear),511871153592950259,50353700023,8.97,7.8,0.146110907197,300,,780,117,2003,416
AK-47 | Searing Rage (Minimal Wear),726918035799289834,52741424712,9.03,7.86,0.13319638371468,792,,786,117,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355432917118,52772337920,9.04,7.87,0.13116073608398,437,,787,117,2003,416
AK-47 | Searing Rage (Minimal Wear),589558247157301552,52730023271,9.33,8.12,0.14602129161358,722,,812,121,2003,416
AK-47 | Searing Rage (Minimal Wear),729169836320223041,43844524768,9.61,8.37,0.14872497320175,981,,837,124,2003,416
AK-47 | Searing Rage (Minimal Wear),527633663843580877,52757912747,9.75,8.49,0.14557749032974,25,,849,126,2003,416
AK-47 | Searing Rage (Minimal Wear),527633663843593225,52757932968,9.75,8.49,0.12371934950352,120,,849,126,2003,416
AK-47 | Searing Rage (Minimal Wear),527633663843606977,52757972403,9.75,8.49,0.14059787988663,938,,849,126,2003,416
AK-47 | Searing Rage (Minimal Wear),503989854959964167,52495935013,9.77,8.5,0.14409370720387,406,,850,127,2003,416
AK-47 | Searing Rage (Minimal Wear),527633663838307741,52748820649,9.79,8.52,0.13281166553497,858,,852,127,2003,416
AK-47 | Searing Rage (Minimal Wear),659364041377339908,51648854273,9.83,8.56,0.14995796978474,866,,856,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498359814019981648,51730636587,9.83,8.56,0.13866648077965,554,,856,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425049894,52610395030,9.84,8.57,0.13018621504307,813,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425049030,52612109837,9.84,8.57,0.1467958688736,295,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425049786,52610415994,9.84,8.57,0.13993637263775,670,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425045790,52661393111,9.84,8.57,0.13529577851295,888,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425044854,52689383837,9.84,8.57,0.14432749152184,701,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425046114,52641583942,9.84,8.57,0.13193579018116,252,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425046402,52639354391,9.84,8.57,0.13661639392376,594,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425046942,52638600651,9.84,8.57,0.14434322714806,636,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425049498,52610853923,9.84,8.57,0.13624170422554,449,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355425047230,52612315460,9.84,8.57,0.14159145951271,402,,857,127,2003,416
AK-47 | Searing Rage (Minimal Wear),511871153590607883,52593398172,9.9,8.61,0.12979662418365,422,,861,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263143963212,52339299289,9.93,8.64,0.13775163888931,944,,864,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263143963500,52341113810,9.93,8.64,0.14965614676476,163,,864,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263143963392,52335033251,9.93,8.64,0.14116232097149,292,,864,129,2003,416
AK-47 | Searing Rage (Minimal Wear),509618813088817627,52647664766,9.95,8.66,0.14158234000206,327,,866,129,2003,416
AK-47 | Searing Rage (Minimal Wear),509618813088817699,52586321143,9.95,8.66,0.13830879330635,974,,866,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213689884,52462523361,9.98,8.69,0.1421135365963,820,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213690244,52471348880,9.98,8.69,0.14640194177628,314,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213689596,52461185275,9.98,8.69,0.13253626227379,766,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213689848,52382493235,9.98,8.69,0.14173538982868,631,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213690496,52385462143,9.98,8.69,0.14982691407204,858,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),522002263213689524,52388729099,9.98,8.69,0.13241036236286,277,,869,129,2003,416
AK-47 | Searing Rage (Minimal Wear),555778625397091911,52436184575,10.0,8.7,0.14146083593369,254,,870,130,2003,416
AK-47 | Searing Rage (Minimal Wear),543394361361652261,51680441504,10.04,8.74,0.13407470285892,248,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),528757662700725112,49944658922,10.04,8.74,0.14818102121353,679,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),525379962895157019,52076450528,10.04,8.74,0.14218623936176,73,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),553527460567706180,50508656081,10.04,8.74,0.14370279014111,577,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),520875728290027860,52443985311,10.04,8.74,0.13904599845409,615,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),658238141477218595,45903833519,10.04,8.74,0.13890537619591,608,,874,130,2003,416
AK-47 | Searing Rage (Minimal Wear),523128163039600758,52212619798,10.16,8.84,0.14385876059532,927,,884,132,2003,416
AK-47 | Searing Rage (Minimal Wear),497233914091978877,52298058577,10.16,8.84,0.12833005189896,96,,884,132,2003,416
AK-47 | Searing Rage (Minimal Wear),556904525313032120,52275936127,10.17,8.85,0.13665625452995,815,,885,132,2003,416
AK-47 | Searing Rage (Minimal Wear),523130064206081517,52546242095,10.17,8.85,0.13296815752983,38,,885,132,2003,416
AK-47 | Searing Rage (Minimal Wear),525379962853252551,52323821716,10.19,8.87,0.14903189241886,151,,887,132,2003,416
AK-47 | Searing Rage (Minimal Wear),523129611949337246,51873245532,10.23,8.9,0.12293145060539,339,,890,133,2003,416
AK-47 | Searing Rage (Minimal Wear),515248312599105646,52624110710,10.23,8.9,0.14852079749107,683,,890,133,2003,416
AK-47 | Searing Rage (Minimal Wear),536637692569700544,51994120293,10.23,8.9,0.14980489015579,371,,890,133,2003,416
AK-47 | Searing Rage (Minimal Wear),550149760830019864,49841296900,10.27,8.94,0.12867985665798,880,,894,133,2003,416
