item,tier,listing_id,asset_id,ask,ask_seller_net,float_value,paint_seed,base_eur,predicted_eur,avg_discount,pred_smooth_eur,pred_segmented_eur,pred_hybrid_eur,pred_smooth_eur_disc,pred_segmented_eur_disc,pred_hybrid_eur_disc,spread_smooth,spread_segmented,spread_hybrid,spread_smooth_disc,spread_segmented_disc,spread_hybrid_disc,opportunity_pass,opportunity_fail_count,opportunity_fail_reasons,continuity_ratio,n_fit_clean,n_fit_raw,fit_outlier_n,fit_splits_n,steam_turnover_proxy,scm_total_listings,steam_sales_7d_n,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_daily_downside_14d_pct,asset_properties_json,converted_price,converted_fee,converted_currencyid,base_usd,predicted_usd,quantity,fx_usd_to_eur,fx_source,base_collected_at_utc,status,error,status_risk,error_risk,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc,rel_smooth,rel_segmented,rel_hybrid
M4A4 | Poly Mag (Factory New),B,518621391588456780,51734195609,1.95,1.7,0.03580574691296,655,2.15535,2.2070784,-0.0154921094264415,2.2423297120507186,2.2487372321937373,2.2468149761508314,2.2770681293199693,2.283574915466196,2.2816228796223275,-0.14991267284652232,-0.15319858061217295,-0.15221280828247763,-0.16772724580511245,-0.17106405921343382,-0.17006301519093725,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,170,25,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.0403552611180174,0.04332810550200066,0.04243625218680568
M4A4 | Poly Mag (Factory New),B,519747291490429026,51751003621,2.22,1.94,0.02010840363801,818,2.15535,2.2070784,-0.0154921094264415,2.2459192539360604,2.2360473335227598,2.23900890964675,2.2807132807809896,2.2706884234963973,2.273695880681775,-0.011675339610837998,-0.007228528613855589,-0.00856257191295029,-0.02734832467612125,-0.022832623196575197,-0.024187333640439235,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,194,28,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.0420206713230152,0.03744047765920153,0.038814535758345634
M4A4 | Poly Mag (Factory New),B,514117791961030407,50854217727,2.32,2.02,0.05875559151173,717,2.15535,2.2070784,-0.0154921094264415,2.247489389436272,2.262680799727871,2.258123376640391,2.282307740992185,2.2977344982743633,2.2931064710897098,0.031254573518848194,0.024706551841434776,0.026670958344658935,0.016246663365437564,0.009597199019670932,0.011592038323400944,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,202,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.04274915416812694,0.049797387768980086,0.047682917688724145
M4A4 | Poly Mag (Factory New),B,526502690930053919,51697765061,2.35,2.05,0.05280140414834,398,2.15535,2.2070784,-0.0154921094264415,2.2552803129689387,2.2629665613549865,2.260660686839172,2.290219362364753,2.298024686951876,2.2956830895757387,0.04030624980045161,0.0370355058063887,0.03801672900460773,0.025438569206488126,0.02211715448856344,0.023113578903940946,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.046363844836773055,0.049929970239165934,0.04886013261844807
M4A4 | Poly Mag (Factory New),B,518621391585329280,28957615369,2.32,2.02,0.06584665179253,917,2.15535,2.2070784,-0.0154921094264415,2.2350004563566688,2.222639881423651,2.2263480539035565,2.269625327994693,2.257073261682239,2.2608388815759755,0.036637734329022065,0.04196556835187448,0.040367218145018646,0.02171322069194248,0.027123594102483106,0.025500482079320874,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,202,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.03695476667672022,0.031219932458139487,0.03294038272371371
M4A4 | Poly Mag (Factory New),B,508488292421784966,50462764240,2.35,2.05,0.0610146895051,670,2.15535,2.2070784,-0.0154921094264415,2.2438605655734105,2.25653915600541,2.2527355788758108,2.2786226989929506,2.291497707535296,2.287635204972593,0.0451657167772721,0.03977057191259148,0.04138911537199541,0.030373319577467917,0.024894592538172056,0.026538210649960425,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.041065518627327754,0.04694789987956033,0.045183185503890555
M4A4 | Poly Mag (Factory New),B,526502690930053847,51698010995,2.35,2.05,0.04213409498334,852,2.15535,2.2070784,-0.0154921094264415,2.249983136875791,2.247889400901821,2.248517521694012,2.284840121839919,2.2827139494791298,2.283351801187367,0.042560367286897494,0.0434513187651826,0.04318403332169707,0.027727607727694115,0.028632361923774607,0.02836093566495035,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.04390615764297738,0.042934744195523296,0.043226168229759526
M4A4 | Poly Mag (Factory New),B,526502690930054207,51687188567,2.35,2.05,0.04409121349454,137,2.15535,2.2070784,-0.0154921094264415,2.2517877989434094,2.2470110110083366,2.2484440473888583,2.2866727419297668,2.281821951473297,2.2832771886102377,0.04179242598152799,0.04382510169858023,0.043215298983464545,0.026947769391588605,0.029011935543277967,0.028392685697771203,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.04474345184930972,0.04252720486618738,0.043192078961124085
M4A4 | Poly Mag (Factory New),B,508488292421785686,50462372271,2.35,2.05,0.04326847568154,370,2.15535,2.2070784,-0.0154921094264415,2.2510799586748558,2.2470252459284583,2.2482416597523773,2.285953935722316,2.2818364069223587,2.2830716655623458,0.04209363460644444,0.04381904428576244,0.04330142138196713,0.027253644373482544,0.029005784288358094,0.028480142313895507,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.04441504102575277,0.04253380932491625,0.0430981788351672
M4A4 | Poly Mag (Factory New),B,508488292421784282,50463660112,2.35,2.05,0.03875321894884,103,2.15535,2.2070784,-0.0154921094264415,2.2458720650437445,2.2492365593102273,2.2482272110302826,2.2806653608331904,2.284081978213014,2.283056992999067,0.04430975955585348,0.04287805986798843,0.04330756977434791,0.02950410177311047,0.028050222037015238,0.028486385957843807,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.04199877748103304,0.043559774194551905,0.04309147518049625
M4A4 | Poly Mag (Factory New),B,526502690930053811,51698795911,2.35,2.05,0.04578831419349,631,2.15535,2.2070784,-0.0154921094264415,2.252826842733258,2.24612661817156,2.2481366855400693,2.2877278826997065,2.280923857525917,2.2829650650780535,0.04135027968797533,0.04420143907593199,0.04334609125954503,0.02649877331927386,0.029394103180460873,0.02852550422210487,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.045225528444687864,0.04211688040065879,0.04304947481386752
M4A4 | Poly Mag (Factory New),B,526502690930054171,51697765029,2.35,2.05,0.06240624189377,122,2.15535,2.2070784,-0.0154921094264415,2.241470833326211,2.2488007688265146,2.2466017881764233,2.276195944752278,2.2836394364154406,2.2814063889164915,0.046182624116505866,0.04306350262701508,0.043999239073862495,0.0314059809564774,0.028238537695557175,0.02918877067383341,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,205,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.03995677422516595,0.04335758407057524,0.042337341116952455
M4A4 | Poly Mag (Factory New),B,523124991207433168,51715853161,2.37,2.07,0.0584273301065,772,2.15535,2.2070784,-0.0154921094264415,2.2479920412049226,2.26335442328175,2.258745708658702,2.282818179897039,2.2984185576780516,2.293738444343748,0.05148015139032802,0.04499813363639238,0.04694273896257295,0.03678557810251526,0.030203140220231406,0.032177871584916584,True,0,-,1.2592810978123676,167,171,4,2,7.64,377,382,4.680893234672309,0.9531415343915344,0.0,,207,30,2003,2.5,2.56,825,0.86214,Frankfurter 2026-05-21 (ECB),2026-05-22T06:26:53.309812+00:00,ok,,ok,,best_deal,2026-04-17T23:18:58.681153+00:00,3.97,,50,True,8,-0.009515570934256,4.7725,4.6975,1/1,3.0272,3.024,2.8823,2.999,3.106,3.145,0.068,4.283,3.534619450317117,8.677986257928124,-0.0435707669235867,-0.159846547314578,-0.1184166387118416,-0.0159712409536991,-0.1132409230723467,0.5015220700152208,7,3,2026-05-23T01:36:22.251416+00:00,0.0429823653721775,0.050109923345048636,0.04797165595318729
