item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc
AK-47 | Aquamarine Revenge (Minimal Wear),ok,,best_deal,2026-04-17T00:32:58.323907+00:00,73.6,,50,True,8,-0.0014349808811427,0.0004162619675314,72.48875,72.3825,1/1,87.6595,86.245,82.0838,83.2715,90.1,92.1274,79.843,111.96,63,7.789800306869184,11.45751458769443,4.747004032649067,0.9517514058786016,1.26,-0.0418228524246853,0.0511872210147468,0.009686235556229,-0.0022151089306204,,0.1032476086195302,0.0676367436095533,7,3,2026-04-27T02:26:55.617767+00:00
M4A1-S | Glitched Paint (Factory New),ok,,best_deal,2026-04-17T21:24:21.274022+00:00,15.19,,50,True,8,-0.0011291371893884,-0.0009669102740499,15.51125,15.49375,1/1,15.6741,15.479,14.9104,15.1258,15.9558,16.829,12.509,20.737,342,5.295359861172253,12.24057521643987,3.627640502484991,0.9632663608760256,6.84,-0.0195192209605495,-0.0102429415627052,-0.1320320147406,-0.0150106068133551,-0.0672114663250592,0.2051877404802973,0.0,7,3,2026-04-27T02:50:50.784448+00:00
M4A1-S | Leaded Glass (Minimal Wear),ok,,best_deal,2026-04-17T22:08:41.994177+00:00,10.67,,50,True,8,0.0140941291506441,0.0154620611631108,10.49,10.64,1/1,12.871,12.778,12.054,12.427,13.384,13.68,11.358,16.175,422,7.435319710978174,12.633051044984844,5.625048558775543,0.9433401158240726,8.44,-0.0226569165511499,0.0827971002687955,0.0505373794847481,0.0039948625119968,0.0234934429544557,0.0823710836122917,0.0764659420017303,7,3,2026-04-27T02:50:59.885599+00:00
M4A1-S | Party Animal (Factory New),ok,,best_deal,2026-04-17T22:13:38.967899+00:00,87.6,,50,True,8,-0.0196917808219179,-0.0230593607305936,89.325,87.6,1/1,84.9965,85.586,75.763,79.685,91.5265,94.3562,70.221,99.391,187,13.931750130887735,21.87525368691652,11.55694646250139,0.8852265557450986,3.74,-0.12174567861345,0.1313380961575594,-0.0681143438798879,-0.0003708875096198,-0.0315052541670486,0.2625614418350627,0.1160909339158929,7,3,2026-04-27T02:51:07.696987+00:00
M4A1-S | Player Two (Field-Tested),ok,,best_deal,2026-04-17T22:14:24.192184+00:00,58.88,,50,True,8,0.1082003116532106,0.1024151881140538,67.24375,75.41624999999999,1/1,68.4644,68.484,64.009,66.301,71.068,73.3084,6.801,82.002,205,6.962742680867716,13.582825526843155,6.536243653636042,0.9346562700776824,4.1,0.0569892786388089,-0.0345799794183572,-0.0436664758207538,-0.0116055168696747,-0.0130554151234381,0.1390981835173178,0.0623503300040884,7,3,2026-04-27T02:51:16.002360+00:00
M4A1-S | Vaporwave (Field-Tested),ok,,best_deal,2026-04-17T22:17:12.398169+00:00,58.72,,50,True,8,0.0038136713745701,0.002230667547918,60.1275,60.35875,1/1,68.0756,67.597,62.7848,65.663,70.619,74.1482,60.596,78.632,175,7.280141489755512,16.692324415796566,7.068905745964776,0.9288104501679068,3.5,-0.0538111358095707,0.0486560054440285,-0.0395501659779149,-0.0028338926054324,-0.0032756522233577,0.1213074514008408,0.0662331066783284,7,3,2026-04-27T02:51:23.464464+00:00
M4A4 | Bullet Rain (Field-Tested),ok,,best_deal,2026-04-17T22:20:45.523492+00:00,83.75,,50,True,8,-0.0104265117536841,-0.013860161087194,84.4825,83.60875,1/1,96.1442,95.8025,94.2139,94.7215,98.047,98.1169,94.013,98.28,8,3.458866993536782,4.059527251773904,1.6523097597150944,0.9834179692596748,0.16,-0.0256604495662966,-0.0179199771538139,0.0086788914902866,0.0037983534198108,,0.2700072697060961,0.0449475542631632,7,3,2026-04-27T02:51:34.012412+00:00
M4A4 | Choppa (Factory New),ok,,best_deal,2026-04-17T22:21:45.069003+00:00,3.13,,50,True,8,0.0294604765872299,0.0272644778089423,3.24125,3.34,1/1,3.1687,3.115,2.914,2.962,3.359,3.436,2.803,3.54,997,12.528797298576697,16.473632720042914,6.343295357717678,0.9354735152487962,19.94,-0.0075529434430904,0.0086296168450121,-0.1644266514154989,-0.027953461475785,-0.0892023882128068,0.2546201232032855,0.0085557837097879,7,3,2026-04-27T02:51:45.221772+00:00
M4A4 | Cyber Security (Field-Tested),ok,,best_deal,2026-04-17T22:22:51.994970+00:00,27.28,,50,True,8,-0.0475925499883104,-0.0463314028722987,28.495,27.2,1/1,29.9005,29.3045,28.062,28.6107,31.195,32.6905,24.982,34.221,46,8.642999280948475,15.47967425293891,4.155448905536695,0.9576003685440804,0.92,-0.0834810144696063,-0.0833822665883735,-0.1954096173670487,-0.0235000083324905,-0.0729311677563115,0.2450917586765647,0.0,7,3,2026-04-27T02:51:53.460753+00:00
M4A4 | Desert-Strike (Field-Tested),ok,,best_deal,2026-04-17T23:06:06.347957+00:00,32.02,,50,True,8,0.0034523561611998,-0.004916290193994,34.595,34.72375,1/1,41.0194,41.421,39.1872,40.161,42.15,42.263,35.896,42.758,57,4.8489251427373325,7.498403194585979,5.445715929535786,0.9460708336351126,1.14,-0.0443965276671742,-0.0516833183389364,-0.0415859115162826,-0.0030433573130802,,0.073274247909125,0.0,7,3,2026-04-27T02:52:03.944471+00:00
M4A4 | Desert-Strike (Minimal Wear),ok,,best_deal,2026-04-17T23:06:09.459652+00:00,40.74,,50,True,8,-0.0025070573474822,-0.0097174618214515,41.99125,41.8675,1/1,47.2254,47.886,41.614,45.652,49.59,50.5788,41.614,52.264,35,8.338732969969556,18.983004908375587,13.28098862053049,0.869022261203692,0.7,-0.1307079651252216,-0.1081016821541083,-0.0824968152866242,-0.0215056175858329,-0.0684225672691357,0.2619126957680774,0.0755525935799178,7,3,2026-04-27T02:52:15.415293+00:00
M4A4 | Evil Daimyo (Factory New),ok,,best_deal,2026-04-17T23:07:36.826852+00:00,13.72,,50,True,8,0.0233427774113545,0.0221038615856721,13.6325,13.95875,1/1,14.2826,14.179,13.512,13.5895,14.619,14.8979,12.222,25.067,238,7.208071359556387,9.703415344545109,4.670018063937937,0.9529586007475844,4.76,-0.0081489535595606,0.6811340055531199,0.5183791988385138,0.0461014993966169,0.1653141638229915,0.4101182197496523,0.4101182197496523,7,3,2026-04-27T02:52:25.556838+00:00
M4A4 | Evil Daimyo (Field-Tested),ok,,best_deal,2026-04-17T23:07:39.828836+00:00,3.45,,50,True,8,-0.0162331692719185,-0.0158045977011493,3.57125,3.51375,1/1,4.1813,4.186,4.051,4.096,4.247,4.305,3.675,4.664,1027,3.611317054504575,6.074665773802395,3.2286609427689896,0.9677496416626852,20.54,-0.0218548647203691,-0.0143901863647086,0.0038443056222969,0.002741635587024,0.0059474968257602,0.0574437529918621,0.0359023456199139,7,3,2026-04-27T02:52:34.915309+00:00
M4A4 | Faded Zebra (Minimal Wear),ok,,best_deal,2026-04-17T23:09:38.350369+00:00,20.27,,49,False,8,0.024348450204521,0.0057674794341151,21.26375,21.81,1/1->1/1,22.2389,22.469,21.6158,22.059,22.469,22.478,21.371,22.572,15,1.84361636591738,3.8769903187657726,3.836520691221243,0.9620276825848948,0.3061224489795918,-0.0116970788285839,-0.0220303529307045,-0.0685430884659404,-0.0077742414874354,,0.1766633293892783,0.1030763629744243,7,3,2026-04-27T02:52:45.269366+00:00
M4A4 | Hellish (Well-Worn),ok,,best_deal,2026-04-17T23:13:14.370282+00:00,22.0,,50,True,8,-0.0380051285138502,-0.0391720350589812,23.78625,22.91125,1/1,30.8117,31.115,25.998,29.962,32.379,34.064,23.666,36.392,217,7.844422735519293,26.17836730852241,16.607327735892525,0.8355455568053994,4.34,-0.1895275807322043,0.0739816325877571,0.3325525072458015,0.0227579937340799,0.0945706637557679,0.25975032029318,0.25975032029318,7,3,2026-04-27T02:52:52.681353+00:00
M4A4 | Jungle Tiger (Minimal Wear),ok,,best_deal,2026-04-17T23:15:16.873519+00:00,41.25,,33,False,8,0.0295942577543316,0.020939815566205,43.6275,45.13625,1/1->1/1,39.3861,39.2335,38.1544,38.554,40.062,42.6198,35.007,42.933,12,3.82876192362279,11.337502316807187,2.7397990661680054,0.9724954439445882,0.3636363636363636,0.0048902385706006,0.1088883719728102,0.0273085349647419,0.0067244069741238,,0.1932220771955994,0.1065634905836286,7,3,2026-04-27T02:53:01.295641+00:00
M4A4 | Magnesium (Factory New),ok,,best_deal,2026-04-17T23:15:38.915918+00:00,8.35,,50,True,8,0.0214338713858118,0.0172085250188087,9.52375,9.735,1/1,8.7509,8.585,8.188,8.3733,9.084,9.572,7.592,12.431,184,8.121450365105295,15.8155161183421,4.536676227588023,0.9537565521258008,3.68,-0.0105279738285859,-0.0064843197359113,-0.1326677645121449,-0.0265844575918118,,0.1618606858905896,0.0036786519520587,7,3,2026-04-27T02:53:09.381340+00:00
M4A4 | Neo-Noir (Battle-Scarred),ok,,best_deal,2026-04-17T23:18:24.957464+00:00,31.02,,32,False,8,-0.0141329357084121,-0.0161394578275124,31.68875,31.24875,1/1->1/1,36.3291,36.942,33.3598,35.202,38.364,38.68,28.254,39.3,130,8.703766402140431,14.64445857453116,9.860414929078894,0.903031779546316,4.0625,-0.0986497842747465,-0.0425897255453905,-0.0112503270443908,-0.0113380234233256,-0.0364481839099357,0.1349523697518521,0.0,7,3,2026-04-27T02:53:16.769400+00:00
M4A4 | Neo-Noir (Field-Tested),ok,,best_deal,2026-04-17T23:18:32.949552+00:00,39.59,,50,True,8,0.0507236376720948,0.0476735350402723,48.33,50.885000000000005,1/1,45.062,45.244,42.097,43.19,46.887,47.585,35.885,55.56,333,8.204251919577478,12.178775908747946,6.983711331054988,0.9304438157545752,6.66,-0.001428900245803,0.1001229213535264,0.0469463879753679,-0.0035108054022087,-0.0060174364301965,0.1263228907534681,0.0910106674537251,7,3,2026-04-27T02:53:26.997243+00:00
M4A4 | Neo-Noir (Minimal Wear),ok,,best_deal,2026-04-17T23:18:38.288733+00:00,61.47,,50,True,8,-0.0009972630627927,-0.000568503232755,61.41375,61.3525,1/1,71.71,71.07,67.3947,70.419,72.407,76.148,7.376,94.663,122,2.772277227722772,12.206526286431457,5.1252266071677495,0.9482861967074716,2.44,-0.0415183602830395,-0.0396807426695347,-0.0815580759548493,-0.0092129124327688,-0.0481273594838612,0.1627468317123489,0.0089890951959917,7,3,2026-04-27T02:53:36.927983+00:00
M4A4 | The Emperor (Field-Tested),ok,,best_deal,2026-04-18T00:17:10.242722+00:00,58.98,,50,True,8,0.0692197071216058,0.0666053024060042,74.2675,79.79124999999999,1/1,70.218,69.522,65.71,67.651,73.293,75.8956,54.131,77.179,174,8.034976786578953,14.505682303682828,5.428807428294756,0.945168435890797,3.48,0.0279571931186211,-0.0464284696697723,-0.0509308491783287,-0.0191664779027684,,0.1237319787853887,0.0,7,3,2026-04-27T02:53:45.393476+00:00
M4A4 | The Emperor (Minimal Wear),ok,,best_deal,2026-04-18T00:17:15.809246+00:00,77.51,,50,True,8,-0.0463672348080002,-0.0500932157618471,81.6,77.98875,1/1,92.647,91.5275,86.135,88.2965,96.999,99.1984,82.644,114.316,84,9.393180567098772,14.10018673027729,5.8204798860189735,0.941083280981126,1.68,-0.0960093377876141,0.0848139080433951,-0.0172050668972885,0.000242230324844,,0.1477006853427749,0.0859370147214111,7,3,2026-04-27T02:53:53.644526+00:00
M4A4 | Turbine (Factory New),ok,,best_deal,2026-04-18T00:19:30.305061+00:00,35.66,,50,True,8,-0.0200258082936913,-0.0183429540277489,36.84625,36.1225,1/1,36.8241,36.8915,34.4243,34.693,37.2838,38.7932,32.349,61.018,64,7.03560983160485,11.86424108124841,6.699960080490761,0.9331228060664382,1.28,-0.0798667121585898,-0.0418627969807536,-0.145808502185141,-0.0117721620359371,-0.0784001777280667,0.294186046511628,0.0,7,3,2026-04-27T02:54:02.864034+00:00
M4A4 | Turbine (Minimal Wear),ok,,best_deal,2026-04-18T00:19:38.380930+00:00,3.81,,50,True,8,-0.0233210375797269,-0.0276604973973395,4.22125,4.12125,1/1,4.5845,4.521,4.342,4.402,4.717,4.9284,3.995,6.328,379,6.870978296433624,12.790925946122812,3.904460682735309,0.9604069896040698,7.58,-0.0436958986501058,0.023334081220552,-0.0622944078947368,-0.0080319960201487,,0.1140100855075642,0.0475772856829643,7,3,2026-04-27T02:54:09.995675+00:00
M4A4 | 龍王 (Dragon King) (Minimal Wear),ok,,best_deal,2026-04-18T00:22:13.045191+00:00,27.65,,50,True,8,-0.0237369090888265,-0.022907270712714,28.68375,28.01625,1/1,33.3347,33.478,30.982,32.2095,34.462,35.439,25.429,40.759,163,6.757222953858907,13.370451811475734,7.487693004586819,0.9254435748849992,3.26,-0.0860256471526403,0.0914891620531106,0.0504199151139341,0.0019828771658496,0.0120622295121572,0.0838204951856946,0.0838204951856946,7,3,2026-04-27T02:54:19.086814+00:00
MAC-10 | Carnivore (Factory New),ok,,best_deal,2026-04-18T00:28:42.101270+00:00,10.83,,22,False,8,0.0509526742141784,0.0333974622197212,13.73125,14.51,1/1->1/1,9.599,9.32,8.7305,8.983,9.551,11.341,7.692,11.401,54,5.917283050317737,27.195541202208563,6.141264715074497,0.9367489270386266,2.4545454545454546,0.0003078452926051304,0.040843064653944605,-0.23329976502181948,-0.03547483388319223,-0.1020932242180419,0.42737521891418573,0.03924036777583181,7,3,2026-04-27T03:12:44.552972+00:00
MAC-10 | Fade (Factory New),ok,,best_deal,2026-04-18T01:55:49.288593+00:00,78.96,,50,True,8,0.0107194762936556,0.0055091387686552,80.72125,81.63,1/1,86.9764,86.193,84.474,85.0435,87.9085,89.743,75.005,109.004,47,3.2939969922875734,6.057965149166891,1.9763981953725311,0.9800563850892765,0.94,-0.00328847106146519,0.029820136253270846,-0.012288178704258468,0.0037270708225617876,-0.011683613949034832,0.08540493521952117,0.028956645149475817,7,3,2026-04-27T03:12:55.455023+00:00
MAC-10 | Heat (Factory New),ok,,best_deal,2026-04-18T01:58:32.821614+00:00,26.85,,50,True,8,0.0005375675769487,-0.005196500970257,28.5225,28.52375,1/1,29.0876,29.2,26.9805,28.366,30.0297,30.1934,23.811,35.99,20,5.71961935670182,11.045600187021279,7.630399207909901,0.9239897260273973,0.4,-0.07284386378858554,-0.149645031310506,-0.19389509888220124,-0.029467245587854105,-0.07906848599586769,0.29117948717948705,0.0,7,3,2026-04-27T03:13:02.336281+00:00
MAC-10 | Malachite (Factory New),ok,,best_deal,2026-04-18T02:06:27.287124+00:00,16.93,,50,True,8,0.0159092696362383,0.0140766016093895,17.715,17.9975,1/1,16.0892,16.311,14.739,14.961,16.91,17.3022,12.194,20.691,63,12.113716033115379,15.931183651144856,9.770529299157191,0.9036233216847527,1.26,-0.07471385457238561,0.06850456803975002,-0.1329275271838094,-0.012430631501215943,-0.0570415336853477,0.29155166206648264,0.10230409216368655,7,3,2026-04-27T03:13:11.101313+00:00
MAC-10 | Propaganda (Field-Tested),ok,,best_deal,2026-04-18T02:13:18.610659+00:00,44.1,,50,True,8,-0.0166471365377328,-0.0147636019512328,44.6825,43.9425,1/1,49.5482,49.451,47.0534,48.118,50.887,52.4454,45.68,52.588,13,5.588497664900034,10.882332758808586,4.838924521980611,0.9515156417463753,0.26,-0.06302897085518765,-0.02015138305460895,-0.008302416524616496,-0.008887462855521808,-0.019515019551845647,0.1519888374350368,0.06280964995652265,7,3,2026-04-27T03:13:18.250598+00:00
MAC-10 | Sienna Damask (Factory New),ok,,best_deal,2026-04-18T02:17:06.418916+00:00,3.44,,50,True,8,0.1017248385416821,0.0730337078651686,3.8125,4.285,1/1,3.3275,3.222,3.031,3.111,3.444,3.769,2.991,3.853,333,10.007513148009007,22.178812922614576,5.740045078888048,0.9407200496585972,6.66,0.06200896314545369,-0.006781750924784169,-0.10450250138966088,-0.04033025324595213,,0.25108628181253884,0.060211049037864665,7,3,2026-04-27T03:13:25.243152+00:00
MAC-10 | Surfwood (Factory New),ok,,best_deal,2026-04-18T02:21:20.767185+00:00,12.66,,50,True,8,0.0843895605679248,0.0853655135951493,13.7525,15.02125,1/1,12.6409,12.222,11.7308,12.008,13.6958,14.0571,11.504,14.093,12,13.3518974123678,18.40296181442777,3.8857992706215474,0.9598101783668794,0.24,0.04740000156495403,-0.05874652266404845,-0.1857304643261608,-0.03096091521816822,,0.2622566063977748,0.0,7,3,2026-04-27T03:13:33.737990+00:00
MAC-10 | Surfwood (Field-Tested),ok,,best_deal,2026-04-18T02:21:33.017736+00:00,5.76,,19,False,8,-0.0031710614934521,-0.0062056737588652,5.64375,5.62625,1/1->1/1,6.2581,6.299,5.8272,5.957,6.436,6.5754,5.641,7.061,19,7.654080311915759,11.955705405794086,7.539029417874435,0.9250992220987458,1.0,-0.07254075575891683,0.10498755257962045,0.07733511884834288,-0.00451892982441819,,0.19212243629583584,0.09501243008079545,7,3,2026-04-27T03:13:41.936686+00:00
MAC-10 | Toybox (Minimal Wear),ok,,best_deal,2026-04-18T02:24:57.699345+00:00,37.26,,23,False,8,-0.0377895586294811,-0.0280021750951604,37.7325,36.36,1/1->1/1,36.1375,35.641,34.913,35.1495,36.824,38.007,33.46,40.008,11,4.633690764441354,8.56174334140436,2.0145278450363238,0.9795740860245222,0.4782608695652174,-0.0545398154593511,-0.017981326018895682,-0.16590577493293168,-0.014268438699199804,,0.2030668096151677,0.004161494188015121,7,3,2026-04-27T03:13:52.472937+00:00
MAG-7 | Bulldozer (Minimal Wear),ok,,best_deal,2026-04-18T03:12:01.467805+00:00,38.83,,50,True,8,0.0448812000614605,0.0428149390443738,43.79625,45.845,1/1,53.06,51.28,49.4072,50.1095,55.1205,57.4248,48.939,58.961,3,9.444025631360727,15.110441010177148,3.5295891443648664,0.9634789391575663,0.06,0.010091425923107243,-0.13027255304353724,0.12656253432632525,0.02569190160336988,,0.30089703588143524,0.14773790951638066,7,3,2026-04-27T03:14:03.123591+00:00
MAG-7 | Monster Call (Factory New),ok,,best_deal,2026-04-18T03:29:14.551986+00:00,6.36,,50,True,8,-0.0239896862898951,-0.0174377914671582,6.7175,6.5600000000000005,1/1,7.5952,7.692,6.982,7.171,7.863,7.9105,6.096,16.16,166,9.111017484727197,12.224826206024852,9.348009269012007,0.9076963078523141,3.32,-0.10476010404371694,1.0709983339741127,1.0507614213197969,0.06653296558935784,0.33450498493572134,0.5665841584158416,0.5665841584158416,7,3,2026-04-27T03:14:13.382310+00:00
MAG-7 | Navy Sheen (Factory New),ok,,best_deal,2026-04-18T03:29:38.193683+00:00,3.02,,50,True,8,0.1189054596702358,0.1236940298507462,3.365,3.81625,1/1,2.3845,2.385,1.88,2.043,2.586,2.897,1.846,3.12,413,22.772069616271743,42.65045082826588,21.17844411826378,0.7882599580712788,8.26,-0.07354676177876332,0.16980664352999497,-0.1927813889839206,-0.027471102552312165,-0.11224274490201247,0.7861835134562405,0.1451578724305996,7,3,2026-04-27T03:14:25.057583+00:00
MAG-7 | SWAG-7 (Factory New),ok,,best_deal,2026-04-18T04:15:41.540004+00:00,7.6,,50,True,8,-0.0146481635703331,-0.0257694608023555,8.455,8.31875,1/1,10.6979,10.786,9.911,10.4505,10.88,11.1682,7.044,15.076,55,4.014806644294683,11.751839146000625,8.17917535217192,0.9188763211570554,1.1,-0.08999553119737393,-0.035312134041978305,-0.044265952699687694,-0.003201921046559713,0.057625643956436656,0.31552899430385656,0.2684657764497152,7,3,2026-04-27T03:14:32.339071+00:00
MAG-7 | Silver (Factory New),ok,,best_deal,2026-04-18T04:18:53.080469+00:00,29.88,,38,False,8,0.0461557520324871,0.0625865288249722,34.08375,35.78625,1/1->1/1,31.6127,31.4875,28.3695,29.9755,33.434,34.259,21.505,37.479,36,10.940223391231996,18.63017078579179,9.863124630290997,0.9009765780071456,0.9473684210526315,-0.046686531808139566,-0.13969677700056904,-0.22858771982474058,-0.025282855266382236,,0.47302081307138716,0.0,7,3,2026-04-27T03:14:43.257278+00:00
MP5-SD | Agent (Factory New),ok,,best_deal,2026-04-18T04:23:25.105098+00:00,14.1,,43,False,8,0.0304094324009667,0.0318227622999408,16.70875,17.2525,1/1->1/1,14.4166,14.521,12.315,13.439,15.0975,16.239,11.478,18.326,31,11.504099440922271,27.21862297629123,15.301804863837528,0.8480820880104675,0.7209302325581395,-0.11789335095438079,0.0716482164821648,-0.13313848641253656,-0.024145223304157866,-0.06541217643054487,0.33751793400286934,0.10473457675753221,7,3,2026-04-27T03:14:53.326122+00:00
MP5-SD | Desert Strike (Factory New),ok,,best_deal,2026-04-18T04:29:00.356882+00:00,3.92,,23,False,8,-0.0039388539047695,0.0430078453775942,5.35625,5.38375,1/1->1/1,4.223,4.282,3.8321,4.273,4.3868,4.4945,2.726,4.574,80,2.694766753492786,15.685531612597686,10.65356381719157,0.8949322746380196,3.4782608695652173,-0.09745230430293361,-0.20154133582438116,-0.24807565427754563,-0.02759068491631497,-0.031171045838024214,0.5469435507458321,0.1254752851711026,7,3,2026-04-27T03:15:01.890678+00:00
MP5-SD | Phosphor (Field-Tested),ok,,best_deal,2026-04-18T05:18:33.556401+00:00,4.74,,50,True,8,0.0149342312279166,0.0114876443001442,4.93875,5.01375,1/1,5.4989,5.413,5.102,5.278,5.739,6.034,3.931,6.333,458,8.383494880794347,16.948844314317398,5.655676589863426,0.9425457232588214,9.16,-0.021484660511759655,-0.0028296547821167195,-0.0484248424842485,-0.0114170876903913,-0.036962900911367336,0.14301929625425658,0.0,7,3,2026-04-27T03:15:09.854944+00:00
MP5-SD | Phosphor (Minimal Wear),ok,,best_deal,2026-04-18T05:18:38.487323+00:00,6.65,,50,True,8,0.0171819467799574,0.0193415296176139,7.96125,8.10375,1/1,7.8156,7.838,7.265,7.483,8.171,8.3827,6.691,8.915,172,8.802907006499817,14.300885408669842,7.331490864425001,0.9268946159734626,3.44,-0.04318530246200022,-0.0404439908139832,-0.16784686877627797,-0.014935986463331798,,0.23121925275894162,0.02951735141603504,7,3,2026-04-27T03:15:19.442935+00:00
MP7 | Abyssal Apparition (Battle-Scarred),ok,,best_deal,2026-04-18T05:21:32.467828+00:00,6.47,,50,True,8,0.0033066201202217,-0.0021452120926672,7.645,7.67375,1/1,7.3901,7.347,7.131,7.2462,7.567,7.704,6.369,8.059,774,4.340942612413907,7.753616324542286,2.92282919040338,0.9706002449979583,15.48,-0.0015825276365901593,-0.00027593818984539276,-0.04926851669618837,-0.009351894745664415,-0.017930335546158305,0.059550096605023424,0.0,7,3,2026-04-27T03:15:26.235723+00:00
MP7 | Armor Core (Factory New),ok,,best_deal,2026-04-18T05:24:05.147100+00:00,4.73,,39,False,8,0.0050221284560376,-0.0043478260869564,4.555,4.577500000000001,1/1->1/1,4.5309,4.2855,3.992,4.222,4.806,5.581,3.511,6.062,274,12.889271447173842,35.07029508486173,6.477741729016308,0.9315132423287832,7.0256410256410255,-0.0416656942237265,0.001894387875917669,-0.2825165338307615,-0.04240843598620286,-0.1126205426956568,0.39659654927913024,0.0018908059560387633,7,3,2026-04-27T03:15:34.016834+00:00
MP7 | Astrolabe (Factory New),ok,,best_deal,2026-04-18T05:26:35.649846+00:00,12.47,,50,True,8,0.1675956386330047,0.1577741403400808,15.00375,18.04625,1/1,13.7987,13.632,12.115,12.8582,14.88,17.1047,9.866,17.316,298,14.652104908433408,36.16065281512027,10.993789270003692,0.8887177230046949,5.96,0.07450993072517902,0.1533277169334455,-0.13923978279508442,-0.003958196685909672,-0.009336622633252079,0.3061956305199549,0.14443190118865787,7,3,2026-04-27T03:15:45.046208+00:00
MP7 | Fade (Minimal Wear),ok,,best_deal,2026-04-18T05:29:34.640453+00:00,8.85,,50,True,8,-0.0407616557110968,-0.0399108397584413,9.75125,9.3725,1/1,10.2588,10.2075,9.6969,9.85,10.451,11.028,8.722,13.666,582,5.858384996295872,12.97520177798574,4.977190314656686,0.9499779573842763,11.64,-0.06849861737873633,0.11619469918371461,0.041173152848279715,0.007477861179000559,0.004809525919491131,0.15068616829180212,0.12468400144456485,7,3,2026-04-27T03:15:55.536579+00:00
MP7 | Impire (Factory New),ok,,best_deal,2026-04-18T05:34:54.845943+00:00,34.26,,23,False,8,0.0134736492330076,0.0083624528948269,36.5275,37.0375,1/1->1/1,31.4645,30.498,29.1455,29.5693,33.332,34.7075,26.007,51.579,56,11.958556468400904,17.67706462839074,4.29849512943159,0.9556528296937503,2.4347826086956523,-0.018793316955851326,0.013152500683246915,-0.17644608591819178,-0.025331529245819846,-0.10087583580479986,0.33860471389553903,0.012981758100954296,7,3,2026-04-27T03:16:05.864654+00:00
MP7 | Nemesis (Factory New),ok,,best_deal,2026-04-18T06:17:53.148391+00:00,38.11,,50,True,8,0.0387609314374818,0.0461335509108516,38.34125,39.88,1/1,37.5971,37.016,34.896,36.084,38.918,41.024,33.537,42.118,51,7.53781541661457,16.299129454133432,5.63873277460229,0.942727469202507,1.02,-0.011519368919608622,0.02139707083356024,-0.1173841449070806,-0.015826211442260058,-0.0667178260111092,0.2930570362473349,0.08804637526652469,7,3,2026-04-27T03:16:15.580898+00:00
MP7 | Prey (Factory New),ok,,best_deal,2026-04-18T06:23:19.263570+00:00,4.54,,50,True,8,0.0271161555462975,0.0282121050654693,4.6625000000000005,4.7925,1/1,4.0537,4.008,3.846,3.957,4.098,4.312,2.971,4.94,254,3.478303771862743,11.495670621900985,3.9963490144805958,0.9595808383233533,5.08,0.0028307369869462404,0.11324675324675315,-0.18065379468552867,-0.009618268640630256,-0.04088960506722139,0.443070461969202,0.11409239384041052,7,3,2026-04-27T03:16:25.794840+00:00
MP7 | Scorched (Field-Tested),ok,,best_deal,2026-04-18T06:24:28.142566+00:00,9.3,,24,False,8,0.0166570439143654,0.0153172866520788,9.0025,9.155,1/1->1/1,11.8251,11.6495,9.767,10.666,12.764,14.015,8.061,15.931,48,17.741921844212722,35.923586269883565,15.91952710759317,0.8384050817631657,2.0,-0.13299580206717307,-0.11386558182896844,-0.3020593438136243,-0.01412579664110417,,0.4892162019989477,0.0,7,3,2026-04-27T03:16:35.809812+00:00
MP7 | Tall Grass (Factory New),ok,,best_deal,2026-04-18T06:28:22.329317+00:00,38.91,,28,False,8,0.1143320760184176,0.0943138649714569,46.9425,53.00875,1/1->1/1,36.6484,35.86,33.8984,34.9962,37.3578,40.1881,33.785,42.426,8,6.443937525239835,17.162277207190478,5.352484692374011,0.9452983825989961,0.2857142857142857,0.06299011848317886,-0.0086015538290789,-0.09920584898525175,-0.02078380280583659,,0.308816120906801,0.04990204310103538,7,3,2026-04-27T03:16:43.793678+00:00
MP9 | Airlock (Factory New),ok,,best_deal,2026-04-18T06:33:47.068921+00:00,55.55,,37,False,8,-0.0226045620727415,-0.0360139190747562,61.43625,60.30125,1/1->1/1,54.5063,55.434,51.3945,53.6182,56.5493,57.1005,44.44,60.271,12,5.3775435133186456,10.468514648765364,7.411069913019222,0.9271295594761338,0.32432432432432434,-0.09427537408370334,0.13761486397885792,-0.09647183233993462,-0.0025818373319919517,,0.5327534535652853,0.12096788494617937,7,3,2026-04-27T03:16:51.818234+00:00
