item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready
M4A4 | Evil Daimyo (Factory New),True,True,True,0.1487,0.5698137325109535,400.0,summary,True,True,True,True,True,13.72,50,0.0233427774113545,0.0221038615856721,223,6.085741663192227,4.110801459992827,0.9586977291100168,4.46,-0.0201071402362956,-0.01117145707546,-0.0414428259791735,0.1496292967872387,0.0070396165655657,-0.003021384334479,2026-05-01T23:53:07.523449+00:00,ok,,best_deal,2026-04-17T23:07:36.826852+00:00,,True,8,13.6325,13.95875,1/1,13.6713,13.607,13.045,13.217,14.049,14.224,12.31,22.908,8.62390555397073,-0.003284317384489,7,3,True,True,True,True,True,True
MP7 | Fade (Factory New),True,True,True,0.145,1.2306705970076448,400.0,summary,True,True,True,True,True,34.76,50,0.0271888618649351,0.0218028424117163,430,5.014112368224267,3.553180710684379,0.9644801890660044,8.6,-0.0018410041841004,-0.0038865633303515,0.0007610851325123,0.1355394270384211,0.0725663504838554,0.0113024794188826,2026-05-01T23:46:04.118726+00:00,ok,,best_deal,2026-04-18T05:29:25.189965+00:00,,True,8,40.98,42.12625,1/1,41.453,41.467,39.9941,40.4695,42.548,43.0279,24.465,57.48,7.318650037391743,0.0438304788098511,7,3,True,True,True,True,True,True
UMP-45 | Wild Child (Battle-Scarred),True,True,True,0.1382,0.5190839694656489,54.0,summary,True,True,True,True,True,3.5,50,0.0267173361192554,0.0217817680725692,1058,7.576538501185446,8.581589526852895,0.9147028688524592,21.16,-0.0296774193548388,-0.0051419040771342,-0.0155423648724045,0.0667553191489362,0.0,-0.0321871640281457,2026-05-01T23:46:50.692852+00:00,ok,,best_deal,2026-04-18T22:23:47.085849+00:00,,True,8,3.37625,3.46875,1/1,3.8804,3.904,3.571,3.722,4.016,4.172,3.276,4.357,15.488094010926698,-0.0223608944357774,7,3,True,True,True,True,True,True
AUG | Momentum (Field-Tested),True,True,True,0.1707,0.4519340117266537,151.0,summary,True,True,True,True,True,5.91,50,0.0164620241111596,0.0204230689305315,319,6.1713743175884215,6.438404937099457,0.9354454856462888,6.38,-0.0275323910482919,-0.004456861250968,,0.1017411052233156,0.0298258894776684,-0.0305608980233741,2026-05-02T00:10:07.525443+00:00,ok,,best_deal,2026-04-17T02:50:16.458401+00:00,,True,8,7.703749999999999,7.83875,1/1,6.7408,6.723,6.289,6.465,6.881,7.298,4.736,7.945,14.968549727035372,-0.0607224118316267,7,3,True,True,True,True,True,True
AWP | Duality (Minimal Wear),True,True,True,0.2136,0.9442028177391174,400.0,summary,True,True,True,True,True,6.25,50,0.0300656432779882,0.0203741144693924,1470,6.867325317198951,6.356743509228757,0.9365605095541402,29.4,-0.0107066381156316,-0.0031137523635842,-0.0113623494290115,0.0644257703081231,0.0248281130634072,-0.0038443201421242,2026-05-01T23:44:13.636338+00:00,ok,,best_deal,2026-04-17T03:56:45.245352+00:00,,True,8,9.19625,9.4725,1/1,7.8342,7.85,7.352,7.52,8.058,8.315,6.447,8.969,12.292257026882124,-0.0168982350732256,7,3,True,True,True,True,True,True
Desert Eagle | Mulberry (Minimal Wear),True,True,True,0.1011,0.4109119963474488,400.0,summary,True,True,True,True,True,11.32,50,0.020706506456555,0.0202176008208125,883,5.031815515140578,5.407885434059896,0.9459601653513716,17.66,-0.010600439161051,-0.0073514887418495,-0.0274604483127666,0.0935945511594091,0.0029846177393433,-0.0079541150958343,2026-05-01T23:58:16.010469+00:00,ok,,best_deal,2026-04-17T07:47:48.625254+00:00,,True,8,13.5275,13.81375,1/1,13.2954,13.305,12.586,12.933,13.602,13.995,12.016,17.024,10.597650315146584,-0.0594544014971568,7,3,True,True,True,True,True,True
MP5-SD | Phosphor (Minimal Wear),True,True,True,0.1272,0.38741629278553646,63.0,summary,True,True,True,True,True,6.65,50,0.0171819467799574,0.0193415296176139,146,9.69902311049002,5.069015068619567,0.9484307939914164,2.92,-0.0258432419315701,0.0092218779560122,,0.2210736081703824,0.100261551874455,-0.0216424825658291,2026-05-02T00:07:22.892185+00:00,ok,,best_deal,2026-04-18T05:18:38.487323+00:00,,True,8,7.96125,8.10375,1/1,7.5853,7.456,7.0715,7.242,7.9777,8.37,5.972,11.283,17.118637364375815,0.0037504688086011,7,3,True,True,True,True,True,True
MP9 | Hydra (Minimal Wear),True,True,True,0.0988,0.8697332817935832,127.0,summary,True,True,True,True,True,12.85,50,0.0213373515046469,0.0185947461265386,122,4.871904887129594,5.649056760460063,0.943174382178907,2.44,0.0469586032103632,0.0073132264456085,0.0054563684244044,0.1261515701701298,0.0724900813664179,-0.0244220472485231,2026-05-01T23:56:05.158972+00:00,ok,,best_deal,2026-04-18T07:31:43.848593+00:00,,True,8,13.23125,13.525,1/1,14.4502,14.365,13.5487,13.905,14.609,15.159,11.3,30.788,11.143790397364748,0.0781555861668963,7,3,True,True,True,True,True,True
Five-SeveN | Capillary (Factory New),True,True,True,0.2078,0.5755423755267676,52.0,summary,True,True,True,True,True,4.28,31,0.0235598567246463,0.0172043691848598,185,6.657505686125846,6.524829416224409,0.9347547974413648,5.967741935483871,0.0,-0.0125035286581678,-0.0735859723556993,0.4200574437529918,0.0560076591670655,-0.0248265962912646,2026-05-01T23:52:02.592192+00:00,ok,,best_deal,2026-04-17T11:52:44.821253+00:00,,False,8,4.83875,4.96625,1/1->1/1,4.2208,4.221,3.9456,4.11,4.391,4.408,3.531,4.708,10.955269143290376,-0.0176346108629202,7,3,True,True,True,True,True,True
AWP | Ice Coaled (Field-Tested),True,True,True,0.1066,0.6657805276840011,237.0,summary,True,True,True,True,True,8.68,50,0.0149482847169512,0.0167350363602462,942,4.596823002966655,4.742675146596285,0.9526451357241926,18.84,-0.0284704308779975,0.0033655778788863,,0.0817189497492378,0.0449405054577638,-0.0065276333926484,2026-05-02T00:13:42.941698+00:00,ok,,best_deal,2026-04-17T04:41:48.759675+00:00,,True,8,8.485,8.61375,1/1,10.0787,10.094,9.616,9.846,10.3093,10.484,9.185,14.776,8.612221814321295,0.0164934026389445,7,3,True,True,True,True,True,True
AWP | Chrome Cannon (Field-Tested),True,True,True,0.0916,0.46228415631626785,364.0,summary,True,True,True,True,True,30.97,50,0.0175037828033718,0.0149339399666162,751,6.833186098423534,5.668311796163715,0.9435595760031078,15.02,0.0441114689819353,0.0098179344989269,,0.0995439914163089,0.0675429184549356,-0.0150860849233009,2026-05-02T00:06:48.490524+00:00,ok,,best_deal,2026-04-17T03:53:35.341114+00:00,,True,8,35.855,36.48875,1/1,35.8837,36.038,34.004,34.489,36.941,37.737,32.981,38.719,10.403052082143155,0.0682560605192275,7,3,True,True,True,True,True,True
MP7 | Cirrus (Factory New),True,True,True,0.1746,0.5123033339986622,70.0,summary,True,True,True,True,True,21.74,48,0.0218367176893063,0.0140234696165633,343,2.912485227249966,4.0782805520501455,0.9592261785556936,7.145833333333333,-0.0126667725540026,-0.0051985952065519,-0.0321309929063646,0.202292378845767,0.0414236879147395,-0.0007273774307895,2026-05-01T23:55:16.744473+00:00,ok,,best_deal,2026-04-18T05:28:17.872835+00:00,,False,8,29.785,30.40625,1/1->1/1,24.9615,24.967,23.949,24.631,25.358,25.85,21.895,27.55,7.615728221461049,-0.0078209169626113,7,3,True,True,True,True,True,True
M4A4 | Tooth Fairy (Minimal Wear),True,True,True,0.136,0.3898102731548741,211.0,summary,True,True,True,True,True,6.34,50,0.0171040299089061,0.0139731032338307,949,7.369273786813705,7.826586876420939,0.922238089056212,18.98,0.0221961091526308,-0.0020349007021502,,0.0932430706348193,0.0576063354195937,-0.035149929177504,2026-05-02T00:07:40.042398+00:00,ok,,best_deal,2026-04-18T00:17:53.468482+00:00,,True,8,8.13,8.272499999999999,1/1,7.6534,7.703,7.104,7.378,7.942,8.099,5.96,8.469,13.000757833119922,0.028777923784494,7,3,True,True,True,True,True,True
AWP | Exoskeleton (Battle-Scarred),True,True,True,0.1654,0.6960515540997615,105.0,summary,True,True,True,True,True,4.75,50,0.0048204787155676,0.0137040708880089,356,2.929417617038521,2.505665383127294,0.9749262536873156,7.12,0.0338634237605237,-0.001321000627593,,0.0454216431415129,0.0352877307274701,-0.0020450545308818,2026-05-02T00:44:25.998371+00:00,ok,,best_deal,2026-04-17T03:57:51.697568+00:00,,True,8,5.52375,5.55375,1/1,5.4277,5.424,5.288,5.361,5.52,5.576,4.553,6.235,5.306114928975429,0.0365785030951042,7,3,True,True,True,True,True,True
Dual Berettas | Royal Consorts (Field-Tested),True,True,True,0.1257,0.39819667254044905,72.0,summary,True,True,True,True,True,3.89,50,0.006722005722136,0.0122397792826686,212,5.043354075283083,5.069876568397428,0.9493219129193432,4.24,0.0594266582967146,0.0037503257136314,0.0157880472554619,0.0877937981433931,0.0877937981433931,-0.0295901342221637,2026-05-02T00:39:20.965494+00:00,ok,,best_deal,2026-04-17T09:05:55.145544+00:00,,True,8,4.75375,4.8,1/1,4.9015,4.9035,4.655,4.7378,4.985,5.144,4.161,6.578,9.976537794552684,0.017483922829582,7,3,True,True,True,True,True,True
Tec-9 | Fuel Injector (Field-Tested),True,True,True,0.0873,0.9278198687633977,270.0,summary,True,True,True,True,True,11.71,50,0.0133608485794108,0.0117341061600629,239,3.0480176512067043,3.593931260378046,0.9640282310085756,4.78,0.0137931034482758,0.0007950400901932,,0.0610749794423263,0.0248187186962697,-0.007339907255959,2026-05-02T00:17:26.795017+00:00,ok,,best_deal,2026-04-18T19:40:31.116905+00:00,,True,8,12.76,12.9275,1/1,13.1889,13.177,12.703,13.043,13.445,13.706,6.851,16.075,7.604879861095316,0.0254503641241856,7,3,True,True,True,True,True,True
Glock-18 | Shinobu (Battle-Scarred),True,True,True,3.2115,63.51727177398521,391.0,summary,True,True,True,True,True,4.62,50,0.0181687449062231,0.0117065662089358,1205,2.0973401023188387,3.332222592469176,0.9665354330708662,24.1,0.02000400080016,0.0055404373175146,,0.0802118062365171,0.0362816238478133,0.0128399934111521,2026-05-02T00:05:18.859487+00:00,ok,,best_deal,2026-04-17T19:22:30.705000+00:00,,True,8,56.55375,58.62375,1/1,5.1017,5.08,4.91,5.004,5.111,5.233,4.705,17.615,6.331222925691426,0.0071104088485087,7,3,True,True,True,True,True,True
P2000 | Wicked Sick (Battle-Scarred),True,True,True,0.1593,0.5909816204716032,79.0,summary,True,True,True,True,True,3.28,50,0.0129053455848946,0.0115694489203995,889,7.941846026490064,6.46730132450331,0.9347769371249672,17.78,0.1087476734910928,0.0087752587844527,0.0226950333980071,0.0980815347721822,0.0980815347721822,-0.0262937559015366,2026-05-02T00:19:31.181479+00:00,ok,,best_deal,2026-04-18T12:27:34.716715+00:00,,True,8,3.35,3.39375,1/1,3.8656,3.833,3.583,3.698,4.005,4.204,3.204,4.314,16.064776490066212,0.0723929535810723,7,3,True,True,True,True,True,True
Five-SeveN | Boost Protocol (Factory New),True,True,True,0.16,0.6077838245670415,75.0,summary,True,True,True,True,True,13.68,50,0.018978039712436,0.0115563659429148,102,6.874147363199162,6.182391930438614,0.9381833212772552,2.04,0.0975394785163421,-0.002540682970639,,0.1008498962725021,0.0888710432978651,-0.033188407919775,2026-05-02T00:03:47.832779+00:00,ok,,best_deal,2026-04-17T11:50:43.609058+00:00,,True,8,13.88125,14.1525,1/1,14.5138,14.5155,13.6182,13.9573,14.955,15.3172,12.783,18.091,11.70610040099767,0.0381408920383492,7,3,True,True,True,True,True,True
Desert Eagle | Night (Minimal Wear),True,True,True,0.3259,4.350634938250074,202.0,summary,True,True,True,True,True,25.57,50,0.019831601878567,0.0110609790798805,57,4.008755868632136,9.817163441638108,0.9027124907612712,1.14,0.0588693046963153,-0.0026460200778008,,0.2465826412875725,0.0577092672888953,-0.0717317570708302,2026-05-02T00:00:34.145718+00:00,ok,,best_deal,2026-04-17T07:49:10.877957+00:00,,True,8,26.66375,27.19375,1/1,26.8163,27.06,24.4274,26.425,27.5,28.2956,18.931,33.066,14.42480879166776,0.0178404458241387,7,3,True,True,True,True,True,True
P250 | Cartel (Field-Tested),True,True,True,0.0986,0.6717209411949562,57.0,summary,True,True,True,True,True,9.38,50,0.0193981404566976,0.0109237688922735,86,6.891281047579103,4.548208211007049,0.9540986690495226,1.72,0.1363435799382264,0.0131489284121599,,0.1267149883510225,0.1199844680300285,-0.0173925635726889,2026-05-02T00:01:22.152996+00:00,ok,,best_deal,2026-04-18T12:36:06.234568+00:00,,True,8,9.82875,10.03,1/1,10.7295,10.6315,10.1435,10.3498,11.0892,11.37,9.3,12.033,11.431101169672395,0.1011972633979474,7,3,True,True,True,True,True,True
P90 | Elite Build (Factory New),True,True,True,0.1638,0.5267535347934572,57.0,summary,True,True,True,True,True,7.67,47,0.0076078531414557,0.0107461281733258,111,1.4861335654769463,2.648924263151361,0.9737069497592888,2.3617021276595747,0.0509136735979836,0.0035640778589494,,0.3685094135987528,0.0484470560019187,-0.0083502049096838,2026-05-02T00:36:30.807796+00:00,ok,,best_deal,2026-04-18T15:30:33.771275+00:00,,False,8,9.60625,9.6925,1/1->1/1,8.041,8.101,7.888,7.9815,8.101,8.339,6.561,8.665,5.608755129958967,0.0293790890013578,7,3,True,True,True,True,True,True
USP-S | Cortex (Battle-Scarred),True,True,True,0.1262,0.4636825199461195,95.0,summary,True,True,True,True,True,3.72,50,0.0107655728335412,0.0107384291624025,611,5.798394290811765,3.2461096243433505,0.9673642252117588,12.22,0.0508982035928142,0.0116840264221745,0.0064944251802594,0.0914055080721747,0.0667141500474833,0.0007291056931001,2026-05-02T00:26:03.519427+00:00,ok,,best_deal,2026-04-18T22:26:40.363866+00:00,,True,8,3.68375,3.72375,1/1,4.0356,4.014,3.883,3.927,4.161,4.214,2.583,4.893,8.202002180592736,0.0545818728092137,7,3,True,True,True,True,True,True
AWP | Black Nile (Battle-Scarred),True,True,True,0.2208,1.2522483550010246,219.0,summary,True,True,True,True,True,3.59,50,0.0136358951514929,0.0103149865633099,224,7.792911838449543,5.6244494138374925,0.9424942263279448,4.48,0.017023134002619,0.0064326807312671,0.0126149372154744,0.0912017167381973,0.0912017167381973,-0.0278329878171946,2026-05-02T00:16:34.086952+00:00,ok,,best_deal,2026-04-17T03:51:11.385194+00:00,,True,8,4.3375,4.3975,1/1,4.4271,4.33,4.081,4.175,4.52,4.632,3.914,10.082,12.446070791262889,0.0535835405833144,7,3,True,True,True,True,True,True
AK-47 | Crossfade (Factory New),True,True,True,0.2316,1.1036937319047706,355.0,summary,True,True,True,True,True,8.54,50,0.0104529167924365,0.0100748562895874,351,4.431023389992317,3.35180457837827,0.9664380714879468,7.02,-0.0294531564133495,0.0025659154009884,,0.1157949249093732,0.0255825996892799,-0.0049816416256629,2026-05-02T00:27:00.801979+00:00,ok,,best_deal,2026-04-17T00:38:27.816367+00:00,,True,8,12.77875,12.91375,1/1,9.6366,9.624,9.301,9.422,9.849,10.004,8.194,11.816,7.295104082352691,0.0221257675206436,7,3,True,True,True,True,True,True
Galil AR | Rocket Pop (Factory New),True,True,True,2.1656,21.662688602847158,99.0,summary,True,True,True,True,True,18.06,50,0.0045390934030964,0.0096782302664656,50,6.247651359795565,4.779415712000342,0.9523023760413596,1.0,0.0546875000000002,-0.0043194567971238,,0.2882107459572247,0.113510693792384,-0.0372344638036274,2026-05-02T00:45:28.824270+00:00,ok,,best_deal,2026-04-17T17:36:32.272622+00:00,,True,8,19.43375,19.51625,1/1,18.6278,18.6655,17.7752,18.234,19.3978,19.5723,15.122,19.929,9.647408711710437,0.1280451924208545,7,3,True,True,True,True,True,True
XM1014 | XOXO (Field-Tested),True,True,True,0.1331,1.3107934895644393,249.0,summary,True,True,True,True,True,3.88,50,0.0113830468429617,0.0093295272575367,489,7.667348208729659,5.556049426615699,0.9441839696360796,9.78,-0.0067996373526745,-0.005309146520291,-0.0235614432568137,0.1275673208580555,0.0104974897307164,-0.0235250722061808,2026-05-02T00:23:38.617863+00:00,ok,,best_deal,2026-04-19T09:57:12.076661+00:00,,True,8,4.07125,4.1175,1/2,4.4996,4.479,4.229,4.28,4.625,4.8666,3.706,5.208,14.170148457640677,-0.0029579067121728,7,3,True,True,True,True,True,True
AK-47 | Emerald Pinstripe (Field-Tested),True,True,True,0.4367,7.573808345703447,322.0,summary,True,True,True,True,True,3.08,50,0.0096706573248716,0.008851170176763,825,6.672967322507652,4.152704986109919,0.957688940764517,16.5,0.0461185906617014,-0.0006790900699358,0.004817719279857,0.0862541073384446,0.0755750273822563,-0.0069956315625017,2026-05-02T00:30:16.070682+00:00,ok,,best_deal,2026-04-17T00:39:19.796292+00:00,,True,8,3.4825,3.515,1/1,3.4917,3.427,3.282,3.361,3.594,3.7626,3.098,9.804,13.764069078099492,0.0804733727810651,7,3,True,True,True,True,True,True
G3SG1 | Dream Glade (Factory New),True,True,True,0.1919,0.5793865943762293,159.0,summary,True,True,True,True,True,6.2,50,0.0112104275205162,0.0087163232963549,304,1.6841942865958734,2.62271476691265,0.9737991266375546,6.08,-0.0147530468248877,-0.0025409794131124,,0.0537109375000001,0.0,0.001983945005185,2026-05-02T00:24:13.655707+00:00,ok,,best_deal,2026-04-17T13:01:54.946101+00:00,,True,8,6.315,6.38625,1/1,7.7782,7.786,7.582,7.696,7.827,7.877,6.603,10.094,3.792651256074669,-0.0187811422000766,7,3,True,True,True,True,True,True
Galil AR | Connexion (Factory New),True,True,True,0.2194,0.6159552721710053,152.0,summary,True,True,True,True,True,5.91,50,0.0134372275146083,0.0084961828534469,272,2.378907024383799,4.473666820855076,0.9554312047399606,5.44,-0.0295317343775491,-0.0042691469217615,-0.0390557138009203,0.1373570948217887,0.0,-0.0151217233467462,2026-05-02T00:17:13.980562+00:00,ok,,best_deal,2026-04-17T17:16:22.030283+00:00,,True,8,5.96,6.04375,1/1,6.0532,6.076,5.8052,5.999,6.143,6.144,5.438,7.02,5.597039582369655,-0.020421607378129,7,3,True,True,True,True,True,True
MP7 | Impire (Factory New),True,True,True,0.1564,0.4231061028081513,23.0,summary,True,True,True,True,True,34.26,23,0.0134736492330076,0.0083624528948269,66,6.50523910736865,6.503544151895135,0.9355017650025214,2.869565217391304,0.0630811459941671,-0.0008416918402574,,0.3599335129988543,0.097648748527442,-0.0398085488733973,2026-05-02T00:16:57.769402+00:00,ok,,best_deal,2026-04-18T05:34:54.845943+00:00,,False,8,36.5275,37.0375,1/1->1/1,29.4993,29.745,27.8265,28.447,30.366,31.2365,26.579,31.597,11.559596329404426,0.1082158952714786,7,3,True,True,True,True,True,True
P2000 | Wicked Sick (Minimal Wear),True,True,True,0.201,0.5049634209424342,174.0,summary,True,True,True,True,True,6.73,50,0.0075716632665433,0.0082241269220509,951,2.088193970017658,2.088193970017658,0.9790805785123968,19.02,-0.0171567064226033,-0.0028144975511936,-0.0295716742507906,0.1166774821544452,0.0053212199870214,0.0127190050292327,2026-05-02T00:36:59.413324+00:00,ok,,best_deal,2026-04-18T12:27:48.467385+00:00,,True,8,8.505,8.5775,1/1,7.7579,7.744,7.582,7.68,7.842,7.917,7.442,8.423,4.318178888616765,0.0005194130632386,7,3,True,True,True,True,True,True
Galil AR | Sky Mandala (Factory New),True,True,True,0.1972,3.5220588235294117,319.0,summary,True,True,True,True,True,3.04,50,0.0176809210526315,0.0082236842105263,671,3.0654624563254,2.17548948513415,0.9778225806451614,13.42,-0.0191919191919193,-0.0068802850569432,,0.1304497082046002,0.0,0.0191053314089582,2026-05-02T00:06:21.919388+00:00,ok,,best_deal,2026-04-17T17:39:49.553011+00:00,,True,8,2.98625,3.04,1/1,3.0338,2.976,2.91,2.953,3.046,3.216,2.827,4.995,10.086360340167449,-0.0195220464490071,7,3,True,True,True,True,True,True
Glock-18 | Vogue (Field-Tested),True,True,True,0.0955,0.45614368526085713,400.0,summary,True,True,True,True,True,4.0,50,0.0119753357048687,0.008118738480864,2844,6.81434599156117,5.464135021097053,0.9453240447540636,56.88,0.0061336717428088,-0.0010420243044491,-0.0055604891999279,0.0714736178263611,0.0439352533109101,-0.0074154440571618,2026-05-02T00:22:36.939582+00:00,ok,,best_deal,2026-04-17T19:27:21.581271+00:00,,True,8,4.43,4.4825,1/1,4.74,4.737,4.478,4.57,4.893,4.997,4.365,5.216,10.949367088607598,-0.0179603633360859,7,3,True,True,True,True,True,True
Tec-9 | Fuel Injector (Battle-Scarred),True,True,True,0.101,0.4914875055065605,42.0,summary,True,True,True,True,True,11.1,41,0.007409310151552,0.0080112336159942,83,4.912482113739979,5.06139562743336,0.9494726351631924,2.024390243902439,-0.0210866185673854,-0.0019214845679508,-0.0132721204379226,0.1013111816923202,0.0495154328528382,-0.0335918895539316,2026-05-02T00:37:17.380654+00:00,ok,,best_deal,2026-04-18T19:40:21.495549+00:00,,False,8,11.27625,11.3625,1/1->1/1,12.0204,12.041,11.4326,11.786,12.3765,12.577,11.011,12.655,9.520481847525868,-0.005064214236519,7,3,True,True,True,True,True,True
AK-47 | Midnight Laminate (Minimal Wear),True,True,True,0.182,2.020573888294973,400.0,summary,True,True,True,True,True,12.32,50,0.0099097389718679,0.0079233524547849,1465,4.1386235345202,6.6217976552323,0.934222941097183,29.3,0.0046979865771812,-0.0042944263040361,-0.0154240345157832,0.0879091516366065,0.0302605210420842,-0.0266793850104089,2026-05-02T00:28:46.663749+00:00,ok,,best_deal,2026-04-17T00:48:42.761738+00:00,,True,8,16.48375,16.64375,1/1,14.7392,14.838,13.862,14.511,15.121,15.292,12.458,15.949,9.702019105514545,0.018644529123571,7,3,True,True,True,True,True,True
AK-47 | Slate (Field-Tested),True,True,True,0.102,1.071364083221315,400.0,summary,True,True,True,True,True,5.14,50,0.0100666001755799,0.0077881208018194,4857,4.561211457763173,2.7367268746579096,0.9724356832609422,97.14,-0.0160524160524161,-0.0002780460303455,-0.0108180347526651,0.0587647744298318,0.0176460795738305,0.0225362525018987,2026-05-02T00:28:27.593950+00:00,ok,,best_deal,2026-04-17T01:43:03.926132+00:00,,True,8,5.16,5.2125,1/1,6.0291,5.986,5.821,5.886,6.161,6.317,5.672,6.602,8.22676684745651,-0.0126561472715318,7,3,True,True,True,True,True,True
USP-S | Printstream (Field-Tested),True,True,True,0.1218,0.39298409183614,400.0,summary,True,True,True,True,True,38.93,50,0.0080978811703721,0.0075432839952503,668,5.556363201012495,5.179881646684565,0.9482308448356908,13.36,0.0601768734623313,0.0013928880621755,0.0066133157468095,0.062050510118749,0.0567611640742599,-0.0205578464983479,2026-05-02T00:34:18.069650+00:00,ok,,best_deal,2026-04-19T07:55:04.892710+00:00,,True,8,48.91,49.305,2/2,46.7752,46.802,44.3791,45.49,48.089,48.923,42.548,53.243,9.71433580187792,0.0219202666324831,7,3,True,True,True,True,True,True
AWP | Printstream (Well-Worn),True,True,True,0.0897,1.0823866570845229,146.0,summary,True,True,True,True,True,46.76,50,0.0064690661164201,0.0065040669513493,382,6.956705589103692,7.605825012240537,0.9246984080351076,7.64,0.0046234796860173,0.0055238511288895,0.0147487284078986,0.0884721721360739,0.0884721721360739,-0.0508589091564073,2026-05-02T00:40:27.319131+00:00,ok,,best_deal,2026-04-17T04:53:02.558106+00:00,,True,8,45.9725,46.27125,1/1,53.9192,54.461,50.36,51.85,55.601,56.771,44.001,59.857,11.890013204943696,0.0925720932850522,7,3,True,True,True,True,True,True
M4A4 | Tooth Fairy (Field-Tested),True,True,True,0.0942,0.3894792518151657,400.0,summary,True,True,True,True,True,4.09,50,0.0087034888573396,0.0060835936337944,2784,6.356152964468076,4.605605918516205,0.9538910911746296,55.68,0.0195878392164865,0.0065071587390039,0.0114521892887715,0.0802481488893335,0.0802481488893335,-0.0022839734963139,2026-05-02T00:32:57.294493+00:00,ok,,best_deal,2026-04-18T00:17:48.200929+00:00,,True,8,4.65375,4.695,1/1,4.7985,4.793,4.572,4.648,4.953,5.063,4.34,5.258,10.232364280504315,0.0445234113712373,7,3,True,True,True,True,True,True
MP9 | Airlock (Field-Tested),True,True,True,0.0757,0.303030303030303,101.0,summary,True,True,True,True,True,11.48,50,0.005759514094692,0.0054695152965112,178,5.765207050712749,3.266448903406448,0.9670112496199452,3.56,0.0026250772081533,-0.0103640877812259,-0.0219427793937715,0.0713075619898352,0.0033112582781457,-0.0137256780860837,2026-05-02T00:42:30.776844+00:00,ok,,best_deal,2026-04-18T06:33:52.486003+00:00,,True,8,12.1775,12.2475,1/1,13.2866,13.156,12.722,12.977,13.743,14.053,10.918,15.317,10.017611729110545,-0.0137464874306978,7,3,True,True,True,True,True,True
USP-S | Jawbreaker (Battle-Scarred),True,True,True,0.1402,0.5114043162524292,150.0,summary,True,True,True,True,True,3.68,50,0.0047248936770972,0.0053908355795148,1523,6.689045157180303,2.9402396295298097,0.9701418263249564,30.46,0.0912178554099951,0.0078817024808753,0.015734202762067,0.119386393952868,0.119386393952868,0.0052776717475444,2026-05-02T00:44:55.710718+00:00,ok,,best_deal,2026-04-19T07:50:29.904825+00:00,,True,8,3.6925,3.71,2/2,4.0813,4.019,3.899,3.934,4.207,4.339,3.581,4.757,10.7808786416093,0.1070637460004924,7,3,True,True,True,True,True,True
M4A1-S | Solitude (Factory New),True,True,True,0.1327,0.9944554582641116,400.0,summary,True,True,True,True,True,32.04,50,0.0040064540895788,0.0051778033250735,154,3.201463526183394,2.2087752936140745,0.9773855620591324,3.08,-0.0237710931768159,-6.288633347238472e-05,,0.0916578986923192,0.0026754847437245,-0.0058680955847643,2026-05-02T00:48:23.353242+00:00,ok,,best_deal,2026-04-17T22:16:05.964311+00:00,,True,8,35.34375,35.5125,1/1,34.1094,33.315,32.5616,32.859,33.951,34.2646,27.221,67.703,4.99275859440507,-0.0015008254539996,7,3,True,True,True,True,True,True
Desert Eagle | Printstream (Field-Tested),True,True,True,0.0823,0.7267615445859873,400.0,summary,True,True,True,True,True,38.1,50,0.0063930413734968,0.0050968388341197,930,5.780197328436765,6.713391005995704,0.9333917803532482,18.6,0.0470222202608177,0.0060390877275325,0.0151036272374083,0.0668071654373023,0.0566069546891464,-0.0348957472593307,2026-05-02T00:40:46.565118+00:00,ok,,best_deal,2026-04-17T07:52:31.522264+00:00,,True,8,44.03875,44.32,1/1,46.3998,46.766,43.651,45.091,47.773,48.93,39.544,49.645,11.377204212087111,0.0205617929195165,7,3,True,True,True,True,True,True
AK-47 | Slate (Minimal Wear),True,True,True,0.1659,2.8775467338794374,400.0,summary,True,True,True,True,True,7.37,50,0.007407549268396,0.0040650406504065,2054,5.4317715179628685,5.084138140813245,0.9491249048809652,41.08,0.0337690631808278,0.0004666437967232,0.0071800567694362,0.040463645943098,0.040463645943098,-0.0109523175168227,2026-05-02T00:37:29.050431+00:00,ok,,best_deal,2026-04-17T01:43:08.326492+00:00,,True,8,8.20625,8.28625,1/1,9.2051,9.199,8.731,8.954,9.454,9.728,8.518,10.022,10.83095240681796,0.042169997803646,7,3,True,True,True,True,True,True
