item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready
AK-47 | Safari Mesh (Factory New),True,True,True,0.1013,0.5831518302536359,147.0,summary,True,True,True,True,True,17.98,50,0.0684658312295816,0.0658983207549446,66,4.795319559669096,6.398299313685425,0.9366071166652,1.32,0.0198458746169181,-0.0038052342753372,-0.0347332253549155,0.2512545221145991,0.0704866378807329,0.0117925977905453,2026-05-01T23:11:23.164539+00:00,ok,,best_deal,2026-04-17T01:41:35.851813+00:00,,True,8,18.41875,19.77125,1/1,16.8873,17.0445,15.964,16.3882,17.198,17.5845,14.488,19.572,9.59596856809554,0.0451274545676303,7,3,True,True,True,True,True,True
Glock-18 | Winterized (Factory New),True,True,True,0.1855,0.5101818340382853,146.0,summary,True,True,True,True,True,4.2,50,0.0692451471900981,0.0638882445850868,615,8.755169661644137,4.9580380680581335,0.9502306385044916,12.3,0.1004520341536914,0.0154745646053357,-0.015627705963533,0.3185759926973984,0.102921040620721,0.0421417993288584,2026-05-01T23:10:23.654801+00:00,ok,,best_deal,2026-04-17T20:10:42.064122+00:00,,True,8,5.5625,5.97375,1/1,4.1347,4.119,3.914,3.957,4.319,4.382,3.77,4.561,11.318838126103456,0.1104916371008615,7,3,True,True,True,True,True,True
AK-47 | Safety Net (Factory New),True,True,True,0.1324,0.4099973013658991,145.0,summary,True,True,True,True,True,27.02,50,0.0674804936082699,0.0590158930322864,158,2.5873570789211406,2.74746246474472,0.9725128413084618,3.16,0.0500035213747447,-0.005703432309557,-0.0087190915773271,0.1328392246294184,0.0575155946072841,0.0523877355733575,2026-05-01T23:11:47.994395+00:00,ok,,best_deal,2026-04-17T01:42:05.896681+00:00,,True,8,30.74375,32.965,1/1,29.6055,29.592,28.7786,29.277,30.043,30.7647,22.433,31.553,6.708550776038237,0.0186178389642333,7,3,True,True,True,True,True,True
M4A1-S | Fizzy POP (Factory New),True,True,True,0.2014,0.6469886928854026,179.0,summary,True,True,True,True,True,13.78,50,0.0663133829099773,0.0586789223422301,142,6.889678296587911,7.560279345914823,0.9254841425764804,2.84,0.0400028497132474,0.0028633709610656,-0.0068067840625337,0.1362515413070284,0.073434717084532,0.0023972139381796,2026-05-01T23:12:46.075904+00:00,ok,,best_deal,2026-04-17T21:23:21.679068+00:00,,True,8,16.8,17.99625,1/1,14.0471,14.252,13.19,13.573,14.5408,14.649,11.913,15.59,10.38648546675114,0.0792547685938191,7,3,True,True,True,True,True,True
Five-SeveN | Monkey Business (Field-Tested),True,True,True,0.1719,0.6170957887107371,400.0,summary,True,True,True,True,True,12.9,50,0.0704896614787487,0.0573068978322424,360,6.082125373622108,4.427634759281826,0.955465004793864,7.2,0.0004769692014172,-0.0020730757659619,-0.0090603675318815,0.0656541578696452,0.031124429612477,0.0444895909336047,2026-05-01T23:09:51.747404+00:00,ok,,best_deal,2026-04-17T12:05:33.543172+00:00,,True,8,16.9175,18.23375,1/1,14.6873,14.602,13.9517,14.243,15.1363,15.4984,12.722,17.547,10.530866803292636,-0.0088095318459513,7,3,True,True,True,True,True,True
USP-S | Royal Guard (Minimal Wear),True,True,True,0.1155,0.8823043226712952,400.0,summary,True,True,True,True,True,4.27,50,0.054579911829387,0.0535331905781584,1362,6.715930431942511,9.247162570425417,0.9088164251207728,27.24,0.0742320819112627,0.0122921998398913,-0.0050825093140199,0.1743447180301827,0.0945194598888006,-0.0088744200272718,2026-05-01T23:18:40.071029+00:00,ok,,best_deal,2026-04-19T07:56:21.261807+00:00,,True,8,4.635,4.905,2/2,4.8988,4.968,4.515,4.745,5.074,5.12,4.416,5.801,12.349963256307676,0.0098255464206937,7,3,True,True,True,True,True,True
PP-Bizon | Brass (Factory New),True,True,True,0.1789,0.6344152727868622,153.0,summary,True,True,True,True,True,7.02,50,0.0491545792168582,0.0517800958459216,99,4.18686363519787,4.393321535739017,0.956522842639594,1.98,0.0933223864258347,0.0059405330114619,-0.0057539811977452,0.1705882352941176,0.0853566958698373,0.0147056891409931,2026-05-01T23:25:28.151887+00:00,ok,,best_deal,2026-04-19T02:52:21.898184+00:00,,True,8,8.91625,9.3825,2/2,7.7982,7.88,7.5374,7.6635,7.99,7.999,5.704,8.341,5.919314713651866,0.0561797752808987,7,3,True,True,True,True,True,True
G3SG1 | Stinger (Field-Tested),True,True,True,0.111,0.303258316802335,44.0,summary,True,True,True,True,True,3.93,42,0.0459153953276439,0.048802692324287,202,7.905477980665938,8.839957035445762,0.911818279224258,4.809523809523809,0.0722720314891756,0.0014289989718828,0.0129257990326876,0.0871826246558581,0.0871826246558581,-0.0272013643079971,2026-05-01T23:28:46.403595+00:00,ok,,best_deal,2026-04-17T16:15:32.440771+00:00,,False,8,4.6225000000000005,4.845,1/1->1/1,4.655,4.6665,4.255,4.482,4.85,4.987,3.914,5.25,15.725026852846405,0.0611339536896775,7,3,True,True,True,True,True,True
USP-S | Royal Guard (Factory New),True,True,True,0.2368,1.7404692082111435,400.0,summary,True,True,True,True,True,11.22,50,0.0493578218949512,0.0479596214457442,614,4.949462864775491,4.972267696141911,0.9502363873492012,12.28,-0.0190865144190698,-0.0119991499436039,-0.0488499309373328,0.1568527487467074,0.0,0.022099106434172,2026-05-01T23:24:54.486228+00:00,ok,,best_deal,2026-04-19T07:56:16.404848+00:00,,True,8,11.31375,11.90125,2/2,12.2781,12.268,11.6575,11.99,12.5977,12.761,11.008,17.386,8.987546933157398,-0.0527205408886026,7,3,True,True,True,True,True,True
M4A4 | Neo-Noir (Field-Tested),True,True,True,0.1199,0.46352608567014036,345.0,summary,True,True,True,True,True,39.59,50,0.0507236376720948,0.0476735350402723,346,7.038398105757312,6.032423850486223,0.9394303775724052,6.92,0.0508269275564874,0.0019398897618587,-0.0037985502063614,0.0963380031920554,0.0567919843943962,0.0083739027990224,2026-05-01T23:23:55.283348+00:00,ok,,best_deal,2026-04-17T23:18:32.949552+00:00,,True,8,48.33,50.885000000000005,1/1,43.8381,43.6605,41.016,42.148,45.2335,46.8075,32.583,50.654,13.211110882999034,0.06021151586369,7,3,True,True,True,True,True,True
M4A4 | Temukau (Field-Tested),True,True,True,0.1275,0.4087560215358459,400.0,summary,True,True,True,True,True,38.51,50,0.0502193790367002,0.0463390184181597,1028,5.808639279063882,5.359663440538851,0.9462439474290986,20.56,-0.0239420071382649,0.0006474635849232,-0.0130142413003864,0.0980263008471689,0.0369302050920984,0.0232957197616057,2026-05-01T23:24:10.168568+00:00,ok,,best_deal,2026-04-18T00:14:43.296484+00:00,,True,8,48.715,51.295,1/1,43.499,43.37,41.0386,41.9103,44.437,46.581,40.118,52.589,12.741442332007631,0.0383463434190978,7,3,True,True,True,True,True,True
M4A4 | Converter (Factory New),True,True,True,2.2587,45.03222083293257,400.0,summary,True,True,True,True,True,3.0,50,0.0480120006405759,0.0441424494032174,1213,3.3332313996513867,2.5993088896364016,0.9739183798711262,24.26,-0.0190793458509994,-0.0039941549434363,-0.0256119801541305,0.1114541525162087,0.0148193887002161,0.0500675786685981,2026-05-01T23:26:09.773418+00:00,ok,,best_deal,2026-04-17T22:22:07.485944+00:00,,True,8,3.1025,3.25875,1/1,3.2701,3.259,3.174,3.198,3.307,3.372,2.995,5.907,6.054860707623619,-0.0024638127502309,7,3,True,True,True,True,True,True
MP9 | Slide (Factory New),True,True,True,0.2548,2.2151362943732713,90.0,summary,True,True,True,True,True,3.27,50,0.0801564093211517,0.0440093708165997,188,8.834522595990478,9.242269792728516,0.908663532572196,3.76,0.0511716057891109,-0.0078906036129799,-0.0552598032712825,0.3092935584330438,0.0986723487952795,0.0012858504482763,2026-05-01T23:05:34.320830+00:00,ok,,best_deal,2026-04-18T08:24:59.058408+00:00,,True,8,3.85875,4.21875,1/1,2.943,2.978,2.706,2.829,3.089,3.14,1.923,3.225,14.746856948691816,0.1094744498999817,7,3,True,True,True,True,True,True
Glock-18 | Mirror Mosaic (Battle-Scarred),True,True,True,0.1284,0.4185599276004449,62.0,summary,True,True,True,True,True,5.08,50,0.0466219057581521,0.0433643825851936,420,4.1061053256854265,4.195207068738282,0.9579769431015248,8.4,0.0493615399275777,0.0094108863802149,0.0096618628732996,0.0808209226298582,0.0619324373410824,0.0241323921427632,2026-05-01T23:27:10.265224+00:00,ok,,best_deal,2026-04-17T19:11:50.855473+00:00,,True,8,5.265,5.5175,1/1,5.3871,5.378,5.152,5.2758,5.497,5.586,4.77,6.968,8.056282601028384,0.0238006693938266,7,3,True,True,True,True,True,True
AWP | Asiimov (Battle-Scarred),True,True,True,0.6937,1.9755470006389262,400.0,summary,True,True,True,True,True,79.68,50,0.0448032045710894,0.0428172446346376,109,7.679722063467015,4.406478258269626,0.9523572306779158,2.18,0.0807417633183691,0.0092262553908106,0.0263929686215824,0.0906713603218506,0.0906713603218506,0.0107869643880817,2026-05-01T23:29:38.974092+00:00,ok,,best_deal,2026-04-17T03:50:18.564730+00:00,,True,8,144.6575,149.8025,1/1,102.0089,94.348,89.853,90.655,98.489,107.7176,78.288,528.105,17.512785649095335,0.0951216557071892,7,3,True,True,True,True,True,True
AWP | Atheris (Factory New),True,True,True,0.8492,10.996726008900417,168.0,summary,True,True,True,True,True,53.22,50,0.0534344715635785,0.0423369360311674,214,2.724454591482396,2.531531209356701,0.9745356784490428,4.28,0.0587387660687876,0.0067802855451318,-0.0137940754821899,0.2034742120343839,0.0930694842406877,0.0425718379206877,2026-05-01T23:19:12.968773+00:00,ok,,best_deal,2026-04-17T03:50:35.659411+00:00,,True,8,55.24375,58.3775,1/1,53.1299,52.819,51.474,52.33,53.7775,55.806,49.202,57.992,8.153600891400135,0.0672986869015079,7,3,True,True,True,True,True,True
P2000 | Turf (Factory New),True,True,True,0.2011,0.5761493898246517,42.0,summary,True,True,True,True,True,21.24,33,0.0521816768145743,0.042317103364051,78,4.555657502375731,3.235491693154633,0.9675492471704702,2.363636363636364,0.0818882876741511,-0.0015275116857163,0.0056175363487862,0.186311188122711,0.1032174221242075,0.0303629406612033,2026-05-01T23:21:34.459331+00:00,ok,,best_deal,2026-04-18T12:25:40.607203+00:00,,False,8,27.46,28.8825,1/1->1/1,24.4136,24.3415,23.5516,23.81,24.9222,25.8617,19.572,27.29,9.4623488547367,0.0722489654589984,7,3,True,True,True,True,True,True
P250 | Visions (Field-Tested),True,True,True,0.1439,0.42863165784419355,400.0,summary,True,True,True,True,True,3.71,50,0.0432374695836973,0.0414470554657026,2015,4.84498328139572,2.38837204012466,0.9757561764026784,40.3,0.0109827898550725,0.0009688172979826,-0.0070866792727702,0.0723485272706909,0.0419979840967633,0.0516727502155787,2026-05-01T23:30:37.583880+00:00,ok,,best_deal,2026-04-18T14:31:24.022776+00:00,,True,8,4.5575,4.76375,1/1,4.3963,4.331,4.226,4.26,4.473,4.684,3.983,5.004,10.417851375019907,0.0348864163189615,7,3,True,True,True,True,True,True
SSG 08 | Azure Glyph (Factory New),True,True,True,0.4032,2.8687937400121233,51.0,summary,True,True,True,True,True,9.11,50,0.0388816633727707,0.0400131233826662,82,5.71142779520363,4.475289584825509,0.954688672168042,1.64,-0.0048152160828216,-0.0105950060407454,-0.0516265338267224,0.3170436675940487,0.0710052014031692,0.0025608460619122,2026-05-01T23:33:47.827657+00:00,ok,,best_deal,2026-04-18T18:06:05.716510+00:00,,True,8,10.55875,10.9975,1/1,8.0978,7.998,7.6356,7.8045,8.267,8.8871,6.671,9.633,15.454814887994273,0.0559458423808916,7,3,True,True,True,True,True,True
MAC-10 | Button Masher (Factory New),True,True,True,0.1768,0.48089629787206606,37.0,summary,True,True,True,True,True,12.44,36,0.0452360712822394,0.0392270144744554,61,10.64237775647172,6.455736657078938,0.9348754735230111,1.6944444444444444,0.0916451047491861,0.0037194999301963,-0.0137217005632892,0.2283813747228381,0.1112470372352626,-0.0107119106185708,2026-05-01T23:29:10.232793+00:00,ok,,best_deal,2026-04-18T00:27:02.926498+00:00,,False,8,15.86625,16.5775,1/1->1/1,12.516,12.407,11.599,11.747,13.079,13.437,10.509,15.144,14.685202940236492,0.1251720578114246,7,3,True,True,True,True,True,True
FAMAS | Eye of Athena (Factory New),True,True,True,0.1806,0.5035886755081829,51.0,summary,True,True,True,True,True,78.5,50,0.0365112208584079,0.0389848260141008,54,4.49539314644386,4.172144705034135,0.9577936878234522,1.08,0.1244708183702667,0.0040694178874758,-0.0066557053027053,0.2159720103598019,0.1106927955237348,0.0011510405073217,2026-05-01T23:36:24.630588+00:00,ok,,best_deal,2026-04-17T10:04:56.557923+00:00,,True,8,86.915,90.29,1/1,75.4528,74.586,71.438,73.3053,76.6972,79.9792,68.928,84.483,11.319924509097085,0.0132662457248093,7,3,True,True,True,True,True,True
MP7 | Asterion (Factory New),True,True,True,0.2539,1.3672524791483056,57.0,summary,True,True,True,True,True,26.58,50,0.0527007828144601,0.0381967019556941,62,5.5032201704062045,3.276140484897529,0.9666217153425292,1.24,0.077653744672214,-0.0021294312549058,-0.0281803155506451,0.2112400180804581,0.0720581588066896,0.026944338332168,2026-05-01T23:20:10.854437+00:00,ok,,best_deal,2026-04-18T05:25:36.165051+00:00,,True,8,32.46,34.4375,1/1,26.4427,25.954,25.0877,25.6073,27.0625,29.2589,22.865,31.021,15.77448596399006,0.0383697735361989,7,3,True,True,True,True,True,True
Nova | Wurst Hölle (Factory New),True,True,True,0.1689,0.5818727857159617,400.0,summary,True,True,True,True,True,4.68,50,0.0401379176022584,0.0374598426941396,336,6.471859481331604,6.2304579731469545,0.9374133949191686,6.72,0.0645359557467732,0.0041982635490739,-0.047434470368193,0.3479214780600462,0.0606235565819861,-0.0044143161224964,2026-05-01T23:31:46.956298+00:00,ok,,best_deal,2026-04-18T10:46:27.001643+00:00,,True,8,5.545,5.77625,1/1,4.3496,4.33,4.059,4.187,4.4685,4.706,3.606,6.61,14.874931028140526,-0.0176950998185119,7,3,True,True,True,True,True,True
Five-SeveN | Kami (Factory New),True,True,True,0.1709,1.8088548244779319,203.0,summary,True,True,True,True,True,10.51,50,0.0386176259866119,0.0357715602107969,123,4.274593786117344,4.14032225168264,0.955445816186557,2.46,-0.0038321167883212,-0.0100111485650256,-0.052328003674726,0.200860963546437,0.0262868657263234,0.007995925445641,2026-05-01T23:34:15.357066+00:00,ok,,best_deal,2026-04-17T12:04:21.376802+00:00,,True,8,11.30125,11.76,1/1,11.7672,10.935,10.4478,10.765,11.268,11.5,6.565,62.532,8.941804337480447,0.0269965196124539,7,3,True,True,True,True,True,True
CZ75-Auto | Eco (Factory New),True,True,True,0.1439,0.42289056452306556,62.0,summary,True,True,True,True,True,38.07,50,0.0478645875428703,0.0353863309155647,60,4.724573715113005,4.313872355827244,0.9570275040999512,1.2,0.0648802722284307,0.0078680479825906,,0.1093790533688653,0.0929179539183547,0.0115743176010419,2026-05-01T23:26:22.400938+00:00,ok,,best_deal,2026-04-17T05:43:08.970225+00:00,,True,8,45.905,48.19625,1/1,39.7856,39.9395,38.2232,38.812,40.6917,42.304,32.567,44.227,10.256977398857886,0.0879817314106841,7,3,True,True,True,True,True,True
R8 Revolver | Bone Forged (Factory New),True,True,True,0.2524,0.6840569135352061,69.0,summary,True,True,True,True,True,3.11,28,0.0592630811214289,0.034521158129176,212,5.670759667804542,5.258062872573494,0.9475609756097562,7.571428571428571,0.0203811540497618,-0.0099920683328624,-0.1649953214923408,0.7893644617380026,0.0199740596627756,0.0253435166030816,2026-05-01T23:16:23.680577+00:00,ok,,best_deal,2026-04-19T03:57:31.972896+00:00,,False,8,3.5075,3.76625,2/2->1/2,1.9627,1.968,1.8648,1.9187,2.03,2.0403,1.115,2.42,8.94176389667294,-0.0400896414342629,7,3,True,True,True,True,True,True
MAC-10 | Carnivore (Factory New),True,True,True,0.1877,0.5735106231959496,40.0,summary,True,True,True,True,True,10.83,22,0.0509526742141784,0.0333974622197212,61,4.545355453336528,4.730657714024103,0.9529079861111112,2.772727272727273,0.0398764231363348,-0.0080645991024813,-0.0794511707853051,0.3773657570422536,0.0383472711267605,0.0151792053050147,2026-05-01T23:23:17.607770+00:00,ok,,best_deal,2026-04-18T00:28:42.101270+00:00,,False,8,13.73125,14.51,1/1->1/1,9.1742,9.216,8.782,8.944,9.361,9.449,8.599,10.686,7.270388698742122,-0.0293709281213286,7,3,True,True,True,True,True,True
CZ75-Auto | Circaetus (Factory New),True,True,True,0.173,0.5495087992084247,77.0,summary,True,True,True,True,True,4.44,32,0.0605441702788339,0.0333253652726754,173,6.173901408719909,5.015578110365664,0.949117704091526,5.40625,0.0867939779731232,0.0032946478047538,-0.0620014336543113,0.3662142060245446,0.0798624023800671,0.0265204668298942,2026-05-01T23:15:42.914317+00:00,ok,,best_deal,2026-04-17T05:00:05.165733+00:00,,False,8,6.26,6.68625,1/1->1/1,5.2317,5.157,4.8946,4.987,5.31,5.378,3.846,9.817,9.239826442647717,0.0840556339447691,7,3,True,True,True,True,True,True
AWP | Chromatic Aberration (Minimal Wear),True,True,True,0.1805,0.5286734047218036,331.0,summary,True,True,True,True,True,46.52,50,0.0376608026832307,0.0330599686602843,307,5.697416318920348,6.43167894877031,0.9336872940314904,6.14,-0.0202539784600545,-0.007599606978784,-0.0311287396323861,0.1573511986145292,0.0663658736669401,-0.0095820225689489,2026-05-01T23:35:14.010390+00:00,ok,,best_deal,2026-04-17T03:53:11.362266+00:00,,True,8,70.48875,73.2525,1/1,56.315,54.62,50.998,52.7165,55.925,63.4954,48.292,82.648,22.191955961999465,0.0031087135411904,7,3,True,True,True,True,True,True
Desert Eagle | Urban DDPAT (Minimal Wear),True,True,True,0.1686,0.5352451303028161,51.0,summary,True,True,True,True,True,18.9,50,0.0342147397864582,0.0324634769361932,54,4.761882874228367,6.170683164721623,0.9384696473176432,1.08,0.0700012380834467,0.0033142558918828,0.0236213826908191,0.106637045265204,0.0696102934370083,-0.0211308251615028,2026-05-01T23:38:36.273210+00:00,ok,,best_deal,2026-04-17T07:58:13.762982+00:00,,True,8,20.5975,21.37375,1/1,21.7561,21.8185,20.476,21.37,22.406,22.695,18.703,24.866,10.199438318448625,-0.0108954403955319,7,3,True,True,True,True,True,True
Glock-18 | Gold Toof (Field-Tested),True,True,True,0.1082,0.8883395983042753,197.0,summary,True,True,True,True,True,32.7,50,0.0346029714497254,0.0316534436619336,186,6.562378738653739,5.810399880292078,0.9414755019669953,3.72,-0.0099542506661304,-0.0015297677875896,-0.0068540693885247,0.0386177829685675,0.0132788300411312,-0.0100221873805136,2026-05-01T23:38:19.985432+00:00,ok,,best_deal,2026-04-17T18:28:44.138406+00:00,,True,8,39.20625,40.60375,1/1,39.4293,39.146,36.855,38.298,40.8855,42.365,29.358,44.199,13.974379458930304,0.0120902982102246,7,3,True,True,True,True,True,True
P90 | Verdant Growth (Factory New),True,True,True,0.1907,0.826658756056561,100.0,summary,True,True,True,True,True,11.75,50,0.0524872779066348,0.0315920518842308,107,1.3237605831900805,1.2594111103961048,0.9871926708422925,2.14,-0.0140423806144175,-0.0047715910194256,-0.0728337107339928,0.3613039230808783,0.0,0.049831759764138,2026-05-01T23:21:03.657636+00:00,ok,,best_deal,2026-04-18T16:38:14.013965+00:00,,True,8,14.56125,15.525,1/1,10.8781,10.697,10.56,10.697,10.841,11.362,8.514,14.432,7.37261102582252,-0.090913340188838,7,3,True,True,True,True,True,True
M4A4 | Temukau (Minimal Wear),True,True,True,0.144,0.47006643847320967,311.0,summary,True,True,True,True,True,61.67,50,0.0317940070708653,0.03109333067008,363,6.509013480853632,4.676192497552348,0.9524074977353496,7.26,-0.0192200367521949,0.0073686315538301,-0.0162103139446715,0.1368159549220713,0.0355571593132832,0.0033716830417494,2026-05-01T23:41:34.767250+00:00,ok,,best_deal,2026-04-18T00:14:47.551249+00:00,,True,8,82.28875,84.99625,1/1,73.0295,71.755,68.34,69.739,74.4925,76.658,53.823,114.509,11.389917772954762,-0.0274213904392958,7,3,True,True,True,True,True,True
Sawed-Off | Devourer (Field-Tested),True,True,True,0.1458,0.39346068344120716,65.0,summary,True,True,True,True,True,4.6,50,0.0377475352505868,0.0310774959550775,280,5.7474474212409445,8.27297320883149,0.9176797499131644,5.6,0.0218175571207697,-0.0029915634530604,0.0039075704117352,0.1111297915265636,0.0965030262273034,-0.0285913181268907,2026-05-01T23:34:54.390900+00:00,ok,,best_deal,2026-04-19T06:50:19.807215+00:00,,True,8,5.7125,5.938750000000001,1/2,5.7295,5.758,5.284,5.625,5.9543,6.03,4.208,6.371,13.02033336242256,0.0871869859257905,7,3,True,True,True,True,True,True
Galil AR | Firefight (Factory New),True,True,True,0.1709,0.5162547756095752,82.0,summary,True,True,True,True,True,30.12,50,0.0328213473601158,0.0309687499017638,61,2.8294797999590107,4.673854815688336,0.9536326996468952,1.22,0.0543066993100378,0.0001566702828145,-0.0331038551841403,0.2123003307297163,0.0515093941313068,-0.0069901413077547,2026-05-01T23:39:39.853116+00:00,ok,,best_deal,2026-04-17T17:20:32.326617+00:00,,True,8,32.37125,33.53875,1/1,27.8143,28.037,26.737,27.571,28.358,28.49,23.896,30.497,6.30251345530896,0.0217125602128118,7,3,True,True,True,True,True,True
AK-47 | Asiimov (Field-Tested),True,True,True,0.0941,0.38566691494698163,400.0,summary,True,True,True,True,True,43.59,50,0.0292555578484883,0.0291526480507544,604,5.012270222716117,5.052785109042922,0.9495404889890756,12.08,0.0139990942920711,-0.0044103967074832,-0.0112395228482996,0.0690679611650484,0.0138058252427184,0.001059861637824,2026-05-01T23:44:51.707549+00:00,ok,,best_deal,2026-04-17T00:33:32.182464+00:00,,True,8,49.83,51.3325,1/1,51.8328,51.903,49.284,50.707,53.305,54.151,39.144,57.346,9.389807226312303,0.0061148338445309,7,3,True,True,True,True,True,True
P2000 | Ivory (Factory New),True,True,True,0.1495,0.5438224931712916,40.0,summary,True,True,True,True,True,16.84,27,0.0430752902924361,0.0282686187682619,72,2.9830599623554743,5.401989782199517,0.9464423769027752,2.6666666666666665,0.0194091007116672,0.0015313059168715,-0.0154508602909491,0.1718849164374867,0.0463295959382272,0.0003408210792121,2026-05-01T23:30:48.788383+00:00,ok,,best_deal,2026-04-18T12:03:21.322635+00:00,,False,8,20.76625,21.73375,1/1->1/1,18.595,18.7555,17.751,18.3533,18.908,18.926,15.325,21.742,6.318902930895387,0.0031301395299485,7,3,True,True,True,True,True,True
AUG | Syd Mead (Minimal Wear),True,True,True,0.1225,0.35570621140151165,88.0,summary,True,True,True,True,True,12.25,50,0.0319968378490547,0.0273554471718943,76,5.08472138315928,6.479963177123786,0.9355484817053544,1.52,0.0281220555193157,-0.0009127386344969,-0.0013115382626451,0.1469157560803666,0.1187169545294325,-0.0247747831065522,2026-05-01T23:41:22.880210+00:00,ok,,best_deal,2026-04-17T03:40:21.459156+00:00,,True,8,13.58125,14.03,1/1,13.9044,13.9795,13.0785,13.615,14.322,14.719,11.471,15.215,11.798423520612175,0.0101837345107536,7,3,True,True,True,True,True,True
M4A4 | Choppa (Factory New),True,True,True,0.1592,0.6097560975609758,400.0,summary,True,True,True,True,True,3.13,50,0.0294604765872299,0.0272644778089423,847,1.4995058446648275,1.431346488089161,0.9855670103092784,16.94,0.0086655112651647,-0.0034247696776489,-0.0593659919811362,0.2542955326460481,0.0085910652920963,0.0402234604804997,2026-05-01T23:44:40.098428+00:00,ok,,best_deal,2026-04-17T22:21:45.069003+00:00,,True,8,3.24125,3.34,1/1,2.9343,2.91,2.868,2.892,2.936,3.009,2.007,4.089,4.805234638585013,0.0020661157024794,7,3,True,True,True,True,True,True
AWP | Mortis (Minimal Wear),True,True,True,0.0789,0.3051731775746935,309.0,summary,True,True,True,True,True,5.89,50,0.0205811872821171,0.026109738434012,797,5.84282379571338,4.20174011459292,0.9578484246380924,15.94,0.0005768676088837,0.0005949079764613,-0.0098698120221413,0.0864081867973479,0.0041798789276448,0.0031420542560816,2026-05-01T23:58:37.853412+00:00,ok,,best_deal,2026-04-17T04:49:02.964296+00:00,,True,8,5.90125,6.025,1/1,7.0685,7.046,6.749,6.845,7.258,7.409,6.297,9.786,9.337200254650918,-0.0057323015190599,7,3,True,True,True,True,True,True
MP7 | Abyssal Apparition (Minimal Wear),True,True,True,0.117,0.36408880911343866,208.0,summary,True,True,True,True,True,9.04,50,0.0243195706681342,0.0250463821892393,960,1.8486579156640224,1.718528922717831,0.9827707599917168,19.2,-0.0288207834381976,-0.0040031020923896,-0.034635614484427,0.1195402298850574,0.0,0.0332413088298883,2026-05-01T23:50:47.250102+00:00,ok,,best_deal,2026-04-18T05:21:43.987429+00:00,,True,8,11.2675,11.54875,1/1,9.6827,9.658,9.4916,9.607,9.786,9.835,9.019,10.878,3.5465314426761214,-0.0065400186857675,7,3,True,True,True,True,True,True
Galil AR | Chromatic Aberration (Factory New),True,True,True,0.1715,0.6562473170592108,84.0,summary,True,True,True,True,True,57.0,50,0.0394143421877112,0.0248247499803368,69,3.4951856750721806,4.458050660636323,0.9556381134345256,1.38,0.0821150120493314,-0.0024351929827696,-0.0229230893310418,0.1909365611681688,0.0758838119192343,0.0023653747224782,2026-05-01T23:33:10.232179+00:00,ok,,best_deal,2026-04-17T17:15:15.834814+00:00,,True,8,67.74625,70.49875,1/1,56.2488,56.526,54.0184,55.116,57.082,58.3824,51.057,68.093,7.758387734493886,0.0029781717529169,7,3,True,True,True,True,True,True
Desert Eagle | Light Rail (Factory New),True,True,True,0.1523,0.497249681122449,111.0,summary,True,True,True,True,True,21.49,50,0.0242491303592598,0.0229657563931248,166,5.631752162461393,4.916408418306735,0.9507769398187984,3.32,0.0661862414392313,0.0061544395632777,-0.0274753592115097,0.2498681750635155,0.0995398111308182,-0.0122052788875093,2026-05-01T23:50:58.771749+00:00,ok,,best_deal,2026-04-17T06:59:38.276983+00:00,,True,8,25.815,26.4525,1/1,19.7807,19.757,18.7845,19.249,20.363,20.969,13.164,23.537,11.043592997214455,0.1105432670552848,7,3,True,True,True,True,True,True
P90 | Nostalgia (Factory New),True,True,True,0.2345,0.5854714451287413,33.0,summary,True,True,True,True,True,28.6,30,0.0205824370036882,0.0221760839886595,52,7.398104365299633,5.182432005171181,0.9473641018321948,1.7333333333333334,-0.0095044500604327,-0.0171244974694572,-0.0663500291682912,0.2208848706713258,0.0,-0.0225080310947425,2026-05-01T23:58:27.247129+00:00,ok,,best_deal,2026-04-18T15:40:34.892002+00:00,,False,8,29.6425,30.26,1/1->1/1,28.4654,28.0265,26.5513,27.1373,29.2432,29.623,24.269,37.119,10.79099538386954,-0.0413505848989719,7,3,True,True,True,True,True,True
