item,tier,listing_id,asset_id,ask,ask_seller_net,float_value,paint_seed,base_eur,predicted_eur,avg_discount,pred_smooth_eur,pred_segmented_eur,pred_hybrid_eur,pred_smooth_eur_disc,pred_segmented_eur_disc,pred_hybrid_eur_disc,spread_smooth,spread_segmented,spread_hybrid,spread_smooth_disc,spread_segmented_disc,spread_hybrid_disc,opportunity_pass,opportunity_fail_count,opportunity_fail_reasons,continuity_ratio,n_fit_clean,n_fit_raw,fit_outlier_n,fit_splits_n,steam_turnover_proxy,scm_total_listings,steam_sales_7d_n,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_daily_downside_14d_pct,asset_properties_json,converted_price,converted_fee,converted_currencyid,base_usd,predicted_usd,quantity,fx_usd_to_eur,fx_source,base_collected_at_utc,status,error,status_risk,error_risk,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc,rel_smooth,rel_segmented,rel_hybrid
AWP | Atheris (Field-Tested),A,492725059980492293,39094666361,0.0,0.0,0.30223470926285,454.0,3.909908,4.0119056,-0.0165917367193118,3.907200854183928,3.9072049243169706,3.9072037032770583,3.9720281020660178,3.9720322397296366,3.9720309984305513,-inf,-inf,-inf,-inf,-inf,-inf,True,0,-,1.8643662213223926,381,400,19,2,53.34,977,2667,5.412654301040522,0.9459328599096192,0.0552380952380952,,0,0,2003,4.6,4.72,1839,0.84998,Frankfurter 2026-05-11 (ECB),2026-05-12T02:40:59.302266+00:00,ok,,ok,,best_deal,2026-04-17T03:50:39.015210+00:00,4.95,,50,True,8,-0.0196516284605513,5.11875,5.035,1/1,6.1892,6.196,5.861,5.971,6.395,6.563,5.604,6.76,6.8506430556453095,11.34233826665805,-0.0360158870480795,0.012210796915167,0.0394324368916019,-0.0012158649655102,0.0038312071713741,0.0665079365079365,7,3,2026-05-12T00:26:10.997127+00:00,-0.0006923809501584756,-0.000691339970922366,-0.0006916522646931988
AWP | Atheris (Field-Tested),A,518620757836209872,51188847643,0.0,0.0,0.31646266579628,61.0,3.909908,4.0119056,-0.0165917367193118,3.8994732220228587,3.8995180758423102,3.899504619696475,3.9641722550666687,3.964217853088883,3.964204173682219,-inf,-inf,-inf,-inf,-inf,-inf,True,0,-,1.8643662213223926,381,400,19,2,53.34,977,2667,5.412654301040522,0.9459328599096192,0.0552380952380952,,0,0,2005,4.6,4.72,1839,0.84998,Frankfurter 2026-05-11 (ECB),2026-05-12T02:40:59.302266+00:00,ok,,ok,,best_deal,2026-04-17T03:50:39.015210+00:00,4.95,,50,True,8,-0.0196516284605513,5.11875,5.035,1/1,6.1892,6.196,5.861,5.971,6.395,6.563,5.604,6.76,6.8506430556453095,11.34233826665805,-0.0360158870480795,0.012210796915167,0.0394324368916019,-0.0012158649655102,0.0038312071713741,0.0665079365079365,7,3,2026-05-12T00:26:10.997127+00:00,-0.002668803966011831,-0.0026573321310091823,-0.0026607736815099764
M4A1-S | Electrum (Minimal Wear),A,510739458488707839,51113842051,0.0,0.0,0.12817870080471,48.0,3.3659208,3.3659208,0.0039404553415061,3.3659208,3.3659208,3.3659208,3.3526575394045537,3.3526575394045537,3.3526575394045537,-inf,-inf,-inf,-inf,-inf,-inf,True,0,-,1.0,178,181,3,1,57.16,393,2858,8.391084472747695,0.9157261098570356,0.0270931326434619,,0,0,2003,3.96,3.96,668,0.84998,Frankfurter 2026-05-11 (ECB),2026-05-12T02:19:27.470331+00:00,ok,,ok,,best_deal,2026-04-17T21:22:25.702448+00:00,5.71,,50,True,8,0.0017513134851138,5.6875,5.71,1/1,5.339,5.316,4.868,5.074,5.604,5.876,4.589,6.29,9.926952612848853,18.879940063682334,-0.0446779014289512,0.0246770773086562,-0.0263784575929656,-0.0117653174851539,-0.0228882726757236,0.1160865475070555,7,3,2026-05-11T23:11:38.047095+00:00,0.0,0.0,0.0
M4A1-S | Electrum (Minimal Wear),A,510739458487991691,50652166227,0.0,0.0,0.11861956119537,627.0,3.3659208,3.3659208,0.0039404553415061,3.3659208,3.3659208,3.3659208,3.3526575394045537,3.3526575394045537,3.3526575394045537,-inf,-inf,-inf,-inf,-inf,-inf,True,0,-,1.0,178,181,3,1,57.16,393,2858,8.391084472747695,0.9157261098570356,0.0270931326434619,,0,0,2006,3.96,3.96,668,0.84998,Frankfurter 2026-05-11 (ECB),2026-05-12T02:19:27.470331+00:00,ok,,ok,,best_deal,2026-04-17T21:22:25.702448+00:00,5.71,,50,True,8,0.0017513134851138,5.6875,5.71,1/1,5.339,5.316,4.868,5.074,5.604,5.876,4.589,6.29,9.926952612848853,18.879940063682334,-0.0446779014289512,0.0246770773086562,-0.0263784575929656,-0.0117653174851539,-0.0228882726757236,0.1160865475070555,7,3,2026-05-11T23:11:38.047095+00:00,0.0,0.0,0.0
